ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_001138_proverbs,,Kibúrabwênge c'úmugabo yakwîkiye ishênyo mu gisomasoma.,Ne comptez pas vos poules avant qu'elles ne soient écloses.,Don't count your chickens before they hatch.,proverbs,,,,,,,pending
krd_001139_grammar,,Kigarama:Ni ukwezi kw’icumi na kabiri,Décembre : est le douzième mois.,December: is the twelfth month.,grammar,,,,,,,pending
krd_001140_idioms,,"Kigeme ati: Urakoze wewe umunkuyeko, yari anjwigirije iyo utaba hafi.","Kigeme dit : Merci de m'avoir débarrasser d'elle, ça aurait tourné mal si tu n'étais pas tout près.","Kigeme says: Thank you for getting rid of her, it would have turned out badly if you weren't nearby.",idioms,,,,,,,pending
krd_001141_proverbs,,Kiranga arihe?,Où est Kiranga?,Where is Kiranga?,proverbs,,,,,,,pending
krd_001142_geography,,Kirūndo ni intârá iri mu buraruko bw'Uburundi,Kirundo est le pays qui se trouve au nord du Burundi,Kirundo is the country located to the north of Burundi,geography,,,,,,,pending
krd_001143_proverbs,,Ko Ikirundi gitezwa imbere hagati mugihugu,Ce Kirundi est développé au milieu du pays,This Kirundi is developed in the middle of the country,proverbs,,,,,,,pending
krd_001144_grammar,,"Ko ari wewe, ndemeye kubigura make","Puisque c'est toi, je suis prêt à les vendre pour quelques-uns","Since it’s you, I’m willing to sell them for a few",grammar,,,,,,,pending
krd_001145_grammar,,"Ko mutampaye, ndagiye","Puisque tu ne me l'as pas donné, j'y vais","Since you haven’t given me, I’m going",grammar,,,,,,,pending
krd_001146_grammar,,Ko ugiye?,Pourquoi es-tu parti ?,Why have you gone?,grammar,,,,,,,pending
krd_001147_grammar,,Ko uhinyura uwundi ube witsindishije,"Depuis que tu juges un autre, tu te condamnes toi-même","Since you judge another, you have condemned yourself",grammar,,,,,,,pending
krd_001148_grammar,,Ko uvuga urtyo?,Pourquoi tu dis ça ?,Why do you say that?,grammar,,,,,,,pending
krd_001149_general,,Kopi ishirwa muri dosiye y’ubuyobozi.,Une copie est versée au dossier administratif.,A copy is placed in the administrative file.,general,,,,,,,pending
krd_001150_action-verbs,,Koresha ikibika umucafu.,Utilisez les poubelles.,Use the trash cans.,action-verbs,,,,,,,pending
krd_001151_jokes,,"Ku bāntu bagumá bâmbaza igitúma nryāmá ntévye, ni gúte nōryāmá nkatōra itíro kàándi imyâka mfisé isûmba amaherá mfisé murí konte yānje?","En réponse à ceux qui s'interrogent sur mes habitudes nocturnes, je me demande souvent comment je peux dormir paisiblement quand les chiffres de mon âge dépassent la somme d'argent sur mon compte.","In response to those who inquire about my late-night habits, I often wonder how I can peacefully sleep when the digits in my age outnumber the number in my bank account.",jokes,,,,,,,pending
krd_001152_general,,Kuba akwije imyaka mirongo itatu n’itanu igihe c’amatora,Avoir trente-cinq ans au moment de l'élection,Be thirty-five years old at the time of election,general,,,,,,,pending
krd_001153_emotions,,Kubera iki ushavuye ?,Pourquoi es-tu en colère?,Why are you angry?,emotions,,,,,,,pending
krd_001154_emotions,,Kuberiki ushavuye?,Pourquoi es-tu en colère?,Why are you angry?,emotions,,,,,,,pending
krd_001155_proverbs,,Kubá imbwá sí ukumoka.,La stupidité a d'innombrables déguisements.,Stupidity has countless disguises.,proverbs,,,,,,,pending
krd_001156_proverbs,,Kubá murēmure sí ko kumanura imvúra.,Même le plus grand ne peut pas commander les nuages de pluie.,Even the tallest cannot command the rainclouds.,proverbs,,,,,,,pending
krd_001157_jokes,,"Kubá umugoré, nâhó wōbá ukûnda gushaza gúte, birakenerwa kujāna iyìíndi sáho irímwo agatèénge n'íkambambirí, kukó ntumenyá ryârí mutāngúra kwìíruka","En tant que femme, peu importe à quel point tu es habituellement bien habillée, il est toujours conseillé de garder une pagne et des babouches dans ton sac à dos. On ne sait jamais quand il faudra commencer à courir","As a woman, no matter how well put-together you usually are, it's always advisable to keep a wraparound cloth and slippers in your backpack. You never know when you might need to start running.",jokes,,,,,,,pending
krd_001158_proverbs,,Kubáho ní ukubâna.,La vie consiste à vivre en harmonie avec les autres.,Life consists of living in harmony with others.,proverbs,,,,,,,pending
krd_001159_jokes,,"Kubânza kugēnda ngo urābé kó umudàándaza akubwìíra ngo ""Garuka bàási"" , n’ubuhìínga abarùúndi twëse dukorêsha túgīye kugura ikīntu.","Quand vous êtes au marché et que vous faites le coup du 'Je m'en vais, peut-être qu'ils vont m'appeler', c'est le mouvement classique que nous faisons tous en faisant nos courses","When you're at the market and play the 'I'm leaving, maybe they'll call me back' card with the vendor, it's the classic move we all pull when shopping.",jokes,,,,,,,pending
krd_001160_jokes,,Kubêra ikí iyó atā maherá ufisé ugumá ubóna ibīntu vyīzá kàándi bizīmbûtse?,"Pourquoi est-ce que, chaque fois qu'on est fauché, on commence soudainement à repérer des choses magnifiques et moins chères partout ?","Why is it that whenever you're broke, all of a sudden, you start spotting beautiful and affordable things everywhere?",jokes,,,,,,,pending
krd_001161_jokes,,"Kubêra ikí iyó ufisé amaherá, ivyó kuryá vyó muhirá bicá bíbīha?","Il semble que lorsque quelqu'un a de l'argent, il a souvent l'impression que la nourriture à la maison est moins délicieuse.","It seems that when someone has money, they often perceive the food at home as less delicious.",jokes,,,,,,,pending
krd_001162_jokes,,Kubóna umuhérerezi atayāyâta ni nkó kubóna ingurube iríko irya ibáràáfu.,"Voir un cadet qui n'est pas indifférent, c'est comme voir un cochon manger une glace. Ça n'existe pas.",To see a lastborn who is not nonchalant is like seeing a pig eating ice cream. It doesn't exist,jokes,,,,,,,pending
krd_001163_proverbs,,Kugeza ubu ikibuze ntikiramenyekana kuva mu mwaka uheze,"Jusqu’à présent, ce qui manque n’a pas encore été identifié depuis l’année dernière.","So far, what is missing has not yet been identified since last year.",proverbs,,,,,,,pending
krd_001164_proverbs,,Kugōrwa sí ko kugōka.,"La pauvreté est une invitée temporaire, pas une résidente permanente.","Poverty is a temporary guest, not a permanent resident.",proverbs,,,,,,,pending
krd_001165_grammar,,Kuko Imana ari yo idukunda,Parce que c'est Dieu qui nous aime,Because it is God that loves us,grammar,,,,,,,pending
krd_001166_general,,Kumenyesha amakuru ni igikorwa gihambaye cane,Le marketing des données est une tâche très importante,Data marketing is a very important task,general,,,,,,,pending
krd_001167_proverbs,,Kuraguza kurutwa nó kugēndereza.,Espionner est un meilleur choix que de se plonger dans la sorcellerie.,Spying is a better choice than delving into witchcraft.,proverbs,,,,,,,pending
krd_001168_proverbs,,"Kurangwa n’iyimbura ry’ibigori, ibiharage, n’ibindi.","Caractérisé par la recolte de maïs, de haricots et d’autres choses.","Characterized by the harvest of corn, beans and other things.",proverbs,,,,,,,pending
krd_001169_proverbs,,Kure ní mū nda.,La plus grande distance est celle vers votre propre cœur.,The farthest distance is the one to your own heart.,proverbs,,,,,,,pending
krd_001170_grammar,,Kurima be no gusatura biraruhisha,Biner ainsi que fendre du bois est fatiguant,Hoeing as well as splitting wood is tiring,grammar,,,,,,,pending
krd_001171_proverbs,,Kuryá ní kare.,"Le bonheur est comme une fleur, il vaut mieux la cueillir tôt avant qu'elle ne se fane.","Happiness is like a flower, it's better to pick it early before it withers.",proverbs,,,,,,,pending
krd_001172_jokes,,"Kurūngikira utūntu Umwâna arí mu mahàánga ntivyāri bibí, gusa aba bamàáma b’ábarùúndi baca bárūngika ivârìízi yūzúye ibicāyicàáyi, imyūmbati n'íbizírankúrwe","Envoyer un colis à son enfant à l'étranger est un geste attentionné. Mais les mamans burundaises ? Eh bien, elles voient grand, emballant une valise pleine d'herbes médicinales, de légumes et de manioc en quantité suffisante pour ouvrir un mini-marché","Sending a care package to your child abroad is a thoughtful gesture. But Burundian moms? Oh, they take it up a notch, packing a suitcase full of medicinal herbs, veggies, and enough cassava as if it was for opening a mini market",jokes,,,,,,,pending
krd_001173_action-verbs,,"Kuva ico gihe, ntiyasubiriye kuganiriza nyina.","Depuis, elle n’a plus parlé à sa mère.","Since then, she has not spoken to her mother.",action-verbs,,,,,,,pending
krd_001174_proverbs,,"Kuva ubwo, yaciye abona ko imbugita atari igikinisho.","Dès lors, il a realisé que le couteau n’est pas un jouet","From then on, he realized that the knife is not a toy",proverbs,,,,,,,pending
krd_001175_proverbs,,Kuvúga měnshi sí ko kuyamara.,Parler sans cesse ne révèle pas toujours la vérité.,Talking endlessly doesn't always reveal the whole picture.,proverbs,,,,,,,pending
krd_001176_grammar,,Kwandikiranira ivyete,s'écrire des lettres,to write letters to each other,grammar,,,,,,,pending
krd_001177_jokes,,"Kèéra abamàáma bâcu bàátugurira ibirāto biníni ngo tuzōbikuriramwó, nàátwe ubu twīgurira bitó ngo bizōkwāguka","Enfant, nos mamans avaient l'habitude de nous acheter des chaussures une taille trop grande en pensant qu'on allait grandir dedans. Maintenant adultes, on ne peut pas résister à acheter une belle paire, même si elles serrent un peu. Qui sait, peut-être que les chaussures auront aussi une poussée de croissance !","As kids, our moms used to buy shoes a size too big, thinking we'd grow into them. Now as adults, we can't resist buying a nice pair, even if they're a bit snug. Who knows, maybe the shoes will have a growth spurt too!",jokes,,,,,,,pending
krd_001178_proverbs,,Maguru ya Nyárwări yasíze imvúra ni úmuguha.,"Les choix rapides, la clé pour passer à travers les épreuves indemne.","Fast choices, the key to slipping through trials unscathed.",proverbs,,,,,,,pending
krd_001179_action-verbs,,Mama ariko arategura ibifungurwa vyo ku mugoroba.,Ma mère prépare le dîner.,My mother is cooking dinner.,action-verbs,,,,,,,pending
krd_001180_action-verbs,,Mama ariko arategura ivyo kurya vyo kumugoroba.,Ma mère prépare le dîner.,My mother is cooking dinner.,action-verbs,,,,,,,pending
krd_001181_action-verbs,,Mama wanje ariko arategura imfungurwa,Ma mère prépare le repas.,My mother prepares the meal.,action-verbs,,,,,,,pending
krd_001182_action-verbs,,Mama wanje ni umwigisha.,Ma mère est enseignante.,My mother is a teacher.,action-verbs,,,,,,,pending
krd_001183_proverbs,,Manjanja aca yiruka kuzana isuka.,Manjanja a couru apporter la houe.,Manjanja ran to bring the hoe.,proverbs,,,,,,,pending
krd_001184_grammar,,Mariya yahoze arwaye,Mary était toujours malade.,Mary was always ill.,grammar,,,,,,,pending
krd_001185_action-verbs,,Mawe ariko arategura imfungurwa,Ma mère prépare le dîner.,My mother is cooking dinner.,action-verbs,,,,,,,pending
krd_001186_action-verbs,,Mawe ariko arategura imfungurwa zo mwijoro,Ma mère prépare le dîner.,My mother is cooking dinner.,action-verbs,,,,,,,pending
krd_001187_action-verbs,,Mawe ariko ategura indya.,Ma mère prépare le dîner.,My mother is cooking dinner.,action-verbs,,,,,,,pending
krd_001188_action-verbs,,Mawe ni umwigisha,Ma mère est enseignante.,My mother is a teacher.,action-verbs,,,,,,,pending
krd_001189_geography,,Mba i Bujumbura.,Je vis à Bujumbura.,I live in Bujumbura.,geography,,,,,,,pending
krd_001190_grammar,,Mbahamagare?,Dois-je les appeler ?,Shall I call them?,grammar,,,,,,,pending
krd_001191_grammar,,Mbandikiye hamwe-hamwe ndushirije gushira amanga,Je t'ai écrit à certains endroits avec plus d'audace,I’ve written to you in some places more boldly,grammar,,,,,,,pending
krd_001192_grammar,,Mbega Gahungu yakoze ivyo?,Est-ce que Gahungu a fait ça ?,Did Gahungu do that?,grammar,,,,,,,pending
krd_001193_grammar,,"Mbega Minani yanse gukora ivyo? Na mba, mbere ni we yabanje kubikora","Minani a-t-il refusé de faire ça ? Pas du tout, en fait c'est lui qui a commencé","Did Minani refuse to do that? Not at all, in fact he’s the one that began it",grammar,,,,,,,pending
krd_001194_grammar,,Mbega abantu benshi baje uyu musi?,Il y a beaucoup de monde aujourd'hui ?,Did a lot of people come today?,grammar,,,,,,,pending
krd_001195_grammar,,"Mbega none ivyagezwe tubihinduza ubusa ukwizera? Eka na mba, ushime turabigumisha","Alors est-ce que nous rendons les commandements sans valeur par la foi ? Pas du tout, nous les établissons plutôt","Then do we make the commandments worthless by faith? Not in the least, rather we establish them",grammar,,,,,,,pending
krd_001196_grammar,,"Mbega wakoze ivyo? Oya, nyabuna!","As-tu fait ça ? Non, je devrais dire non !","Did you do that? No, I should say not!",grammar,,,,,,,pending
krd_001197_grammar,,"Mbega wazanye ibitabo vyose, ukw ari bitanu?",Avez-vous apporté les cinq livres ?,Did you bring all five books?,grammar,,,,,,,pending
krd_001198_grammar,,Mbega wumvise ivy'amashuri?,Avez-vous entendu parler des écoles ?,Did you hear about the schools?,grammar,,,,,,,pending
krd_001199_grammar,,"Mbibonye, naciye mpamagara umuganga","Après l'avoir vu, j'ai immédiatement appelé le médecin","Having seen it, I immediately called the doctor",grammar,,,,,,,pending
krd_001200_action-verbs,,Mbwirizwa kugura umukate.,Je dois acheter du pain.,I have to buy bread.,action-verbs,,,,,,,pending
