ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_002162_proverbs,,Ubúmwe butarího butēranywa n'ínyama.,"Dans une maison divisée, même un petit problème peut déclencher un incendie.","In a divided house, even a small issue can spark a fire.",proverbs,,,,,,,pending
krd_002163_proverbs,,Ubúsya uwŭndi burôroha.,Les défis d'un autre semblent souvent simples quand ils ne sont pas les vôtres.,The challenges of another often appear simple when they're not your own.,proverbs,,,,,,,pending
krd_002164_proverbs,,Ubúsābúsa buruta ubúsa.,Avoir quelque chose de petit est mieux que de ne rien avoir du tout.,Having something small is better than having nothing at all.,proverbs,,,,,,,pending
krd_002165_proverbs,clips/proverbs/prov010.mp3,Ubāna na Súnēbá ugasunēba nka wé.,"Lorsque vous restez avec une personne imprudente, vous finissez par devenir insouciant tout comme lui.","When you stay with a careless person, you end up becoming careless just like him.",proverbs,,,,,,,recorded
krd_002166_proverbs,,Ubītsa sōbukwé ukaba ukôye.,"Même sans intention, donner de l'argent à votre beau-père peut être perçu comme une dot.","Even without intent, handing money to your father-in-law can be seen as dowry-like.",proverbs,,,,,,,pending
krd_002167_proverbs,,Ubūntu burîhābwa.,Vous détenez le pouvoir de vous donner honneur et respect.,You hold the power to give yourself honor and respect.,proverbs,,,,,,,pending
krd_002168_proverbs,,Ubūntu ní umūntu.,L'humanité est le fondement de la véritable nature humaine.,Humanity is the foundation of real human nature.,proverbs,,,,,,,pending
krd_002169_proverbs,,Uca mw'īshāmba utāzí ugaca inkoni utāzí.,"Dans une forêt étrange, couper une branche inconnue peut conduire à des résultats imprévus.","In a strange forest, cutting an unfamiliar branch can lead to unforeseen outcomes.",proverbs,,,,,,,pending
krd_002170_grammar,,Udafise azokwakwa ni ico yari asanzwe afise,Celui qui ne l'a pas lui aura enlevé même ce qu'il avait déjà,He who has not will have taken from him even that which he already had,grammar,,,,,,,pending
krd_002171_jokes,,"Uduháganyuzo duhera níngoga, nza nûmva umukózi ambwīye ati :"" Jēwé nāma nâkubwîye kó uwo muyàáya yōnôna.","Les cure-dents se terminent très rapidement. Ensuite, l'un de mes employés m'a dit : 'Je t'ai déjà dit plusieurs fois que c'est de la faute de cette femme employée."," The toothpicks finish very quickly. Then, one of my workers told me: 'I have already told you many times that it's the fault of that female worker.",jokes,,,,,,,pending
krd_002172_grammar,,"Ufise amapfundo abiri, rimwe n’arihe ūtarifise","Celui qui a deux tuniques, qu'il en donne une à celui qui n'en a pas. »","He who has two coats, let him give one to him who has none”",grammar,,,,,,,pending
krd_002173_general,,Ufise uburebure bungana gute?,Quelle taille faites-vous?,What size are you?,general,,,,,,,pending
krd_002174_proverbs,,Ufōra cāne ukavuna umuheto.,"Ne tendez pas trop l'arc, ou il cassera.","Don't draw the bow too tight, or it will snap.",proverbs,,,,,,,pending
krd_002175_proverbs,,Ugaya ahó ubá rikarēnga arího urí.,Celui qui méprise son propre foyer errera sans repos.,He who despises his own hearth will wander without rest.,proverbs,,,,,,,pending
krd_002176_proverbs,,Ugaya ubw'îfûni ukarâra umwâka.,De grandes pertes peuvent résulter de la négligence de petites choses.,Big losses can result from the neglect of small matters.,proverbs,,,,,,,pending
krd_002177_general,,Ugire indoto nziza,Fais de beaux rêves.,Sweet dreams.,general,,,,,,,pending
krd_002178_proverbs,,Ugona mw'īrima ikivi kikaba kírāye.,Ceux qui dorment pendant que les autres travaillent se réveilleront les mains vides.,Those who sleep while others toil will wake to empty hands.,proverbs,,,,,,,pending
krd_002179_proverbs,,Uguhingura ivyakoreshejwe birakomeye,Recycler est important.,Recycling is important.,proverbs,,,,,,,pending
krd_002180_proverbs,,Uguhūnga ní uguhumāna.,Celui qui fuit la bataille sera traité de lâche.,He who runs away from the battle will be called a coward.,proverbs,,,,,,,pending
krd_002181_proverbs,,Ugutsîtāra ní kwo kwīgirwa imbere.,L'échec est le meilleur moyen d'avancer.,Failure is the best way to go forward.,proverbs,,,,,,,pending
krd_002182_proverbs,,Ugutâmbuka ní ko kugēnda.,"Commencer à marcher, c'est le début du voyage.",Starting to walk is the beginning of the journey.,proverbs,,,,,,,pending
krd_002183_proverbs,,Ugutânga ní ugutânguza.,Faire une différence dans la société commence par initier des innovations précieuses.,Making a difference in society begins by initiating valuable innovations.,proverbs,,,,,,,pending
krd_002184_jokes,,"Ugîye mu rubàánza bwó mu kibâno, ugaca usânga uwushóna ibirāto yaje yâmbaye ikirāto cāwe, wōvyīfatamwó gúte ?","Si tu vas à une fête du quartier et que tu découvres que le cordonnier local est venu à la fête avec tes chaussures, que ferais-tu ?","If you go to a neighborhood party and discover that the local cobbler came to the party wearing your shoes, what would you do?",jokes,,,,,,,pending
krd_002185_proverbs,,Ugēnda utábazá ugasāza utámenyé.,Ceux qui ne remettent jamais rien en question restent ignorants en vieillissant.,Those who never question remain ignorant as they age.,proverbs,,,,,,,pending
krd_002186_proverbs,,Ugēndera mu makānda y'ínzovu ugakira urume.,"Suivez les pas de l'éléphant, et vos pieds resteront au sec.","Follow the elephant's steps, and your feet will stay dry.",proverbs,,,,,,,pending
krd_002187_proverbs,,Uheza guhemuka ibigôri bikêra.,"Quand tu trahis les autres, ils peuvent réussir, et tu peux regretter.","When you betray others, they may find success, and you may find regret.",proverbs,,,,,,,pending
krd_002188_proverbs,,Uhisha ubwări nyoko ntíwāráma.,"Quand les temps étaient simples, ils refusaient l'aide, en difficulté, ils appellent à l'aide.","When times were simple, they turned away assistance, in trouble, they call for help.",proverbs,,,,,,,pending
krd_002189_proverbs,,Uhishīra umurozi akakumarira abâna.,Couvrir les méfaits des méchants leur permet de semer des graines de problèmes pour vos enfants.,Covering the misdeeds of the wicked allows them to sow seeds of trouble for your children.,proverbs,,,,,,,pending
krd_002190_language,,Ukibaza uti ico kiganiro kiri mu rurimi uruhe?,Vous vous demandez dans quelle langue l'émission est diffusée ?,Wondering what language the show is broadcast in?,language,,,,,,,pending
krd_002191_proverbs,,Ukira umukêbá ntúkirá icó avyāyé.,"La chute de l'ennemi peut survenir, mais sa lignée perdure.","The foe's demise may come, but his lineage endures.",proverbs,,,,,,,pending
krd_002192_grammar,,"Uko nsenga kwose, ndagusabira","Chaque fois que je prie, je prie pour vous.","Whenever I pray, I pray for you.",grammar,,,,,,,pending
krd_002193_grammar,,"Uko umwaka utashe, abavyeyi biwe baja i Yerusalemu","Chaque année, ses parents allaient à Jérusalem",Each year his parents went to Jerusalem,grammar,,,,,,,pending
krd_002194_general,,Ukora akahe kazi ?,Quel est votre travail?,What is your job?,general,,,,,,,pending
krd_002195_proverbs,,Ukora icîzá ukagisānga imbere.,"En aidant les autres aujourd'hui, vous construisez un pont de soutien pour demain.","By helping others today, you build a bridge of support for tomorrow.",proverbs,,,,,,,pending
krd_002196_proverbs,,Ukora inâbí ikagúherekeza.,Les mauvaises actions vous rattrapent toujours.,Bad actions always catch up with you.,proverbs,,,,,,,pending
krd_002197_proverbs,,Ukubáza gutēra ukumenya.,Demander mène à savoir.,Asking leads to knowing.,proverbs,,,,,,,pending
krd_002198_proverbs,,Ukubóko kumwé kurîyaga ntíkwīmára ubúryi.,Deux mains valent mieux qu'une pour accomplir une tâche.,Two hands are better than one in accomplishing a task.,proverbs,,,,,,,pending
krd_002199_proverbs,,Ukudacerwa birahambaye.,La ponctualité est importante.,Punctuality is important.,proverbs,,,,,,,pending
krd_002200_grammar,,Ukunda uwundi aba ashikije ivyagezwe,Celui qui aime un autre a accompli les commandements,He who loves another has fulfilled the commandments,grammar,,,,,,,pending
