ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_000450_proverbs,,Gatό karakúra.,Même le plus petit poisson peut devenir un géant dans l'océan.,Even the smallest fish can grow into a giant in the ocean.,proverbs,,,,,,,pending
krd_000451_action-verbs,,Genda kuryama,Va dormir,Go to sleep,action-verbs,,,,,,,pending
krd_000452_grammar,,"Genda ubibwire Yohana, kibuze umuhamagare aze ino","Va en parler à John, ou bien appelle-le pour qu'il vienne ici","Go tell John about it, or else call him to come here",grammar,,,,,,,pending
krd_000453_idioms,,Gerageza kudasesagura.,Essaient de ne pas le gaspiller.,Try not to waste it.,idioms,,,,,,,pending
krd_000454_geography,,Gitega ni intara iri hagati mu gihugu c’Uburundi,Gitega est une province au milieu du Burundi,Gitega is a province in the middle of Burundi,geography,,,,,,,pending
krd_000455_proverbs,,Gucá bugúfi bica inzira ntíbicá umugôngo.,"L'humilité ouvre les portes à de plus grandes opportunités, pas l'humiliation.","Humility opens doors to greater opportunities, not humiliation.",proverbs,,,,,,,pending
krd_000456_proverbs,,Gucá mu zîko ní ukunyáruka.,"Face à un défi, agissez rapidement pour éviter d'autres complications.","When facing a challenge, act swiftly to avoid further complications.",proverbs,,,,,,,pending
krd_000457_jokes,,Gusa iyó ndōnsé amaherá nsubīra kwībuka yâ migàámbi arí ukó ahezé.," Cependant, lorsque l'argent arrive, je ne me souviens de ce plan qu'une fois qu'il est épuisé.","However, when the money comes, I only seem to recall that plan once it's all finished.",jokes,,,,,,,pending
krd_000458_proverbs,,Gushika kugihe ni nkenerwa.,La ponctualité est importante.,Punctuality is important.,proverbs,,,,,,,pending
krd_000459_proverbs,,Gusubiramwo ivyapfuye ni nkenerwa.,Recycler est important.,Recycling is important.,proverbs,,,,,,,pending
krd_000460_proverbs,,Gute ushobora gukora ibi?,Comment oses- tu?,How dare you?,proverbs,,,,,,,pending
krd_000461_proverbs,,Gutāha gutūnga umugabo.,Revenir dans l'étreinte de la maison ravive l'esprit d'un homme.,Coming back to the embrace of home revives a man's spirit.,proverbs,,,,,,,pending
krd_000462_proverbs,,Ha kunigwa n'ijambo wonigwa n'uwo uribwiye.,"Soyez assez courageux pour partager vos opinions, même si cela conduit à la confrontation.","Be brave enough to share your opinions, even if it leads to confrontation.",proverbs,,,,,,,pending
krd_000463_vocabulary,,Haba harimwo n’imiburiburi ibice mirongo itatu ku Ijana vy’abagore.,Il y en a environ trente pour cent de femmes.,There are around thirty percent women.,vocabulary,,,,,,,pending
krd_000464_grammar,,Habaye iki?,ce qui s'est passé?,what happened?,grammar,,,,,,,pending
krd_000465_proverbs,,Habaye isanganya.,Il y a eu un accident.,There has been an accident.,proverbs,,,,,,,pending
krd_000466_proverbs,,Haguma umwămi ingoma irabāzwa.,"La véritable défense d'un royaume réside dans la force de son roi, non dans les boucliers fabriqués à la main.","A kingdom's true defense lies in the strength of its king, not in shields crafted by hands.",proverbs,,,,,,,pending
krd_000467_grammar,,"Hagumyeho ukwizera n’ivyizigiro n’urukundo, ivyo uko ari bitatu","Restent la foi, l'espérance et l'amour, ceux-là étant trois","There remain faith, hope and love, those being three",grammar,,,,,,,pending
krd_000468_general,,Haguye imvura nyinshi.,Il pleut très fort.,It's raining very hard.,general,,,,,,,pending
krd_000469_grammar,,"Haheze imisi mikeya, twagiye i Bugande",Après quelques jours nous sommes allés en Ouganda,After a few days we went to Uganda,grammar,,,,,,,pending
krd_000470_grammar,,Haheze umwaka tuzogaruka,"Après un an, nous reviendrons",After a year we will return,grammar,,,,,,,pending
krd_000471_grammar,,Haje abantu bangahe? Ibiri na babiri,Combien de personnes sont venues ? Vingt-deux,How many people came? Twenty-two,grammar,,,,,,,pending
krd_000472_grammar,,Haje abantu batari bamwe,Il y avait pas mal de monde,There came quite a few people,grammar,,,,,,,pending
krd_000473_idioms,,Hakosha umuntu.,L'erreur est humaine.,To err is human.,idioms,,,,,,,pending
krd_000474_grammar,,"Hamagara abakobwa, be n’abahungu na bo","Appelle les filles, et les garçons aussi","Call the girls, and the boys as well",grammar,,,,,,,pending
krd_000475_action-verbs,,Hamagara ubutabazi.,Appelez la police!,Call the police!,action-verbs,,,,,,,pending
krd_000476_grammar,,"Hamwe twakubona, wari uja hehe?","Quand on t'a vu, où allais-tu ?","When we saw you, where wereyou going?",grammar,,,,,,,pending
krd_000477_grammar,,Hamwe wamubona ejo yari agiye i Gitega,Quand tu l'as vu hier il venait de partir à Gitega,When you saw him yesterday he had just gone to Gitega,grammar,,,,,,,pending
krd_000478_general,,Hangwe umuriro,Au feu!,Fire!,general,,,,,,,pending
krd_000479_vocabulary,,Hano hari Indogoba nyinshi.,Il y a beaucoup de cheval ici.,There are many horse here.,vocabulary,,,,,,,pending
krd_000480_vocabulary,,Hano hari Ingo nyinshi.,Il y a beaucoup de foyer ici.,There are many fireplace here.,vocabulary,,,,,,,pending
krd_000481_vocabulary,,Hano hari ibifyera vyinshi.,Il y a beaucoup de escargot ici.,There are many snail here.,vocabulary,,,,,,,pending
krd_000482_vocabulary,,Hano hari imbogo nyinshi.,Il y a beaucoup de buffle ici.,There are many buffalo here.,vocabulary,,,,,,,pending
krd_000483_vocabulary,,Hano hari imikate myinshi.,Il y a beaucoup de pain ici.,There are many bread here.,vocabulary,,,,,,,pending
krd_000484_vocabulary,,Hano hari imisumbarembe myinshi.,Il y a beaucoup de girafe ici.,There are many giraffe here.,vocabulary,,,,,,,pending
krd_000485_vocabulary,,Hano hari imodoka nyinshi.,Il y a beaucoup de voiture ici.,There are many car here.,vocabulary,,,,,,,pending
krd_000486_vocabulary,,Hano hari imvubu nyinshi.,Il y a beaucoup de hippopotame ici.,There are many hipopotamus here.,vocabulary,,,,,,,pending
krd_000487_vocabulary,,Hano hari ingamiya nyinshi.,Il y a beaucoup de chameau ici.,There are many camel here.,vocabulary,,,,,,,pending
krd_000488_vocabulary,,Hano hari ingurube nyinshi.,Il y a beaucoup de cochon ici.,There are many pig here.,vocabulary,,,,,,,pending
krd_000489_vocabulary,,Hano hari intore nyinshi.,Il y a beaucoup de aubergine ici.,There are many eggplant here.,vocabulary,,,,,,,pending
krd_000490_vocabulary,,Hano hari inyoni nyinshi.,Il y a beaucoup d'oiseaux par ici.,There are many birds here.,vocabulary,,,,,,,pending
krd_000491_vocabulary,,Hano hari isaha nyinshi.,Il y a beaucoup de horloge ici.,There are many clock here.,vocabulary,,,,,,,pending
krd_000492_vocabulary,,Hano hari isazi nyinshi.,Il y a beaucoup de mouche ici.,There are many fly here.,vocabulary,,,,,,,pending
krd_000493_vocabulary,,Hano hariho ibizinu vyinshi.,Il y a beaucoup de champignon ici.,There are many mushroom here.,vocabulary,,,,,,,pending
krd_000494_vocabulary,,Hano hariho ikaroti nyinshi.,Il y a beaucoup de carotte ici.,There are many carrot here.,vocabulary,,,,,,,pending
krd_000495_proverbs,,"Hano iwacu mu Burundi, twarahiriwe","Ici au Burundi, nous avons la chance","Here in Burundi, we are lucky",proverbs,,,,,,,pending
krd_000496_proverbs,,Hapfa uwavûtse.,Tout le monde mourra.,Everyone will die.,proverbs,,,,,,,pending
krd_000497_proverbs,,Hari abana bavuka bakabura ba Se.,Il y a des enfants qui naissent et perdent leur pères.,There are children who are born and lose their fathers.,proverbs,,,,,,,pending
krd_000498_action-verbs,,Harakanye cane iki gitondo.,Il fait froid ce matin.,It's cold this morning.,action-verbs,,,,,,,pending
krd_000499_action-verbs,,Harakanye kano gatondo.,Il fait froid ce matin.,It's cold this morning.,action-verbs,,,,,,,pending
krd_000500_adjectives,,Harashushe cane uyu musi.,Il fait très chaud aujourd'hui.,Today it's very hot.,adjectives,,,,,,,pending
