ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_002590_proverbs,,Uwutábusyá abwīta ubumera.,Les personnes qui ne sont pas activement engagées ont tendance à considérer que c'est simple.,People who aren't actively engaged tend to consider it simple.,proverbs,,,,,,,pending
krd_002591_proverbs,,Uwutábōnyé agasóhoka ntáboná akĭnjira.,"Plus vous donnez, plus vous recevez.","The more you give, the more you receive.",proverbs,,,,,,,pending
krd_002592_proverbs,,Uwutáco agirá ntáco agayá.,"Quand tu ne possèdes rien, même le geste le plus simple est chéri.","When you possess nothing, even the simplest gesture is cherished.",proverbs,,,,,,,pending
krd_002593_proverbs,,Uwutágirá ubwôba aba atágirá ubwênge.,Un cœur sans peur peut conduire à des actions insensées.,A fearless heart can lead to foolish actions.,proverbs,,,,,,,pending
krd_002594_proverbs,,Uwutágiríwe n'Îmâna ntíyīgírira.,Ce qui n'est pas donné par Dieu ne peut être acquis par l'homme.,What is not given by God cannot be gained by man.,proverbs,,,,,,,pending
krd_002595_proverbs,,Uwutáharí asa n'úwapfûye.,Une âme absente semble être un souvenir lointain.,An absent soul feels like a distant memory.,proverbs,,,,,,,pending
krd_002596_proverbs,,Uwutárahéra aba arahékenya.,Être en vie est une raison de savourer la vie.,Being alive is a reason to savor life.,proverbs,,,,,,,pending
krd_002597_proverbs,,Uwutári bukuvúne yōkuva inyuma.,Celui qui retient l'aide ne peut être compté comme un ami fidèle.,He who withholds help cannot be counted as a faithful friend.,proverbs,,,,,,,pending
krd_002598_proverbs,,Uwutárihό azigamirwa n'úmuryāngo.,Ce n'est qu'à l'ombre de l'absence que les piliers de la loyauté se dressent haut.,Only in the shadow of absence do the pillars of loyalty stand tall.,proverbs,,,,,,,pending
krd_002599_proverbs,,Uwutárābóna ntávugá.,"Si vous ne l'avez pas vu, n'en parlez pas.","If you haven't witnessed it, don't speak of it.",proverbs,,,,,,,pending
krd_002600_proverbs,,Uwutárāgēnda yīta umwâna Nzirakugēnda.,Les inexpérimentés sous-estiment souvent les capacités des autres.,The inexperienced often underestimate the abilities of others.,proverbs,,,,,,,pending
