ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_000544_vocabulary,,Ibi ni ibiharage.,Ceci est un haricots.,This is a beans.,vocabulary,,,,,,,pending
krd_000545_proverbs,,Ibi ni ibiki?,Qu'est-ce que c'est que ça ?,What is this?,proverbs,,,,,,,pending
krd_000546_proverbs,,Ibi vyotuma n’abandi bagira ingoga zo kuruteza imbere,Cela encouragerait également d’autres à le développer,This would also encourage others to develop it,proverbs,,,,,,,pending
krd_000547_proverbs,,Ibice mirongo icenda kw'ijana vyabarundi bararima.,Quatre-vingt dix pour cent des burundais cultivent.,Ninety percent of Burundians farm.,proverbs,,,,,,,pending
krd_000548_general,,Ibicupa bitabora bironona ibahari,Le plastique pollue les océans.,Plastic pollutes the oceans.,general,,,,,,,pending
krd_000549_food,,Ibifungurwa vyari biryoshe cane.,La nourriture était incroyable.,The food was amazing.,food,,,,,,,pending
krd_000550_grammar,,Ibigori vyoroshe itonora,maïs facile à décortiquer,corn that is easy to husk,grammar,,,,,,,pending
krd_000551_proverbs,,Ibigôra bigōra abagabo.,L'adversité est le terrain d'essai des vrais hommes.,Adversity is the testing ground for real men.,proverbs,,,,,,,pending
krd_000552_grammar,,Ibiharuro biragoye,Les mathématiques sont difficiles.,Mathematics is difficult.,grammar,,,,,,,pending
krd_000553_proverbs,,Ibihe bigoye nivyo bitera abantu gukomera,Ce sont les temps durs qui rendent les hommes forts,Hard times make men strong,proverbs,,,,,,,pending
krd_000554_proverbs,,Ibihe biha ibĭndi.,Chaque saison a son moment.,Every season has its time.,proverbs,,,,,,,pending
krd_000555_proverbs,,Ibihěngeri bitēra imfyísi urwěze.,"Dans la discorde, les ennemis trouvent des raisons de se réjouir.","In discord, enemies find reasons to cheer.",proverbs,,,,,,,pending
krd_000556_grammar,,Ibijumbu bigoye irya,patates douces difficiles à manger,sweet potatoes that are difficult to eat,grammar,,,,,,,pending
krd_000557_grammar,,Ibijumpu biri kubiri,Les patates douces sont en deux groupes,The sweet potatoes are in two groups,grammar,,,,,,,pending
krd_000558_proverbs,,Ibijá gucîka bica amarěnga.,Le chemin vers le désastre est pavé de signes avant-coureurs.,The path to disaster is paved with early omens.,proverbs,,,,,,,pending
krd_000559_adjectives,,Ibikoko biba mumazi birabangamiwe,Les animaux marins sont en danger.,Marine animals are in danger.,adjectives,,,,,,,pending
krd_000560_adjectives,,Ibikoko vyo mu mazi biri mukaga.,Les animaux marins sont en danger.,Marine animals are in danger.,adjectives,,,,,,,pending
krd_000561_adjectives,,Ibiro biri hagati mu gisagara.,Le bureau est au centre-ville.,The office is downtown.,adjectives,,,,,,,pending
krd_000562_adjectives,,Ibiro biri hagati mugisagara,Le bureau est au centre-ville.,The office is downtown.,adjectives,,,,,,,pending
krd_000563_adjectives,,Ibiro biri mu gisagara hagati.,Le bureau est au centre-ville.,The office is downtown.,adjectives,,,,,,,pending
krd_000564_adjectives,,Ibiro biri mugisagara hagati.,Le bureau est au centre-ville.,The office is downtown.,adjectives,,,,,,,pending
krd_000565_proverbs,,Ibirîwe nêzá birarwīra.,Une consommation adéquate conduit à une multiplication fructueuse.,Proper consumption leads to fruitful multiplication.,proverbs,,,,,,,pending
krd_000566_proverbs,,Ibisângiye imizi bisāngira n'ûkwûma.,Deux choses unies dans la bonté restent connectées même en temps de trouble.,Two things united in goodness remain connected even in times of trouble.,proverbs,,,,,,,pending
krd_000567_general,,Ibitaro biri kure no ngaha.,L'hôpital est loin d'ici.,The hospital is far from here.,general,,,,,,,pending
krd_000568_general,,Ibitaro biri kure yo ngaha.,L'hôpital est loin d'ici.,The hospital is far from here.,general,,,,,,,pending
krd_000569_general,,Ibitaro ntibiri kure yo ngaha,L'hôpital est loin d'ici.,The hospital is far from here.,general,,,,,,,pending
krd_000570_grammar,,Ibiti bigoye isatura,des arbres difficiles,trees that are difficult,grammar,,,,,,,pending
krd_000571_proverbs,,Ibitári ivyâwé ntúvyĭbīkáko.,Vous ne pouvez pas garder ce qui ne vous appartient pas.,You can't keep what's not yours.,proverbs,,,,,,,pending
krd_000572_proverbs,,Ibitěbu birarésha ntívyūbáka.,"Le sarcasme peut captiver, mais il ne construit pas.","Sarcasm may captivate, yet it doesn't construct.",proverbs,,,,,,,pending
krd_000573_proverbs,,Ibitěbu vy'úmukêbá bikwēga agaheza.,Les moqueries de l'adversaire peuvent conduire à la catastrophe.,Mockeries from the opponent can lead to disaster.,proverbs,,,,,,,pending
krd_000574_jokes,,Ibizôkúrikira sindímwo.,La suite ne relève pas de ma responsabilité.," Whatever unfolds next, I'm not accountable for.",jokes,,,,,,,pending
krd_000575_proverbs,,Ibuye riba ritó ntíribá ritŏto.,"La taille ne détermine pas la force, même une petite pierre peut avoir une grande force en son sein.","Size doesn't determine strength, even a small stone can hold great strength within their core.",proverbs,,,,,,,pending
krd_000576_proverbs,clips/proverbs/prov036.mp3,Ibuye riserútse ntíryīcá isúka.,"Lorsque vous avez été alerté de ce que vous devez craindre, vous pouvez être très prudent ou prudent.","When you have been alerted to what you have to fear, you are able to be seriously careful or prudent.",proverbs,,,,,,,recorded
krd_000577_proverbs,,Ibísa birasabiranira.,Qui se ressemble s'assemble.,Birds of a feather flock together.,proverbs,,,,,,,pending
krd_000578_proverbs,,Ibānga ntírimirwá intáma.,Garder un secret est comme tenir de la fumée dans sa paume.,Keeping a secret is like holding smoke in your palm.,proverbs,,,,,,,pending
krd_000579_proverbs,,Ibānga ní agacănwa katarahúrwa.,"Un secret est mieux gardé dans le cœur, pas sur les lèvres.","A secret is best kept in the heart, not on the lips.",proverbs,,,,,,,pending
krd_000580_proverbs,,Ibānga ní iryā bábiri uwa gátatu aba arí igisahuzi.,"Un secret est en sécurité avec deux, mais pas avec trois.","A secret is safe with two, but not with three.",proverbs,,,,,,,pending
krd_000581_proverbs,,Ibānga ribāngirwa ingáta.,Une mission noble est sauvegardée avec fierté et vigilance.,A noble mission is safeguarded with pride and vigilanc.,proverbs,,,,,,,pending
krd_000582_proverbs,,Ibānga rirahéberwa.,Il faut renoncer à quelque chose pour en obtenir une autre.,You must give up something to get something.,proverbs,,,,,,,pending
krd_000583_proverbs,,Ibānga ry'íntāngo ribazwa umubûmvyi.,L'art du potier est mieux appris du cœur du potier.,The potter's art is best learned from the potter's heart.,proverbs,,,,,,,pending
krd_000584_proverbs,,Ibīntu ní abāntu.,Faites-vous des amis avant d'en avoir besoin.,Make friends before you need them.,proverbs,,,,,,,pending
krd_000585_grammar,,Ica mbere ni uko Abayuda babikijwe ivyavuzwe n’Imana,La première est que les Juifs se sont vu confier les choses prononcées par Dieu,The first is that the Jews have had entrusted to them the things spoken by God,grammar,,,,,,,pending
krd_000586_grammar,,Icansi kiri gusa,Le pot à lait est vide,The milk pot is empty,grammar,,,,,,,pending
krd_000587_grammar,,Icari citezwe iyo kibonetsentikiba kicitegwa,"Ce qui était attendu, quand il apparaît, on ne l'attend plus","That which has been awaited, when it appears, it is no longer awaited",grammar,,,,,,,pending
krd_000588_grammar,,Icatumye abikora n’uko yagomba guhisha icaha ciwe,La raison pour laquelle il l’a fait est qu’il voulait cacher son péché.,The reason he did it is that he wanted to hide his sin.,grammar,,,,,,,pending
krd_000589_grammar,,Icatumye avuga artyo n’uko bavuze ngw Arimwo impwemu ihumanye,"La raison pour laquelle il parlait ainsi, c’est qu’ils disaient : ‘Il a un démon.’ »","The reason he spoke like that was that they said,‘He has a demon.’”",grammar,,,,,,,pending
krd_000590_grammar,,"Iciza ni ikihe, gutaha kare canke guheza ibikorwa?","Qu'est-ce qui est mieux, rentrer tôt à la maison ou finir le travail ?","Which is better, to go home early or to finish the work?",grammar,,,,,,,pending
krd_000591_proverbs,,Icizere kiragoye gutsindira.,La confiance est difficile à gagner.,Trust is hard to earn.,proverbs,,,,,,,pending
krd_000592_action-verbs,,Ico Kigurishwa angahe?,Combien ça coûte?,How much does it cost?,action-verbs,,,,,,,pending
krd_000593_proverbs,,Ico gitabu gikorerwa cane aba kirisu,Ce livre est produit en grande partie pour les Chrétiens.,This book is produced largely for Christians.,proverbs,,,,,,,pending
krd_000594_grammar,,Ico kiremo coyitabura ikarushiriza gutabuka,Ce patch le déchirerait et il le déchirerait encore davantage,That patch would tear it and it would tear more,grammar,,,,,,,pending
krd_000595_grammar,,"Ico kiremo coyitabura, gishasha kikavana n’icaheze.",Ce patch le déchirerait et le nouveau se séparerait de l'usé.,"That patch would tear it, and the new one would separate from the worn-out one.",grammar,,,,,,,pending
krd_000596_grammar,,"Ico mbabaririye ivyo, ni uukugira ngo ntimuze mutsitazwe","La raison pour laquelle je vous dis ces choses, c'est pour que vous ne trébuchiez pas.",The reason I tell you those things is in order that you may not stumble,grammar,,,,,,,pending
krd_000597_grammar,,Ico utaribuhe umwana ntukimwereka,"Ce qu'on ne peut pas donner à un enfant, ne lui montre pas","That which you can’t give to a child, don’t show him",grammar,,,,,,,pending
krd_000598_grammar,,Icoduha tugashikayo,J'aimerais que nous y arrivions,I wish that we’d get there,grammar,,,,,,,pending
krd_000599_grammar,,Icompa akaza,J'aimerais qu'il vienne,I wish that he would come,grammar,,,,,,,pending
krd_000600_grammar,,Icompa ntazoze,J'espère qu'il ne viendra pas,I hope he doesn’t come,grammar,,,,,,,pending
