ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Audio_Status
krd_001567_action-verbs,,Ndiko ndaryama,Je suis en train de dormir,I am sleeping,action-verbs,,,,,,,pending
krd_001568_action-verbs,,Ndiko ndasimba,Je suis en train de sauter,I am jumping,action-verbs,,,,,,,pending
krd_001569_action-verbs,,Ndiko ndasoma igitabu,Je suis en train de lire un livre,I am reading a book,action-verbs,,,,,,,pending
krd_001570_action-verbs,,Ndiko ndasoma umuntu,Je suis en train d'embrasser quelqu'un,I am kissing someone,action-verbs,,,,,,,pending
krd_001571_action-verbs,,Ndiko ndasukura uburaro bwanje,Je nettoie ma chambre.,I clean my room.,action-verbs,,,,,,,pending
krd_001572_action-verbs,,Ndiko ndasunika,Je suis en train de pousser,I am pushing,action-verbs,,,,,,,pending
krd_001573_action-verbs,,Ndiko ndatamba,Je suis en train de danser,I am dancing,action-verbs,,,,,,,pending
krd_001574_action-verbs,,Ndiko ndatambuka,Je suis en train de marcher,I am walking,action-verbs,,,,,,,pending
krd_001575_action-verbs,,Ndiko ndateka,Je suis en train de cuisiner,I am cooking,action-verbs,,,,,,,pending
krd_001576_action-verbs,,Ndiko ndatwenga,Je suis en train de rire,I am laughing,action-verbs,,,,,,,pending
krd_001577_action-verbs,,Ndiko ndavura,Je suis en train de ramper,I am crawling,action-verbs,,,,,,,pending
krd_001578_action-verbs,,Ndiko ndayambira,Je suis en train de câliner,I am hugging,action-verbs,,,,,,,pending
krd_001579_grammar,,Ndiko ndaza ndamubonye,"En venant, je l'ai vu","While coming, I saw him",grammar,,,,,,,pending
krd_001580_action-verbs,,Ndiko ndicara,Je suis en train de m'asseoir,I am sitting down,action-verbs,,,,,,,pending
krd_001581_language,,Ndiko ndiga ikirundi,J'apprends le kirundi.,I am learning Kirundi.,language,,,,,,,pending
krd_001582_emotions,,Ndiko ndihuta.,Je suis un peu stressé.,I'm a little stressed.,emotions,,,,,,,pending
krd_001583_politeness,,"Ndiko ndirabira, murakoze.","Je regarde juste, merci.","I'm just looking, thanks.",politeness,,,,,,,pending
krd_001584_action-verbs,,Ndiko ndiruka,Je suis en train de courir,I am running,action-verbs,,,,,,,pending
krd_001585_action-verbs,,Ndiko ndiyugumura amenyo,Je me brosse les dents.,I brush my teeth.,action-verbs,,,,,,,pending
krd_001586_action-verbs,,Ndiko ndoga,Je suis en train de prendre un bain,I am taking a bath,action-verbs,,,,,,,pending
krd_001587_action-verbs,,Ndiko ndondera imfunguruzo zanje,Je cherche mes clés.,I'm looking for my keys.,action-verbs,,,,,,,pending
krd_001588_action-verbs,,Ndiko ndondera uburiro .,Je cherche un restaurant.,I am looking for a restaurant.,action-verbs,,,,,,,pending
krd_001589_action-verbs,,Ndiko ndubaka igorofa y'umusenyi.,Je construis un château de sable.,I'm building a sandcastle.,action-verbs,,,,,,,pending
krd_001590_action-verbs,,Ndiko ndubaka igorofa yo mu musenyi.,Je construis un château de sable.,I'm building a sandcastle.,action-verbs,,,,,,,pending
krd_001591_action-verbs,,Ndiko ndubaka inzu n'Umusenyi.,Je construis un château de sable.,I'm building a sandcastle.,action-verbs,,,,,,,pending
krd_001592_action-verbs,,Ndiko ndumviriza umuziki.,J'écoute de la musique.,I listen to music.,action-verbs,,,,,,,pending
krd_001593_action-verbs,,Ndiko nsoma igitabu ciza.,Je lis un bon livre.,I'm reading a good book.,action-verbs,,,,,,,pending
krd_001594_action-verbs,,Ndiko nywa icayi gishushe.,Je bois du thé chaud.,I drink hot tea.,action-verbs,,,,,,,pending
krd_001595_action-verbs,,Ndiko soma igitabo ciza.,Je lis un bon livre.,I'm reading a good book.,action-verbs,,,,,,,pending
krd_001596_action-verbs,,Ndikonywa icayi gishushe.,Je bois du thé chaud.,I drink hot tea.,action-verbs,,,,,,,pending
krd_001597_proverbs,,Ndimé nshīmwé yagûye mw'īsemo.,Ceux qui agissent uniquement pour la reconnaissance trouvent leur parcours éphémère.,Those who act solely for recognition find their journey short-lived.,proverbs,,,,,,,pending
krd_001598_greetings,,Ndishimye kubonana nawe.,Enchanté de vous rencontrer.,Nice to meet you.,greetings,,,,,,,pending
krd_001599_grammar,,Ndorera ko yohita,J'attends qu'il passe,I’m waiting for him to pass by,grammar,,,,,,,pending
krd_001600_proverbs,,Ndânse ibēra umusazi.,"Refuser une simple demande est le chemin du fou, tandis que le sage tend la main.","To refuse a simple request is the path of the fool, while the wise extend a helping hand.",proverbs,,,,,,,pending
