File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,"Turi isahá imwé, irèéngakó cúmi n'ìítānu , mu gatôndo, aríko ndēngānye umutāma aríko asoma akayêri kw'ībútìíke, yôngera asóma n'ágatabu.","Il est 7h15 du matin, et je viens de passer devant la boutique de la rue, où j'ai vu un vieil homme siroter une bière fraîche en lisant un livre","It's 7:15 in the morning, and I just passed by the shop on the street, where I saw an old man sipping a cold beer, while reading a book.",jokes,,,,,,,19,136
,Turi ku yihe tariki?,Quelle est la date?,What is the date?,general,,,,,,,4,20
,Turi mu kwezi kwa kangahe.,Quel mois sommes-nous?,What month is it?,general,,,,,,,5,26
,Turi mu kwezi ukuhe?,Quel mois sommes-nous?,What month is it?,general,,,,,,,4,20
,Turi mukwezi kwa kane,Nous sommes dans le quatrième mois avril.,We are in the fourth month of April.,general,,,,,,,4,21
,Turi mukwezi ukuhe?,Quel mois sommes-nous?,What month is it?,general,,,,,,,3,19
,Turi umuryango.,Nous sommes une famille.,We are a family.,general,,,,,,,2,15
,Turiko dutera ibiti.,Nous plantons des arbres.,We plant trees.,general,,,,,,,3,20
,Turiko turaba imboneshakure.,Nous regardons la télévision.,We watch television.,general,,,,,,,3,28
,Turiko turakora umukate.,Nous faisons un gâteau.,We are making a cake.,general,,,,,,,3,24
,Turiko turaraba imboneshakure,Nous regardons la télévision.,We watch television.,general,,,,,,,3,29
,Turiko turarobanura imicafu yacu.,Nous trions nos déchets.,We sort our waste.,general,,,,,,,4,33
,Turiko turatera ibiti.,Nous plantons des arbres.,We plant trees.,general,,,,,,,3,22
,Turiko tuyora imicafu.,Nous trions nos déchets.,We sort our waste.,general,,,,,,,3,22
,Turushishwaho kunesha n’uwadukunze,Nous sommes amenés à conquérir davantage par celui qui nous aime,We are made to conquer more by him who loves us,grammar,,,,,,,3,34
,Tuvangura imyanda yacu.,Nous trions nos déchets.,We sort our waste.,general,,,,,,,3,23
,Tuvuze yuko dufatanije na yo ... ntituba dukora ivy’ ukuri,Si nous disons que nous sommes en communion avec Lui… nous ne faisons pas la vérité (agissons selon la vérité),If we say that we have fellowship with Him ...we are not doing the truth (acting in truth),grammar,,,,,,,10,58
,"Tuvuze yukw ata caha dufise, tuba twizimiza","Si nous disons que nous n'avons pas de péché, nous nous égarons","If we say that we have no sin, we are leading ourselves astray",grammar,,,,,,,7,43
,Tuzobonana ryari?,Quand nous reverrons-nous?,When will we see each other again?,general,,,,,,,2,17
,Tuzogenda i wabo kugira ngo tuzobafashe,Nous irons chez eux pour les aider.,We’ll go to their place in order to help them.,grammar,,,,,,,6,39
,Tuzogenda ku musozi mumpera y'Indwi.,Nous allons à la montagne ce week-end.,We are going to the mountains this weekend.,general,,,,,,,5,36
,Tuzoguma inokuva ubu kugeza ejo,Nous resterons ici d'ici à demain,We’ll stay here from now until tomorrow,grammar,,,,,,,5,31
,Tuzohura ejo.,On se rencontrera demain.,We'll meet tomorrow.,general,,,,,,,2,13
,Tuzoja ku musozi muri ino wikende.,Nous allons à la montagne ce week-end.,We are going to the mountains this weekend.,general,,,,,,,6,34
,Tuzoja kumusozi mu mpera y'iyi ndwi,Nous allons à la montagne ce week-end.,We are going to the mountains this weekend.,general,,,,,,,6,35
,Tuzosubira kubonana ryari?,Quand nous reverrons-nous?,When will we see each other again?,general,,,,,,,3,26
,Tuzosubira ryari?,Quand nous reverrons-nous?,When will we see each other again?,general,,,,,,,2,17
,Tuzosubira.,À plus tard.,See you later.,general,,,,,,,1,11
