File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Jēwé ngira nsigaye ndwâye amâso.,Je pense que j'ai un problème avec mes yeux. ,I suspect I might have an issue with my eyes.,jokes,,,,,,,5,32
,Jēwé: Bàáraduhâye devoir??,"Moi : ""Avons-nous un devoir ?""","Me: ""Do we have a homework?""",jokes,,,,,,,3,26
,"Kabanyana yagiye ariruka kuvoma, ajanye umubindi.","Kabanyana est partie en courant puiser de l’eau, emportant sa cruche.","Kabanyana ran to draw water, carrying her jug.",general,,,,,,,6,49
,Kabiri karazirwa.,"Répéter une erreur, c'est comme marcher sur le même clou deux fois.",Repeating a mistake is like stepping on the same nail twice.,proverbs,,,,,,,2,17
,Kahise kari inyuma yacu.,Le passé est derrière nous.,The past is behind us.,general,,,,,,,4,24
,Kamwé ní ubúsa.,Une clé ne peut pas ouvrir toutes les portes.,One key cannot unlock all doors.,proverbs,,,,,,,3,15
,Kananira abagabo ntíyĭmye.,La résistance à la guidance freine le voyage vers le succès.,Resistance to guidance stalls the journey to success.,proverbs,,,,,,,3,26
,"Kandi bose, babishizemwo ugushaka, bobishobora","Et tout le monde, qui le souhaitent, peut le faire","And everyone, who wants to, can do it",general,,,,,,,5,46
,Kandi urwo rwego nshingwakirundi rurakenewe,Et ce niveau de responsabilité sur le Kirundi est également nécessaire,And this level of responsibility for Kirundi is also necessary,general,,,,,,,5,43
,Karahára mu rugănda ntíbacurá.,Un petit engrenage dans une grande machine peut faire toute la différence.,A small cog in a big machine can make all the difference.,proverbs,,,,,,,4,30
,Kayanza ni igisagara kiri mugihugu c'Uburundi,Kayanza est une ville du Burundi.,Kayanza is a town in Burundi.,general,,,,,,,6,45
,Kazoza karimwo igipfungu.,L'avenir est incertain.,The future is uncertain.,general,,,,,,,3,25
,Kazoza ntikazwi neza.,L'avenir est incertain.,The future is uncertain.,general,,,,,,,3,21
,Kibúrabwênge c'úmugabo yakwîkiye ishênyo mu gisomasoma.,Ne comptez pas vos poules avant qu'elles ne soient écloses.,Don't count your chickens before they hatch.,proverbs,,,,,,,6,55
,Kigarama:Ni ukwezi kw’icumi na kabiri,Décembre : est le douzième mois.,December: is the twelfth month.,general,,,,,,,5,37
,"Kigeme ati: «Urakoze wewe umunkuyeko, yari anjwigirije iyo utaba hafi.»","Kigeme dit :"" Merci de m'avoir débarrasser d'elle, ça aurait tourné mal si tu n'étais pas tout près.""","Kigeme says: Thank you for getting rid of her, it would have turned out badly if you weren't nearby.",general,,,,,,,10,71
,Kiranga arihe?,Où est Kiranga?,Where is Kiranga?,general,,,,,,,2,14
,Kirūndo ni intârá iri mu buraruko bw'Uburundi,Kirundo est le pays qui se trouve au nord du Burundi,Kirundo is the country located to the north of Burundi,general,,,,,,,7,45
,Ko Ikirundi gitezwa imbere hagati mugihugu,Ce Kirundi est développé au milieu du pays,This Kirundi is developed in the middle of the country,general,,,,,,,6,42
,"Ko ari wewe, ndemeye kubigura make","Puisque c'est toi, je suis prêt à les vendre pour quelques-uns","Since it’s you, I’m willing to sell them for a few",grammar,,,,,,,6,34
,"Ko mutampaye, ndagiye","Puisque tu ne me l'as pas donné, j'y vais","Since you haven’t given me, I’m going",grammar,,,,,,,3,21
,Ko ugiye?,Pourquoi es-tu parti ?,Why have you gone?,grammar,,,,,,,2,9
,Ko uhinyura uwundi ube witsindishije,"Depuis que tu juges un autre, tu te condamnes toi-même","Since you judge another, you have condemned yourself",grammar,,,,,,,5,36
,Ko uvuga urtyo?,Pourquoi tu dis ça ?,Why do you say that?,grammar,,,,,,,3,15
,Kopi ishirwa muri dosiye y’ubuyobozi.,Une copie est versée au dossier administratif.,A copy is placed in the administrative file.,general,,,,,,,5,37
,Koresha ikibika umucafu.,Utilisez les poubelles.,Use the trash cans.,general,,,,,,,3,24
,"Ku bāntu bagumá bâmbaza igitúma nryāmá ntévye, ni gúte nōryāmá nkatōra itíro kàándi imyâka mfisé isûmba amaherá mfisé murí lumicash yānje?","En réponse à ceux qui s'interrogent sur mes habitudes nocturnes, je me demande souvent comment je peux dormir paisiblement quand les chiffres de mon âge dépassent la somme d'argent sur mon compte.","In response to those who inquire about my late-night habits, I often wonder how I can peacefully sleep when the digits in my age outnumber the number in my bank account.",jokes,,,,,,,21,138
,Kuba akwije imyaka mirongo itatu n’itanu igihe c’amatora,Avoir trente-cinq ans au moment de l'élection,Be thirty-five years old at the time of election,general,,,,,,,8,56
,Kubera iki ushavuye ?,Pourquoi es-tu en colère?,Why are you angry?,general,,,,,,,4,21
,Kuberiki ushavuye?,Pourquoi es-tu en colère?,Why are you angry?,general,,,,,,,2,18
,Kubá imbwá sí ukumoka.,La stupidité a d'innombrables déguisements.,Stupidity has countless disguises.,proverbs,,,,,,,4,22
,Kubá murēmure sí ko kumanura imvúra.,Même le plus grand ne peut pas commander les nuages de pluie.,Even the tallest cannot command the rainclouds.,proverbs,,,,,,,6,36
,"Kubá umugoré, nâhó wōbá ukûnda gushaza gúte, birakenerwa kujāna iyìíndi sáho irímwo agatèénge n'íkambambirí, kukó ntumenyá ryârí mutāngúra kwìíruka","En tant que femme, peu importe à quel point tu es habituellement bien habillée, il est toujours conseillé de garder une pagne et des babouches dans ton sac à dos. On ne sait jamais quand il faudra commencer à courir","As a woman, no matter how well put-together you usually are, it's always advisable to keep a wraparound cloth and slippers in your backpack. You never know when you might need to start running.",jokes,,,,,,,19,147
,Kubáho ní ukubâna.,La vie consiste à vivre en harmonie avec les autres.,Life consists of living in harmony with others.,proverbs,,,,,,,3,18
,"Kubânza kugēnda ngo urābé kó umudàándaza akubwìíra ngo ""Garuka bàási"" , n’ubuhìínga abarùúndi twëse dukorêsha túgīye kugura ikīntu.","Quand vous êtes au marché et que vous faites le coup du 'Je m'en vais, peut-être qu'ils vont m'appeler', c'est le mouvement classique que nous faisons tous en faisant nos courses","When you're at the market and play the 'I'm leaving, maybe they'll call me back' card with the vendor, it's the classic move we all pull when shopping.",jokes,,,,,,,18,131
,Kubêra ikí iyó atā maherá ufisé ugumá ubóna ibīntu vyīzá kàándi bizīmbûtse?,"Pourquoi est-ce que, chaque fois qu'on est fauché, on commence soudainement à repérer des choses magnifiques et moins chères partout ?","Why is it that whenever you're broke, all of a sudden, you start spotting beautiful and affordable things everywhere?",jokes,,,,,,,12,75
,"Kubêra ikí iyó ufisé amaherá, ivyó kuryá vyó muhirá bicá bíbīha?","Il semble que lorsque quelqu'un a de l'argent, il a souvent l'impression que la nourriture à la maison est moins délicieuse.","It seems that when someone has money, they often perceive the food at home as less delicious.",jokes,,,,,,,11,64
,Kubóna umuhérerezi atayāyâta ni nkó kubóna ingurube iríko irya ibáràáfu.,"Voir un cadet qui n'est pas indifférent, c'est comme voir un cochon manger une glace. Ça n'existe pas.",To see a lastborn who is not nonchalant is like seeing a pig eating ice cream. It doesn't exist,jokes,,,,,,,10,72
,Kugeza ubu ikibuze ntikiramenyekana kuva mu mwaka uheze,"Jusqu’à présent, ce qui manque n’a pas encore été identifié depuis l’année dernière.","So far, what is missing has not yet been identified since last year.",general,,,,,,,8,55
,Kugōrwa sí ko kugōka.,"La pauvreté est une invitée temporaire, pas une résidente permanente.","Poverty is a temporary guest, not a permanent resident.",proverbs,,,,,,,4,21
,Kuko Imana ari yo idukunda,Parce que c'est Dieu qui nous aime,Because it is God that loves us,grammar,,,,,,,5,26
,Kumenyesha amakuru ni igikorwa gihambaye cane,Le marketing des données est une tâche très importante,Data marketing is a very important task,general,,,,,,,6,45
,Kuraguza kurutwa nó kugēndereza.,Espionner est un meilleur choix que de se plonger dans la sorcellerie.,Spying is a better choice than delving into witchcraft.,proverbs,,,,,,,4,32
,"Kurangwa n’iyimbura ry’ibigori, ibiharage, n’ibindi.","Caractérisé par la recolte de maïs, de haricots et d’autres choses.","Characterized by the harvest of corn, beans and other things.",general,,,,,,,5,52
,Kure ní mū nda.,La plus grande distance est celle vers votre propre cœur.,The farthest distance is the one to your own heart.,proverbs,,,,,,,4,15
,Kurima be no gusatura biraruhisha,Biner ainsi que fendre du bois est fatiguant,Hoeing as well as splitting wood is tiring,grammar,,,,,,,5,33
,Kurima narimye,J'ai biné très fort,I hoed very hard,grammar,,,,,,,2,14
,Kuryá ní kare.,"Le bonheur est comme une fleur, il vaut mieux la cueillir tôt avant qu'elle ne se fane.","Happiness is like a flower, it's better to pick it early before it withers.",proverbs,,,,,,,3,14
,"Kurūngikira utūntu Umwâna arí mu mahàánga ntivyāri bibí, gusa aba bamàáma b’ábarùúndi baca bárūngika ivârìízi yūzúye ibicāyicàáyi, imyūmbati n'íbizírankúrwe","Envoyer un colis à son enfant à l'étranger est un geste attentionné. Mais les mamans burundaises ? Eh bien, elles voient grand, emballant une valise pleine d'herbes médicinales, de légumes et de manioc en quantité suffisante pour ouvrir un mini-marché","Sending a care package to your child abroad is a thoughtful gesture. But Burundian moms? Oh, they take it up a notch, packing a suitcase full of medicinal herbs, veggies, and enough cassava as if it was for opening a mini market",jokes,,,,,,,19,156
,"Kuva ico gihe, ntiyasubiriye kuganiriza nyina.","Depuis, elle n’a plus parlé à sa mère.","Since then, she has not spoken to her mother.",general,,,,,,,6,46
,"Kuva ubwo, yaciye abona ko imbugita atari igikinisho.","Dès lors, il a realisé que le couteau n’est pas un jouet","From then on, he realized that the knife is not a toy",general,,,,,,,8,53
,Kuvúga měnshi sí ko kuyamara.,Parler sans cesse ne révèle pas toujours la vérité.,Talking endlessly doesn't always reveal the whole picture.,proverbs,,,,,,,5,29
,Kwandikiranira ivyete,s'écrire des lettres,to write letters to each other,grammar,,,,,,,2,21
,"Kèéra abamàáma bâcu bàátugurira ibirāto biníni ngo tuzōbikuriramwó, nàátwe ubu twīgurira bitó ngo bizōkwāguka","Enfant, nos mamans avaient l'habitude de nous acheter des chaussures une taille trop grande en pensant qu'on allait grandir dedans. Maintenant adultes, on ne peut pas résister à acheter une belle paire, même si elles serrent un peu. Qui sait, peut-être que les chaussures auront aussi une poussée de croissance !","As kids, our moms used to buy shoes a size too big, thinking we'd grow into them. Now as adults, we can't resist buying a nice pair, even if they're a bit snug. Who knows, maybe the shoes will have a growth spurt too!",jokes,,,,,,,14,109
,Maguru ya Nyárwări yasíze imvúra n'úmuguha.,"Les choix rapides, la clé pour passer à travers les épreuves indemne.","Fast choices, the key to slipping through trials unscathed.",proverbs,,,,,,,6,43
,Mama ariko arategura ibifungurwa vyo ku mugoroba.,Ma mère prépare le dîner.,My mother is cooking dinner.,general,,,,,,,7,49
,Mama ariko arategura ivyo kurya vyo kumugoroba.,Ma mère prépare le dîner.,My mother is cooking dinner.,general,,,,,,,7,47
,Mama wanje ariko arategura imfungurwa,Ma mère prépare le repas.,My mother prepares the meal.,general,,,,,,,5,37
,Mama wanje ni umwigisha.,Ma mère est enseignante.,My mother is a teacher.,general,,,,,,,4,24
,Manjanja aca yiruka kuzana isuka.,Manjanja a couru apporter la houe.,Manjanja ran to bring the hoe.,general,,,,,,,5,33
,Mariya yahoze arwaye,Mary était toujours malade.,Mary was always ill.,grammar,,,,,,,3,20
,Mawe ariko arategura imfungurwa,Ma mère prépare le dîner.,My mother is cooking dinner.,general,,,,,,,4,31
,Mawe ariko arategura imfungurwa zo mwijoro,Ma mère prépare le dîner.,My mother is cooking dinner.,general,,,,,,,6,42
,Mawe ariko ategura indya.,Ma mère prépare le dîner.,My mother is cooking dinner.,general,,,,,,,4,25
,Mawe n'umwigisha,Ma mère est enseignante.,My mother is a teacher.,general,,,,,,,2,16
,Mba i Bujumbura.,Je vis à Bujumbura.,I live in Bujumbura.,general,,,,,,,3,16
,Mbahamagare?,Dois-je les appeler ?,Shall I call them?,grammar,,,,,,,1,12
,Mbandikiye hamwe-hamwe ndushirije gushira amanga,Je t'ai écrit à certains endroits avec plus d'audace,I’ve written to you in some places more boldly,grammar,,,,,,,5,48
,Mbega Gahungu yakoze ivyo?,Est-ce que Gahungu a fait ça ?,Did Gahungu do that?,grammar,,,,,,,4,26
,"Mbega Minani yanse gukora ivyo? Na mba, mbere ni we yabanje kubikora","Minani a-t-il refusé de faire ça ? Pas du tout, en fait c'est lui qui a commencé","Did Minani refuse to do that? Not at all, in fact he’s the one that began it",grammar,,,,,,,12,68
,Mbega abantu benshi baje uyu musi?,Il y a beaucoup de monde aujourd'hui ?,Did a lot of people come today?,grammar,,,,,,,6,34
,"Mbega none ivyagezwe tubihinduza ubusa ukwizera? Eka na mba, ushime turabigumisha","Alors est-ce que nous rendons les commandements sans valeur par la foi ? Pas du tout, nous les établissons plutôt","Then do we make the commandments worthless by faith? Not in the least, rather we establish them",grammar,,,,,,,11,81
