File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Ntazoruha abikora,Il ne le fera jamais,He will never do it,grammar,,,,,,,2,17
,Ntegerezwa guhamagara.,Je dois passer un appel.,I have to make a call.,general,,,,,,,2,22
,Ntegerezwa gukora ejo,Je dois travailler demain.,I have to work tomorrow.,general,,,,,,,3,21
,Ntegerezwa gukora imyimenyerezo myinshi.,Je dois faire plus d'exercice.,I need to exercise more.,general,,,,,,,4,40
,Ntegerezwa kuciyumvirako,Je dois y réfléchir.,I have to think about it.,general,,,,,,,2,24
,Ntegerezwa kugenda kuri banke.,Je dois aller à la banque.,I have to go to the bank.,general,,,,,,,4,30
,Ntegerezwa kuja gusuma.,Je dois faire les courses.,I have to go shopping.,general,,,,,,,3,23
,Ntegerezwa kuja kuri banki.,Je dois aller à la banque.,I have to go to the bank.,general,,,,,,,4,27
,Ntegerezwa kuja muri banki.,Je dois aller à la banque.,I have to go to the bank.,general,,,,,,,4,27
,Ntegerezwa kumesa.,Je dois faire la lessive.,I have to do the laundry.,general,,,,,,,2,18
,Ntegerezwa kurwiza imyimenyerezo,Je dois faire plus d'exercice.,I need to exercise more.,general,,,,,,,3,32
,Ntegerezwa kuvyiyumvira.,Je dois y réfléchir.,I have to think about it.,general,,,,,,,2,24
,Ntibifise umutwe n'amaguru.,C'est du n'importe quoi.,It's nonsense.,general,,,,,,,3,27
,Ntihagira usubira kwubahuka kugira ico amubaza,Personne n'osait encore lui demander quoi que ce soit.,There was no one who again dared to ask him anything,grammar,,,,,,,6,46
,Ntihagire ubimenya,Que personne ne le sache,Let no one know it,grammar,,,,,,,2,18
,Ntihaje kwigishwa n’umwe ndetse uriya mugabo,Personne n'est venu apprendre sauf cet homme,No one came to learn except that man,grammar,,,,,,,6,44
,Ntihakagire uwundi ahaba,Qu'il n'y en ait pas un autre qui y habite,Let there not be another who lives there,grammar,,,,,,,3,24
,Ntihāgá ibihúgu hāga imitíma.,"Le véritable espace nécessaire pour une vie paisible est dans le cœur, pas dans les frontières géographiques.","The real space needed for peaceful living is in the heart, not in the geographical boundaries.",proverbs,,,,,,,4,29
,Ntimukabeshe,Ne mens pas !,Don’t you lie!,grammar,,,,,,,1,12
,Ntimuraruha mubimenya canke mubitahura?”,Tu ne peux pas encore le savoir ou le comprendre ?,Can’t you know it or understand it even yet?”,grammar,,,,,,,4,40
,Ntimute imyanda hasi.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,general,,,,,,,3,21
,Ntituzokwama tubahanura,Nous ne vous réprimanderons pas toujours.,We will not always admonish you.,grammar,,,,,,,2,23
,Ntiwariko turubaka,nous ne construisions pas,We were not building,grammar,,,,,,,2,18
,Ntiyigera amwegera gushitsa aho yavyariye araheza amwita Yesu,il ne s'est pas approché d'elle jusqu'à ce qu'elle ait accouché puis il l'a appelé Jésus,he did not approach her until she had delivered then he called him Jesus,grammar,,,,,,,8,61
,"Ntugakunde ico utazi rero, kandi ufise ubwenge.","Ne sois pas intriguer par ce que tu ignores, alors que tu es intelligent.","Don't be intrigued by what you don't know, even though you are intelligent.",general,,,,,,,7,47
,Ntugasubire kuvuga,Ne parle plus !,Don’t speak again!,grammar,,,,,,,2,18
,Ntugire uwo ubibwira,Ne le dis à personne,Tell it to no one,grammar,,,,,,,3,20
,Ntuhangayike.,Ne t'inquiète pas.,Don't worry.,general,,,,,,,1,13
,Ntukabeshe.,Ne mens jamais.,Never lie.,general,,,,,,,1,11
,Nturaruha ubitahura?,Tu ne comprends pas ?,Can’t you understand it?,grammar,,,,,,,2,20
,Nturushe uba maso n’isaha n’imwe?”,Tu ne pourrais pas regarder ne serait-ce qu'une heure ?,Couldn’t youwatch even one hour?”,grammar,,,,,,,5,34
,"Ntushobora kubona Paulo, kukw agiye",Tu ne peux pas voir Paul parce qu'il vient de partir,You can’t see Paul because he’s just gone,grammar,,,,,,,5,35
,Ntute hasi imicafu.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,general,,,,,,,3,19
,Ntute imicafu hasi.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,general,,,,,,,3,19
,Ntute uwo munyu kuko ndawugomba,Ne jette pas ce sel parce que je le veux,Don’t throw away that salt because I want it,grammar,,,,,,,5,31
,Ntuzigere ubesha.,Ne mens jamais.,Never lie.,general,,,,,,,2,17
,Ntuzokwigere ubesha.,Ne mens jamais.,Never lie.,general,,,,,,,2,20
,Ntuzotanga Uwera wawe ngo aze abore,Vous ne donnerez pas votre Saint pour qu'il se décompose,You will not give your Holy One that He may decay,grammar,,,,,,,6,35
,Ntā barônkera rimwé nk'abáca imisígāti.,Chaque personne reçoit ses bénédictions en son temps.,Each person receives their blessings in their own time.,proverbs,,,,,,,5,39
,Ntā buja bukizá.,Le succès ne vient jamais de l'esclavage.,Success never comes from slavery.,proverbs,,,,,,,3,16
,Ntā bwênge bw'ŭmwe.,Une seule perspective ne capture pas l'image complète.,One perspective alone doesn't capture the whole picture.,proverbs,,,,,,,3,19
,Ntā cĭca umukŏndo ngo gisigé amara.,Le mal qui s'abat sur l'un peut jeter son ombre sur tous les proches.,The harm that befalls one may cast its shadow over all related.,proverbs,,,,,,,6,35
,Ntā gahéra iyό kăgīye.,Ce qui est perdu aujourd'hui peut revenir demain.,What is lost today may find its way back tomorrow.,proverbs,,,,,,,4,22
,Ntā joro ridacá.,Chaque nuit a son aurore.,Every night has its dawn.,proverbs,,,,,,,3,16
,Ntā kabúra imvo.,Rien ne se produit sans une cause précédente.,Nothing occurs without a preceding cause.,proverbs,,,,,,,3,16
,Ntā kěra kā gusa.,Ce qui est vraiment précieux n'est jamais obtenu gratuitement.,The truly valuable is never attained for free.,proverbs,,,,,,,4,17
,"Ntā kīntu kibabáza nkó kwùúmva amaherá mw’ī pātaro utāherūka kwāmbara, hāma uyákūyeyó ugasānga ni agapápuró.","Rien ne fait aussi mal que de sentir de l'argent dans un vieux pantalon que vous n'avez pas porté depuis longtemps, mais lorsque vous essayez de le récupérer, vous découvrez que c'est juste un morceau de papier.","Nothing stings quite like discovering money in an old pair of pants you haven't worn in a while, only to realize it's just a piece of paper when you attempt to retrieve it.",jokes,,,,,,,15,108
,Ntā mbwá ikugána igúfa mu kanwa.,Un chien qui savoure un os reste silencieux.,A dog enjoying a bone remains quiet.,proverbs,,,,,,,6,32
,Ntā mpōngano y'ûmwânsi.,Ne donnez jamais à votre ennemi l'opportunité de rectifier ses erreurs.,Never give your foe the opportunity to rectify their mistakes.,proverbs,,,,,,,3,23
,Ntā mucūmvyi yabwîyimye.,"Celui qui détient la clé, ouvre des portes pour lui-même, comme il le souhaite.","He who holds the key, opens doors for himself, as he wishes.",proverbs,,,,,,,3,24
,Ntā mugabo umwé.,Deux têtes valent mieux qu'une.,Two heads are better than one.,proverbs,,,,,,,3,16
,Ntā mukúru aburá mukúruwé.,"Dans le royaume du pouvoir, il y a toujours une autorité supérieure.","In the realm of power, there is always a higher authority.",proverbs,,,,,,,4,26
,Ntā mukúru mu cōbo.,La tombe est le grand égalisateur.,The grave is the great equalizer.,proverbs,,,,,,,4,19
,Ntā muryāngo usūmbá inda.,"Dans la hiérarchie des priorités, l'estomac peut prendre le pas sur la famille.","In the hierarchy of priorities, the stomach can take precedence over family.",proverbs,,,,,,,4,25
,Ntā muzīndutsi wa kare ku mutíma w'úwŭndi.,"Dans le vrai amour, demander n'est jamais un fardeau.","In true love, asking is never a burden.",proverbs,,,,,,,7,42
,Ntā mvúra idahitá.,Les temps difficiles ne durent pas éternellement.,Difficult times are not everlasting.,proverbs,,,,,,,3,18
,Ntā mwâna n'íkinōno.,"L'amour d'un parent ne connaît pas de favoritisme, tous les enfants sont égaux à leurs yeux.","A parent's love knows no favoritism, all children are equal in their eyes.",proverbs,,,,,,,3,20
,Ntā mwîzá w'ínzara.,"Quand on a faim, la beauté perd son charme.","When hungry, beauty loses its charm.",proverbs,,,,,,,3,19
,Ntā mwônga uburá isáto iba idáhīzwé.,Chaque personne a ses propres défauts.,Every person has their own flaws.,proverbs,,,,,,,6,36
,Ntā nda iburá intŭntu.,"Dans chaque cœur, la douleur laisse sa marque.","In every heart, pain leaves its mark.",proverbs,,,,,,,4,22
,Ntā ndagúkūnda nkakwānkira umwâna.,Aimer une personne inclut aimer sa famille.,Love for a person includes love for their kin.,proverbs,,,,,,,4,34
,Ntā ngoma itavugá.,"Chaque battement de tambour représente une action, et chaque action a un impact.","Each drumbeat represents an action, and every action has an impact.",proverbs,,,,,,,3,18
,Ntā nkokókazi ibíka isăke irího.,"Là où il y a un coq, aucune poule ne chante.","Where there is a rooster, no hen sings.",proverbs,,,,,,,5,32
,Ntā ntāmbara iburá inkomére.,Chaque champ de bataille laisse des cicatrices.,Every battlefield leaves scars.,proverbs,,,,,,,4,28
,Ntā nzόga itagirá ijāmbo.,"En compagnie d'amis et d'hydromel, que des paroles de sagesse soient prononcées et entendues.","In the company of friends and mead, let words of wisdom be spoken and heard.",proverbs,,,,,,,4,25
,"Ntā n’ùúmwe ibi bitìígeze bíshikira 
Māmá : Princiaaaa ingo hanóoo
Jēwé : Siharí màá
Māmá : Ingo hanó wewé","Tout le monde a déjà vécu cette situation.
Maman : ""Princiaaa ? Viens ici !""
Moi : ""Princia n'est pas là.""
Maman : ""Eh bien, toi, viens ici.""","Everyone has encountered this situation.
Mom: ""Princiaaa? Come here!""
Me: ""Princia is not here.""
Mom: ""So you, you come.""",jokes,,,,,,,19,106
,Ntā rirênga rícāka.,"Tant que le cœur bat, l'espoir ne doit jamais reculer.","As long as heart beats, hope should never retreats.",proverbs,,,,,,,3,19
,Ntā rubănza ruburá ijāmbo.,"Là où les gens se rassemblent, un discours doit couler.","Where people gather, a speech must flow.",proverbs,,,,,,,4,26
,Ntā rutôha rútūhíwe.,"Sans une nourriture adéquate, aucune plante ne prospère.","Without proper nourishment, no plant thrives.",proverbs,,,,,,,3,20
,Ntā shāmba risūmbá ijoro.,Aucune forêt n'est aussi redoutable que l'obscurité de la nuit.,No forest is as daunting as the darkness of the night.,proverbs,,,,,,,4,25
,Ntā wakóreye Imâna yĭkoreye amabóko.,Ceux qui servent Dieu par de bonnes actions trouveront toujours un but.,Those who serve God with good deeds will always find a purpose.,proverbs,,,,,,,5,36
,Ntā wubâgira ahatágirá isāzi.,"Où que aille le boucher, les mouches le trouveront.","Wherever the butcher goes, flies will find him.",proverbs,,,,,,,4,29
,Ntā wubândwa abângikanije.,On ne peut pas être dévoué à deux maîtres.,One cannot be devoted to two masters.,proverbs,,,,,,,3,26
,Ntā wubûrana n'úwumúgaba.,Il est imprudent de défier quelqu'un de plus puissant dans un litige juridique.,It is unwise to challenge someone of greater power in a legal dispute.,proverbs,,,,,,,3,25
,Ntā wubûrana n'úwumúhāmba.,"Dans la mort, le pouvoir de décider prend fin.","In death, one's power to decide ends.",proverbs,,,,,,,3,26
,Ntā wuhérekeza uwĭcaye.,"Personne ne peut accompagner une personne qui s'assoit. Si elle veut vraiment de la compagnie, elle doit se lever.","No one can accompany a person who sits. If they truly want company, they must stand.",proverbs,,,,,,,3,23
,Ntā wuhísha umwôtsi inzu iríko irashá.,Vous ne pouvez pas cacher les ondulations quand le trouble agite les eaux.,You can't conceal the ripples when trouble stirs the waters.,proverbs,,,,,,,6,38
,Ntā wuhόra ahό yabâye (Imâna iba yáramuhâye).,Il est important de s'aventurer loin de son lieu de naissance pour trouver des opportunités.,It's important to venture far from your birthplace to find opportunities.,proverbs,,,,,,,7,45
,Ntā wuménya umŭsi.,Personne ne connaît le jour.,Nobody knows the day.,proverbs,,,,,,,3,18
,Ntā wunyága uwó atăgabiye.,Personne ne peut reprendre ce qu'il n'a jamais donné.,No one can repossess what they've never bestowed.,proverbs,,,,,,,4,26
,Ntā wurágira mū nzu.,Vous ne pouvez pas mener le troupeau au pâturage à l'intérieur d'une maison.,You cannot lead the flock to pasture inside a house.,proverbs,,,,,,,4,20
,Ntā wurímira amasáka ahó atagirá amasabo.,Le succès attire l'attention de ceux qui sont dans le besoin.,Success draws the attention of those in need.,proverbs,,,,,,,6,41
,Ntā wurîra ibigôri ahó yagôrewe.,On savoure rarement un fruit doux du même arbre amer.,One seldom savors sweet fruit from the same bitter tree.,proverbs,,,,,,,5,32
,Ntā wurônderera ubwîzá mw'īkazānga.,La véritable beauté ne peut être atteinte par les cosmétiques.,True beauty cannot be attained through cosmetics.,proverbs,,,,,,,4,35
