File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Umūntu ahūnga urwîmo ntáhūngá urupfú.,"On peut échapper aux calamités, mais on ne peut échapper à la mort.","You can evade calamities, but you cannot escape death.",proverbs,,,,,,,5,37
,Umūntu akira icó abēshéwe ntákirá icó yībêsheye.,Effacer les mensonges sur les autres est plus simple que de dissiper les mensonges que l'on se fait à soi-même.,Erasing falsehoods about others is simpler than dispelling self-made lies.,proverbs,,,,,,,7,48
,Umūntu arasōnza akībuka n'ûbwó yahâye imbwá.,"En manquant, ce que nous avons partagé devient un trésor que nous regrettons d'avoir laissé partir.","When lacking, what we shared becomes a treasure we wish we hadn't let go.",proverbs,,,,,,,6,44
,Umūntu aruhūka apfûye.,"Dans la mort, un homme trouve le vrai repos.","In death, a man finds true rest.",proverbs,,,,,,,3,22
,Umūntu yīkora ku có afisé.,La nécessité oblige un homme à vendre ce qu'il possède.,Necessity compels a man to sell what he owns.,proverbs,,,,,,,5,26
,Umŭsi wa rwό (Rusăke) ntíbiká.,La mort vient comme un voleur dans la nuit.,Death comes like a thief in the night.,proverbs,,,,,,,5,30
,"Undonderere vya bitabo, bimwe naguhaye ejo","Cherche ces livres pour moi, ceux que je t'ai donnés hier","Look for those books for me, the ones I gave you yesterday",grammar,,,,,,,6,42
,Uno munsi harashushe gose.,Il fait très chaud aujourd'hui.,Today it's very hot.,general,,,,,,,4,26
,Uno mwaka ni mwiza.,Cette année est belle.,This year is beautiful.,general,,,,,,,4,19
,Unzanire isandugu irimwo amafaranga,Apportez-moi la boîte dans laquelle se trouvent les francs,Bring me the box the francs are in,grammar,,,,,,,4,35
,"Unó mùúsi narikó nkina agakino kw’īterfòóne ndí mu mudúga rúsàángi, hāma umūntu yari yîcaye impàánde yānje, nca nūmva ambwīye ngo : ""Utâye nanje uca umpá""","Aujourd'hui, je jouais à un jeu sur mon téléphone, et la personne à côté de moi m'a simplement dit : ""Si tu échoues, c'est à moi de jouer.""","Today, I was playing a game on my phone, and the person beside me casually said, ""If you fail, it's my turn to play.""",jokes,,,,,,,25,154
,Unó mùúsi umwâna w'úmubânyi yagira antèére ibuye baca bāmbwīra ngo sìíndamubuze yōhava aríra.,"Aujourd'hui, l'enfant d'un voisin était sur le point de me jeter une pierre, et ensuite son parent m'a dit de ne pas l'empêcher, sinon il pleurerait.","Today, the child of a neighbor was about to throw a stone at me, and then their parent told me not to stop him, or else he would cry.",jokes,,,,,,,13,93
,Urabiye hejuru hasa neza.,La vue est magnifique d'en haut.,The view is magnificent from the top.,general,,,,,,,4,25
,Uragahezagirwa n’Imana!,Puissiez-vous être béni de Dieu !,May you be blessed of God!,grammar,,,,,,,2,23
,Uragakomera!,Puissiez-vous aller bien !,May you be well!,grammar,,,,,,,1,12
,Urakaza,Puisses-tu venir,May you come,grammar,,,,,,,1,7
,Urakoze kutwihanganira.,Merci pour ta patience.,Thank you for your patience.,general,,,,,,,2,23
,Urandamukiriza abo hakurya,Vous me saluez ceux de l'autre côté,You greet me those on the other side,general,,,,,,,3,26
,Urashobora kugura amata?,Peux-tu acheter du lait?,Can you buy milk?,general,,,,,,,3,24
,Urazoza ejo!,Viens demain !,Come tomorrow!,grammar,,,,,,,2,12
,Urazīnduka ntútāngá Rwūbá.,"Le malheur arrive rapidement, comme un invité non invité.","Misfortune arrives swiftly, like an uninvited guest.",proverbs,,,,,,,3,26
,Ureha gute?,Quelle taille faites-vous?,What size are you?,general,,,,,,,2,11
,Ureka kurimira umwâna w'ínyoni uwâwé agasōnza.,"Si tu retiens les graines des oiseaux, tes propres enfants peuvent mourir de faim.","If you withhold seeds from the birds, your own children may starve.",proverbs,,,,,,,6,46
clips/sound_proverb/prov006.mp3,Urera nâbí ugatukwa n'ábakwé.,Ne pas éduquer correctement votre enfant conduit à des insultes de la part des gendres.,Failure to bring up correctly your child leads to being insulted by the sons-in-law.,proverbs,,,,,,,4,29
,Uri hejuru haboneka neza.,La vue est magnifique d'en haut.,The view is magnificent from the top.,general,,,,,,,4,25
,Uri n’amafaranga yo kukigura?,Avez-vous de l'argent pour l'acheter ?,Do you have money to buy it?,grammar,,,,,,,4,29
,"Uri n’amatwi yumva, ni yumve","Celui qui a des oreilles qui entendent, qu'il entende","He who has ears that hear, let him hear",grammar,,,,,,,5,28
,Uri uwundi ati : «Ndi umurundi ijana kw’ijana.»,L'autre dit : « Je suis burundais cent  pour cent.»,The other says: “I am one hundred percent Burundian.”,general,,,,,,,8,47
,Uribube uraza,Tu viendras,You will come,grammar,,,,,,,2,13
,Uriko urakurikiranwa n’Abarundi imiriyoni n’imiriyoni.,Vous êtes suivis par des millions et des millions de Burundais.,You are followed by millions and millions of Burundians.,general,,,,,,,5,54
,Urima biké ukīmburira mu gipfŭnsi.,"Plus tu sèmes, plus tu récolteras.","The more you sow, the more you will reap.",proverbs,,,,,,,5,34
,Urima itíro ukīmbura ingonera.,"Si vous semez le sommeil, vous récolterez des chardons.","If you sow sleep, you will harvest thistles.",proverbs,,,,,,,4,30
,Urote neza.,Fais de beaux rêves.,Sweet dreams.,general,,,,,,,2,11
,Uru ni urubaho.,Ceci est un tableau.,This is a board.,vocabulary,,,,,,,3,15
,Uru ni urutugu.,Ceci est un épaule.,This is a shoulder.,vocabulary,,,,,,,3,15
,Uru rupfunguzo ni urwiwe,Cette clé est la sienne,This key is his,grammar,,,,,,,4,24
,Urubanza rwari ruryoshe.,La fête était amusante.,The party was fun.,general,,,,,,,3,24
,Urubúze inkwăre ruvūmbukana igihuna.,"Mieux vaut avoir quelque chose que rien du tout, même si cela est de moindre valeur.","Better to have something than nothing at all, even if it is of lesser value.",proverbs,,,,,,,4,36
,Urubănza rugirwa n'ívyăbona.,"Au tribunal, les témoins détiennent la vérité.","In the court of law, witnesses hold the truth.",proverbs,,,,,,,3,28
,Urubănza rumwé rumara zibiri.,Une opportunité peut en engendrer d'autres.,One opportunity may give rise to others.,proverbs,,,,,,,4,29
,Urubănza rwōnka umugabo ntírwōnká umugόre.,"Lors d'une cérémonie de mariage, toutes les dépenses sont pour l'homme, pas pour la femme.","During a marriage ceremony, all expenses go for the man, not the woman.",proverbs,,,,,,,5,42
clips/sound_proverb/prov002.mp3,Urugo ntirwinjira mu rundi.,Un conjoint ne devrait pas avoir de liaison avec son voisin.,A spouse should not have an affair with his/her neighbor.,proverbs,,,,,,,4,27
,Urugó rubuzé umugabo rubura umuhoro.,Perdre le chef de la famille laisse un vide difficile à combler.,Losing the head of the household leaves a void that is hard to fill.,proverbs,,,,,,,5,36
,Urugó rugira babiri.,Il faut être deux pour construire un foyer.,It takes two to build a home.,proverbs,,,,,,,3,20
,Urugó rurímwo umugabo runywa amáta.,La maison d'un vrai homme est remplie de délices spéciaux.,A real man's home is filled with special delicacies.,proverbs,,,,,,,5,35
,Urugó rutagirá umugabo rutāha umugayo.,Une maison sans chef fort est une cible pour le manque de respect.,A home without a strong head is a target for disrespect.,proverbs,,,,,,,5,38
,Urugó rutagirá umugabo ruvuga umwâna.,Une maison sans père est comme un navire sans capitaine.,A house without a father is like a ship without a captain.,proverbs,,,,,,,5,37
,Urugó rutagirá umugabo.,Une famille sans père.,A fatherless family.,proverbs,,,,,,,3,23
,Urujá kuja i bwămi rubānza mu bagabo.,Les problèmes ont une façon de frapper à de nombreuses portes avant d'atteindre le roi.,Troubles have a way of knocking on many doors before they reach the king.,proverbs,,,,,,,7,37
,Urujá kwăma rwāma kare.,Un arbre qui porte des fruits tôt est un arbre prometteur.,A tree that bears fruits early is a promising tree.,proverbs,,,,,,,4,23
,Urukwâvu rurakúra rukōnka umwâna.,"À mesure que vos parents vieillissent, il devient de votre devoir de prendre soin d'eux.","As your parents age, it becomes your duty to care for them.",proverbs,,,,,,,4,33
,Urukâmvye rumara umugabo.,"Dans les batailles les plus féroces, ce sont souvent les cœurs les plus braves qui rencontrent leur fin.","In the fiercest battles, it's often the bravest hearts that meet their end.",proverbs,,,,,,,3,25
,Urukûndo rutarímwo umukûnzi ntírurāmbá.,"L'amour sans aimé est comme une flamme sans combustible, il ne peut perdurer.","Love without a beloved is like a flame without fuel, it cannot endure.",proverbs,,,,,,,4,39
,Urukûndo rwītūzwa urŭndi.,La monnaie de l'amour est la réciprocité.,Love's currency is reciprocity.,proverbs,,,,,,,3,25
,Urundi ruzi barwita nyabukongoro rwisuka muri mucece,Une autre rivière qu'ils appellent nyabukongoro coule en mucece.,Another river which they call nyabukongoro flows in mucece.,general,,,,,,,7,52
,Urupfú rw'îmbwá ní inyama.,Le décès d'un chien a peu d'importance.,The passing of a dog holds little significance.,proverbs,,,,,,,4,26
,Ururími ntírwōnzá umukŏbwa.,Le vent des ragots ne change pas la forme d'un rocher.,The wind of gossip doesn't change a rock's shape.,proverbs,,,,,,,3,27
,Ururími rw'ŭmwe rukamwa ayěra.,"Ne croyez pas tout ce que vous entendez, mais pesez-le contre différentes langues.","Believe not all that you hear, but weigh it against different tongues.",proverbs,,,,,,,4,30
,Urushana ni runini kandi rurakanye.,L'hiver est long et froid.,Winter is long and cold.,general,,,,,,,5,35
,Urushana ni rurerure kandi rurakanye.,L'hiver est long et froid.,Winter is long and cold.,general,,,,,,,5,37
,Urusyo sindaruzi urwo ari rwo,Je ne sais pas ce qu'est une meule,I don’t know what a grindstone is,grammar,,,,,,,5,29
,Uruturūmbwe ruca ku ruhîye.,Le favoritisme peut éclipser les qualifications dans le choix.,Favoritism can eclipse qualifications in the choice.,proverbs,,,,,,,4,27
clips/sound_humour/h6.mp3,Uruvu rwatwaye inda ruti iyo nkira iy'uyu musi iyo hanyuma yontwaye!,"""Je ne supporterai pas une autre grossesse, si seulement je survis à celle-ci"", a déclaré la femelle caméléon en travail !","""I won't be able to stand another pregnancy, if only I survive this one"", said the female Chameleon in labor!",jokes,,,,,,,11,68
,Uruyoya ruriko rurarira.,Le bébé pleure.,The baby is crying.,general,,,,,,,3,24
