File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,aritonda cane,Il est très sympathique.,He is very friendly.,general,,,,,,,2,13
,"aríko Ubu bakubwīra rimwé, agíze Imâna ntùúvyūmve aba ahîriwe","elles ne vous le disent qu'une fois, et si elles ont de la chance, vous ne les entendez même pas","Today's aunties, however, only tell you once, and if they're lucky, you might not even hear them.",jokes,,,,,,,9,61
,bakwita gute?,Quel est votre nom?,What is your name?,general,,,,,,,2,13
,bazokora ubugeni mu mwaka uza.,Ils vont se marier l'année prochaine.,They are going to get married next year.,general,,,,,,,5,30
,birashushe.,C'est chaud.,It's hot.,general,,,,,,,1,11
,bisaba tugende kare,Nous devons partir tôt.,We have to leave early.,general,,,,,,,3,19
,bose bafise umutekano.,Tout le monde est en sécurité.,Everyone is safe.,general,,,,,,,3,22
,dukeneye umwanya ukwiye.,Nous avons besoin de plus de temps.,We need more time.,general,,,,,,,3,24
,dutegerezwa gufata ingingo,Nous devons prendre une décision.,We have to make a decision.,general,,,,,,,3,26
,ego ndibaza,Je pense que oui.,I think so.,general,,,,,,,2,11
,fata akanya.,Prends ton temps.,Take your time.,general,,,,,,,2,12
,hamagara igipolisi,Appelez la police!,Call the police!,general,,,,,,,2,18
,hano hari Inkwavu nyinshi.,Il y a beaucoup de lapin ici.,There are many rabbit here.,vocabulary,,,,,,,4,26
,hano hari Intoke nyinshi.,Il y a beaucoup de doigt ici.,There are many finger here.,vocabulary,,,,,,,4,25
,hano hari amabungo menshi.,Il y a beaucoup de passion fruit ici.,There are many fruit de la passion here.,vocabulary,,,,,,,4,26
,hano hari amaguru menshi.,Il y a beaucoup de jambe ici.,There are many leg here.,vocabulary,,,,,,,4,25
,hano hari amavi menshi.,Il y a beaucoup de genou ici.,There are many knee here.,vocabulary,,,,,,,4,23
,hano hari ca Mama benshi.,Il y a beaucoup de maman ici.,There are many mum here.,vocabulary,,,,,,,5,25
,hano hari ibido nyinshi.,Il y a beaucoup de jerrican ici.,There are many jerrican here.,vocabulary,,,,,,,4,24
,hano hari ibigori vyinshi.,Il y a beaucoup de maÏs ici.,There are many corn here.,vocabulary,,,,,,,4,26
,hano hari ibinyugungyugu vyinshi.,Il y a beaucoup de papillon ici.,There are many butterfly here.,vocabulary,,,,,,,4,33
,hano hari ibitoke vyinshi.,Il y a beaucoup de banane verte ici.,There are many green banana here.,vocabulary,,,,,,,4,26
,hano hari imifuko myinshi.,Il y a beaucoup de sac ici.,There are many sack here.,vocabulary,,,,,,,4,26
,hano hari imiserebanyi myinshi.,Il y a beaucoup de lézard ici.,There are many lizard here.,vocabulary,,,,,,,4,31
,hano hari imyungu myinshi.,Il y a beaucoup de courge ici.,There are many pumpkin here.,vocabulary,,,,,,,4,26
,hano hari inkoko nyinshi.,Il y a beaucoup de poule ici.,There are many chicken here.,vocabulary,,,,,,,4,25
,hano hari ipapayi nyinshi.,Il y a beaucoup de papaye ici.,There are many papaya here.,vocabulary,,,,,,,4,26
,hano hari isoya nyinshi.,Il y a beaucoup de soja ici.,There are many soy here.,vocabulary,,,,,,,4,24
,hano hari utuyabu twinshi.,Il y a beaucoup de chats ici.,There are many cats here.,vocabulary,,,,,,,4,26
,hanohari imeza nyinshi.,Il y a beaucoup de table ici.,There are many table here.,vocabulary,,,,,,,3,23
,ibarabara ni rirerire cane,la route est tres longue,the road is so long,vocabulary,,,,,,,4,26
,ibisi yasinze,J'ai raté le bus.,I missed the bus.,general,,,,,,,2,13
,icirwa kirasanzwe,La réponse est simple.,The answer is simple.,general,,,,,,,2,17
,igihe c'imbeho ni kirekire,L'hiver est long et froid.,Winter is long and cold.,general,,,,,,,4,26
,igihe cose Umwami Yesu yari akiri muri twebwe”,"tout le temps, le Seigneur Jésus était encore avec nous",the whole time the Lord Jesus was still with us,grammar,,,,,,,8,46
,igikorwa carakemuste.,Le projet est un succès.,The project is a success.,general,,,,,,,2,21
,ijoro ritanga icigwa,La nuit porte conseil.,The night brings advice.,general,,,,,,,3,20
,ijwi ry'imikuba ziraruhura,Le son des vagues est apaisant.,The sound of the waves is calming.,general,,,,,,,3,26
,imangazini irugaye k'umunsi w'imana.,Le magasin est fermé le dimanche.,The store is closed on Sundays.,general,,,,,,,4,36
,imfungurwa yari iryoshe,La nourriture était incroyable.,The food was amazing.,general,,,,,,,3,23
,imodoka isa nubururu,La voiture est bleue.,The car is blue.,general,,,,,,,3,20
,ingo ufungure,Viens manger.,Come eat.,general,,,,,,,2,13
,insiguro iratahuritse.,L'explication était très claire.,The explanation was very clear.,general,,,,,,,2,22
,inyabwonko yanje irikwega,Mon ordinateur est très lent.,My computer is very slow.,general,,,,,,,3,25
,ivyakogwa biraheze,Le projet est terminé.,The project is finished.,general,,,,,,,2,18
,ivyo bindi biti,ces autres arbres,those other trees,grammar,,,,,,,3,15
,iyi ndirimbo ni iyihe ?,Quelle est cette chanson?,What is this song?,general,,,,,,,5,23
,izuba riraka uyumusi.,Le soleil brille aujourd'hui.,The sun is shining today.,general,,,,,,,3,21
,ku musenyi hararuhura.,La plage est relaxante.,The beach is relaxing.,general,,,,,,,3,22
