File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Norihisha ikarata?,Puis-je payer par carte?,Can I pay by card?,general,,,,,,,2,18
,Noshimye ivyo mba nabibonye,J'aurais aimé ces choses si je les avais vues,I would have liked those things if I had seen them,grammar,,,,,,,4,27
,Noshobora kubikora nawe ubishatse.,Je peux le faire avec toi si tu préfère.,I can do it with you if you prefer.,general,,,,,,,4,34
,Notora ibihingurirwa iwacu.,Je préfère les produits locaux.,I prefer local products.,general,,,,,,,3,27
,Noza i wanyu ejo uzoba ukora ?,"Si je viens chez toi demain, est-ce que tu travailleras ?",If I come to your house tomorrow will you be working?,grammar,,,,,,,7,30
,Noza i wanyu ejo uzoba uriko urakora?,"Si je devais venir chez toi demain, est-ce que tu travaillerais ?",If I should come to your house tomorrow would you be working?,grammar,,,,,,,7,37
,"Noza i wanyu hatoya, woba uriko urabiba uburo?","Si je devais venir chez vous maintenant, planteriez-vous du mil ?",If I should come to your house presently would you be planting millet?,grammar,,,,,,,8,46
,"Noza i wanyu hatoya, woba uriko urakora?","Si je devais venir chez toi dans peu de temps, est-ce que tu travaillerais ?",If I should come to your house in a little while would you be working?,grammar,,,,,,,7,40
,Noze mukiyaga,J'ai nagé dans le lac.,I swam in the lake.,general,,,,,,,2,13
,Nrwaho Umuriro!,Au feu!,Fire!,general,,,,,,,2,15
,Nshaka akaruhuko.,J'ai besoin de repos.,I need rest.,general,,,,,,,2,17
,Nshaka amazi.,Je veux de l'eau.,I want water.,general,,,,,,,2,13
,Nshaka gufungura inrya.,Je veux manger de la nourriture.,I want to eat food.,general,,,,,,,3,23
,Nshaka guhindura akazi.,Je vais changer de travail.,I'm going to change jobs.,general,,,,,,,3,23
,Nshaka gukora ikintu gishasha.,Je veux faire quelque chose de créatif.,I want to do something creative.,general,,,,,,,4,30
,Nshaka gutembera Paris.,Je veux visiter Paris.,I want to visit Paris.,general,,,,,,,3,23
,Nshaka ibirato bishasha.,J'ai besoin de nouvelles chaussures.,I need new shoes.,general,,,,,,,3,24
,Nshaka ibiruhuko.,J'ai besoin de vacances.,I need a vacation.,general,,,,,,,2,17
,Nshaka imiti.,J'ai besoin de médicaments.,I need medicine.,general,,,,,,,2,13
,Nshaka impanuro.,J'ai besoin d'un conseil.,I need advice.,general,,,,,,,2,16
,Nshaka kumenya igifaransa.,Je veux apprendre le français.,I want to learn French.,general,,,,,,,3,26
,Nshaka kurya ivyo kurya.,Je veux manger de la nourriture.,I want to eat food.,general,,,,,,,4,24
,Nshaka kuryama.,Je veux dormir.,I want to sleep.,general,,,,,,,2,15
,Nshaka kuvugana n'Umunyeshure.,Je veux parler avec l'étudiant.,I want to speak with the student.,general,,,,,,,3,30
,Nshaka kuvugana n'umunyeshure wa kaminuza.,Je veux parler avec l'étudiant.,I want to speak with the student.,general,,,,,,,5,42
,Nshaka kuvugana na umunyeshure,Je veux parler avec l'étudiant.,I want to speak with the student.,general,,,,,,,4,30
,Nshaka kwiga igifaransa.,Je veux apprendre le français.,I want to learn French.,general,,,,,,,3,24
,Nshaka kwiyumvira .,J'ai besoin de me concentrer.,I need to concentrate.,general,,,,,,,3,19
,Nshaka mudasobwa nshasha.,J'ai besoin d'un nouvel ordinateur.,I need a new computer.,general,,,,,,,3,25
,Nshaka umuganga.,J'ai besoin d'un médecin.,I need a doctor.,general,,,,,,,2,16
,Nshaka umusegetera.,J'ai besoin d'une moustiquaire.,I need a mosquito net.,general,,,,,,,2,19
,Nshika nacerewe.,J'arriverai en retard.,I will arrive late.,general,,,,,,,2,16
,"Nshitseyo, yari agiye","Quand je suis arrivé, il venait juste de partir",When I got there he had just gone,grammar,,,,,,,3,21
,"Nshitseyo, yari yaragiye","Quand je suis arrivé, il était parti",When I got there he had gone,grammar,,,,,,,3,24
,"Nshitseyo, yari yāgiye","Quand je suis arrivé, il était parti",When I got there he had gone,grammar,,,,,,,3,22
,"Nshāka kumenya ingéne abìígīsha bamenyá ivyó nīzé, Kugíra ngo mu kibázo bāmé bâzana ivyó ntītéze.","Je veux savoir comment les enseignants savent ce que j'ai étudié et ce que je n'ai pas, juste pour toujours inclure ce que je n'ai pas étudié, dans l'examen.","I want to know how the teachers know what I studied and what I didn't, just so they could always include what I didn't study, in the exam.",jokes,,,,,,,15,97
,Nsinywa inzoga.,Je ne bois pas d'alcool.,I don't drink alcohol.,general,,,,,,,2,15
,Nta cabaye,rien ne s'est passé,nothing happened,grammar,,,,,,,2,10
,Nta co azoba,rien ne lui arrivera,nothing will happen to him,grammar,,,,,,,3,12
,Nta co nzoba,il ne m'arrivera rien.,nothing will happen to me.,grammar,,,,,,,3,12
,Nta ho azokwigera abikora,Il ne le fera jamais,He will never do it,grammar,,,,,,,4,25
,Nta ho nzokora ivyo,Je ne ferai jamais ça,I shall never do that,grammar,,,,,,,4,19
,Nta ho uribwabone ben'ivyo?,N'avez-vous jamais rien vu de pareil ?,Have you never seen anything like that?,grammar,,,,,,,4,27
,Nta ko ndibugire,Je ne peux rien y faire,I can’t do anything about it,grammar,,,,,,,3,16
,Nta kunegura abagiraneza.Imana ni nyen'Imbabazi kandi ni nyen'Impuhwe.,Pas de reproche contre les bienfaiteurs. Dieu est Pardonneur et Miséricordieux.,No reproach against the benefactors. God is Forgiving and Merciful.,general,,,,,,,8,70
,Nta mahera mfise.,Je n'ai pas d'argent.,I don't have any money.,general,,,,,,,3,17
,Nta muntu yoshobora kwinjira mu nzu y’umuntu w’inkomezi atabanje kuboha wa munyenkomezi,Personne ne pouvait entrer dans la maison d'un homme fort sans d'abord lier cet homme fort.,No one could go into the house of a strong man without first binding that strong man,grammar,,,,,,,12,87
,Nta n'umwe ari intungane.,Personne n'est parfait.,Nobody is perfect.,general,,,,,,,4,25
,Nta ntaryo yamaho ngw abasabire,Il est toujours vivant afin qu'il puisse prier pour vous,He is ever living that He may pray for you,grammar,,,,,,,5,31
,Nta nzoga nwa,Je ne bois pas d'alcool.,I don't drink alcohol.,general,,,,,,,3,13
