File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Ndiko ndafata ivyo mu gitondo.,Je prends mon petit-déjeuner.,I have breakfast.,general,,,,,,,5,30
,Ndiko ndafukama,Je suis en train de m'agenouiller,I am kneeling,action-verbs,,,,,,,2,15
,Ndiko ndafungura,Je suis en train de manger,I am eating,action-verbs,,,,,,,2,16
,Ndiko ndahaguruka,Je suis en train de me tenir debout,I am standing,action-verbs,,,,,,,2,17
,Ndiko ndahiga amahirwe meza.,Je cherche de nouvelles opportunités.,I am looking for new opportunities.,general,,,,,,,4,28
,Ndiko ndahiga imfunguruzo zanje.,Je cherche mes clés.,I'm looking for my keys.,general,,,,,,,4,32
,Ndiko ndakina,Je suis en train de jouer,I am playing,action-verbs,,,,,,,2,13
,Ndiko ndakoma amashi,Je suis en train d'applaudir,I am clapping,action-verbs,,,,,,,3,20
,Ndiko ndakora,je travaille maintenant,I am working now,grammar,,,,,,,2,13
,Ndiko ndakora jenyene.,Je travaille seul.,I work alone.,general,,,,,,,3,22
,Ndiko ndakwega,Je suis en train de tirer,I am pulling,action-verbs,,,,,,,2,14
,Ndiko ndandika,Je suis en train d'écrire,I am writing,action-verbs,,,,,,,2,14
,Ndiko ndanywa,Je suis en train de boire,I am drinking,action-verbs,,,,,,,2,13
,"Ndiko ndaraba gusa, Urakoze","Je regarde juste, merci.","I'm just looking, thanks.",general,,,,,,,4,27
,"Ndiko ndaraba gusa, murakoze.","Je regarde juste, merci.","I'm just looking, thanks.",general,,,,,,,4,29
,Ndiko ndarira,Je suis en train de pleurer,I am crying,action-verbs,,,,,,,2,13
,Ndiko ndaririmba,Je suis en train de chanter,I am singing,action-verbs,,,,,,,2,16
,Ndiko ndarondera impfunguruzo zanje.,Je cherche mes clés.,I'm looking for my keys.,general,,,,,,,4,36
,Ndiko ndarondera uburiro.,Je cherche un restaurant.,I am looking for a restaurant.,general,,,,,,,3,25
,Ndiko ndaryama,Je suis en train de dormir,I am sleeping,action-verbs,,,,,,,2,14
,Ndiko ndasimba,Je suis en train de sauter,I am jumping,action-verbs,,,,,,,2,14
,Ndiko ndasoma igitabu,Je suis en train de lire un livre,I am reading a book,action-verbs,,,,,,,3,21
,Ndiko ndasoma umuntu,Je suis en train d'embrasser quelqu'un,I am kissing someone,action-verbs,,,,,,,3,20
,Ndiko ndasukura uburaro bwanje,Je nettoie ma chambre.,I clean my room.,general,,,,,,,4,30
,Ndiko ndasunika,Je suis en train de pousser,I am pushing,action-verbs,,,,,,,2,15
,Ndiko ndatamba,Je suis en train de danser,I am dancing,action-verbs,,,,,,,2,14
,Ndiko ndatambuka,Je suis en train de marcher,I am walking,action-verbs,,,,,,,2,16
,Ndiko ndateka,Je suis en train de cuisiner,I am cooking,action-verbs,,,,,,,2,13
,Ndiko ndatwenga,Je suis en train de rire,I am laughing,action-verbs,,,,,,,2,15
,Ndiko ndavura,Je suis en train de ramper,I am crawling,action-verbs,,,,,,,2,13
,Ndiko ndayambira,Je suis en train de câliner,I am hugging,action-verbs,,,,,,,2,16
,Ndiko ndaza ndamubonye,"En venant, je l'ai vu","While coming, I saw him",grammar,,,,,,,3,22
,Ndiko ndicara,Je suis en train de m'asseoir,I am sitting down,action-verbs,,,,,,,2,13
,Ndiko ndiga ikirundi,J'apprends le kirundi.,I am learning Kirundi.,general,,,,,,,3,20
,Ndiko ndihuta.,Je suis un peu stressé.,I'm a little stressed.,general,,,,,,,2,14
,"Ndiko ndirabira, murakoze.","Je regarde juste, merci.","I'm just looking, thanks.",general,,,,,,,3,26
,Ndiko ndiruka,Je suis en train de courir,I am running,action-verbs,,,,,,,2,13
,Ndiko ndiyugumura amenyo,Je me brosse les dents.,I brush my teeth.,general,,,,,,,3,24
,Ndiko ndoga,Je suis en train de prendre un bain,I am taking a bath,action-verbs,,,,,,,2,11
,Ndiko ndondera imfunguruzo zanje,Je cherche mes clés.,I'm looking for my keys.,general,,,,,,,4,32
,Ndiko ndondera uburiro .,Je cherche un restaurant.,I am looking for a restaurant.,general,,,,,,,4,24
,Ndiko ndubaka igorofa y'umusenyi.,Je construis un château de sable.,I'm building a sandcastle.,general,,,,,,,4,33
,Ndiko ndubaka igorofa yo mu musenyi.,Je construis un château de sable.,I'm building a sandcastle.,general,,,,,,,6,36
,Ndiko ndubaka inzu n'Umusenyi.,Je construis un château de sable.,I'm building a sandcastle.,general,,,,,,,4,30
,Ndiko ndumviriza umuziki.,J'écoute de la musique.,I listen to music.,general,,,,,,,3,25
,Ndiko nsoma igitabu ciza.,Je lis un bon livre.,I'm reading a good book.,general,,,,,,,4,25
