File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Nabonye ibiyoba vyiza.,J'ai vu un beau cacahuète.,I saw a beautiful peanut.,vocabulary,,,,,,,3,22
,Nabonye icayi ciza.,J'ai vu un beau thé.,I saw a beautiful tea.,vocabulary,,,,,,,3,19
,Nabonye idubu nziza.,J'ai vu un beau ours.,I saw a beautiful bear.,vocabulary,,,,,,,3,20
,Nabonye igikopo ciza.,J'ai vu un beau boîte de conserve.,I saw a beautiful tin can.,vocabulary,,,,,,,3,21
,Nabonye igiti ciza.,J'ai vu un beau arbre.,I saw a beautiful tree.,vocabulary,,,,,,,3,19
,Nabonye ihereni ryiza.,J'ai vu un beau boucle d'oreille.,I saw a beautiful earring.,vocabulary,,,,,,,3,22
,Nabonye ikaramu nziza.,J'ai vu un beau stylo.,I saw a beautiful pen.,vocabulary,,,,,,,3,22
,Nabonye ikete ryiza.,J'ai vu un beau lettre.,I saw a beautiful letter.,vocabulary,,,,,,,3,20
,Nabonye ikiyiko ciza.,J'ai vu un beau cuillère.,I saw a beautiful spoon.,vocabulary,,,,,,,3,21
,Nabonye imbeba nziza.,J'ai vu un beau souris.,I saw a beautiful mouse.,vocabulary,,,,,,,3,21
,Nabonye imetero nziza.,J'ai vu un beau mètre.,I saw a beautiful meter.,vocabulary,,,,,,,3,22
,Nabonye imiteza myiza.,J'ai vu un beau haricot vert.,I saw a beautiful green beans.,vocabulary,,,,,,,3,22
,Nabonye impongo nziza.,J'ai vu un beau antilope.,I saw a beautiful antelope.,vocabulary,,,,,,,3,22
,Nabonye indogoba nziza.,J'ai vu un beau âne.,I saw a beautiful donkey.,vocabulary,,,,,,,3,23
,Nabonye ingona nziza.,J'ai vu un beau crocodile.,I saw a beautiful crocodile.,vocabulary,,,,,,,3,21
,Nabonye inkere nziza.,J'ai vu un beau baies.,I saw a beautiful berries.,vocabulary,,,,,,,3,21
,Nabonye intare nziza.,J'ai vu un beau lion.,I saw a beautiful lion.,vocabulary,,,,,,,3,21
,Nabonye inyama ya kibizi nziza.,J'ai vu un beau mollet.,I saw a beautiful calf.,vocabulary,,,,,,,5,31
,Nabonye inyenzi nziza.,J'ai vu un beau cafard.,I saw a beautiful cockroach.,vocabulary,,,,,,,3,22
,Nabonye inzovu nziza.,J'ai vu un beau éléphant.,I saw a beautiful elephant.,vocabulary,,,,,,,3,21
,Nabonye iradiyo nziza.,J'ai vu un beau radio.,I saw a beautiful radio.,vocabulary,,,,,,,3,22
,Nabonye irigi nziza.,J'ai vu un beau oeuf.,I saw a beautiful egg.,vocabulary,,,,,,,3,20
,Nabonye isambwe nziza.,J'ai vu un beau mangouste.,I saw a beautiful mongoose.,vocabulary,,,,,,,3,22
,Nabonye isitimu nziza.,J'ai vu un beau torche.,I saw a beautiful torch.,vocabulary,,,,,,,3,22
,Nabonye itomati nziza.,J'ai vu un beau tomate.,I saw a beautiful tomato.,vocabulary,,,,,,,3,22
,Nabonye ivubi ryiza.,J'ai vu un beau guêpe.,I saw a beautiful wasp.,vocabulary,,,,,,,3,20
,Nabonye izuru ryiza.,J'ai vu un beau nez.,I saw a beautiful nose.,vocabulary,,,,,,,3,20
,Nabonye ukuboko kwiza.,J'ai vu un beau bras.,I saw a beautiful arm.,vocabulary,,,,,,,3,22
,Nabonye umuceri mwiza.,J'ai vu un beau riz.,I saw a beautiful rice.,vocabulary,,,,,,,3,22
,Nabonye umuduga mwiza.,J'ai vu un beau voiture.,I saw a beautiful car.,vocabulary,,,,,,,3,22
,Nabonye umugozi mwiza.,J'ai vu un beau corde.,I saw a beautiful rope.,vocabulary,,,,,,,3,22
,Nabonye umuhwi mwiza.,J'ai vu un beau banane.,I saw a beautiful banana.,vocabulary,,,,,,,3,21
,Nabonye umupira mwiza.,J'ai vu un beau ballon.,I saw a beautiful ball.,vocabulary,,,,,,,3,22
,Nabonye umusozi mwiza.,J'ai vu un beau montagne.,I saw a beautiful mountain.,vocabulary,,,,,,,3,22
,Nabonye umutemere mwiza.,J'ai vu un beau couvercle.,I saw a beautiful cover.,vocabulary,,,,,,,3,24
,Nabonye umwembe mwiza.,J'ai vu un beau mangue.,I saw a beautiful mango.,vocabulary,,,,,,,3,22
,Nabonye uruhome rwiza.,J'ai vu un beau mur.,I saw a beautiful wall.,vocabulary,,,,,,,3,22
,Nabonye urutete rwiza.,J'ai vu un beau graine.,I saw a beautiful grain.,vocabulary,,,,,,,3,22
,Nabonye uruyuki rwiza.,J'ai vu un beau abeille.,I saw a beautiful bee.,vocabulary,,,,,,,3,22
,Nabumvise bavuga,Je les ai entendus parler,I heard them speaking,grammar,,,,,,,2,16
,Nacerewe ku ngendeshwa rusangi.,J'ai raté le bus.,I missed the bus.,general,,,,,,,4,31
,Nacīye ndámuha akaruhūko k'ûkwêzi kwöse.,je lui ai accordé un mois de congé,I granted them a whole month off,jokes,,,,,,,5,40
,Nafashe ingingo.,J'ai pris une décision.,I made a decision.,general,,,,,,,2,16
,Nafunguye cane.,J'ai trop mangé.,I ate too much.,general,,,,,,,2,15
,Nafunguye gose.,J'ai trop mangé.,I ate too much.,general,,,,,,,2,15
,"Nagomvye kukubwira izo nkuru, ni co catumye nguhamagara","Je voulais t'annoncer cette nouvelle, c'est pourquoi je t'ai appelé.","I wanted to tell you that news, that’s why I called you.",grammar,,,,,,,8,55
,Naguze Umuduga mushasha,J'ai acheté une nouvelle voiture.,I bought a new car.,general,,,,,,,3,23
,Naguze ivyamwa kwisoko.,J'ai acheté des fruits au marché.,I bought some fruit at the market.,general,,,,,,,3,23
,Naguze ivyamwa mwisoko,J'ai acheté des fruits au marché.,I bought some fruit at the market.,general,,,,,,,3,22
,Nahamagaye Mwezi Gisabo n'Umukuru w'Igisata c'Ubuhinga bwa None.,J'ai appelé Mwezi Gisabo et président du département Informatique.,I called Mwezi Gisabo and chairman of the IT department.,general,,,,,,,8,64
,Naho mwokora cane ntimwoshobora guheza,"Même si tu travailles dur, tu ne pourras pas finir",Even if you work hard you won’t be able to finish,grammar,,,,,,,5,38
,Naho rero hari abatabibona kumwe ntitwota umuco.,"Même s'il y a des personnes qui ne sont pas d'accord, nous ne pouvons pas détruire la culture.","Even if there are people who disagree, we cannot destroy the culture.",general,,,,,,,7,48
,Nahuye n'Abantu bashasha.,J'ai rencontré de nouvelles personnes.,I met new people.,general,,,,,,,3,25
,Naka yama ateba,Un tel est toujours en retard.,So-and-so is always late.,grammar,,,,,,,3,15
,Nakorēsheje amaherá yó kuriha inzu!,j'ai utilisé l'argent de mon loyer., I used my rent money,jokes,,,,,,,5,35
,Nama ngerageza kuba imisi yose k'umwanya.,J'essaie d'être toujours à l'heure.,I try to always be on time.,general,,,,,,,6,41
,Namba ari vyiza kubumvira kubarutisha Imana,S'il est bon de t'obéir plutôt qu'à Dieu,If it is good to obey you rather than God,grammar,,,,,,,6,43
,"Namba mukunda Imana, muzokora ivyo igomba","Si tu aimes Dieu, tu feras ce qu'Il veut","If you love God, you will do what He wants",grammar,,,,,,,6,41
,"Namba muzi ico yakoze, mumbarire","Si tu sais ce qu'il a fait, dis-le-moi","If you know what he did, tell me",grammar,,,,,,,5,32
,"Namba udusenda, uturungike muri uriya mukuku w’ingurube","Si tu nous chasses, envoie-nous dans ce troupeau de porcs","If you cast us out, send us into that herd of pigs",grammar,,,,,,,7,55
,Namba uza i wacu ejo nzoba ndi i muhira,"Si tu viens chez nous demain, je serai à la maison","If you come to our place tomorrow, I will be at home",grammar,,,,,,,9,39
,"Namba wari wiyumviriye neza, ntiwari kuvuga gurtyo","Si tu y avais pensé, tu n'aurais pas parlé comme ça",If you had thought about it you wouldn’t have spoken like that,grammar,,,,,,,7,50
,Namubonye agendagenda,Je l'ai vu marcher,I saw him walking,grammar,,,,,,,2,21
,Nanje nza mbeshejweho na ca kirundi bakengera.,et moi Je suis survi par le kirundi ignorant.,and I am survived by the ignorant Kirundi.,general,,,,,,,7,46
,Narafashe ingingo.,J'ai pris une décision.,I made a decision.,general,,,,,,,2,18
,Naraguze umuduga mushasha.,J'ai acheté une nouvelle voiture.,I bought a new car.,general,,,,,,,3,26
,Narahuye n'abantu bashasha,J'ai rencontré de nouvelles personnes.,I met new people.,general,,,,,,,3,26
