File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Uwutâzí inzira yazanánye ahanwa n'ámayirábiri.,Le voyageur perdu paie le prix au carrefour.,The lost traveler pays the price at the crossroads.,proverbs,,,,,,,5,46
,Uwutâzí ubwênge ashīma ubwîwé.,Un sot se croit sage.,A fool thinks himself to be wise.,proverbs,,,,,,,4,30
,Uwutâzí umwânsi ashīma inda.,Ne pas connaître son ennemi conduit à se vanter de son propre bien-être.,Ignorance of your enemy leads to boasting about your own welfare.,proverbs,,,,,,,4,28
,Uwutéma urwîwé umutīza umuhoro.,"Si quelqu'un est déterminé à détruire sa maison, donnez-lui les outils pour accélérer le processus..","If someone is bent on destroying their home, hand them the tools to expedite the process.",proverbs,,,,,,,4,31
,Uwutîcâniye ntárahúrira uwŭndi.,La charité commence par chez soi.,Charity begins at home.,proverbs,,,,,,,3,31
,Uwutônganye n'úmuriro arya bibísi.,Celui qui dépend des autres doit être prudent dans ses querelles.,One who depends on others must be cautious in their quarrels.,proverbs,,,,,,,4,34
,Uwutôsōra ifúku yāmiza agáti (akătsi) mu jîsho.,Un conseil souvent répété est un conseil pris en compte.,A counsel often repeated is a counsel heeded.,proverbs,,,,,,,7,47
,Uwuvuze neza agakomerwa amashi.,Celui qui parle bien sera acclamé.,He who speaks well will be acclaimed.,general,,,,,,,4,31
,Uwuvôma yânka avōma ibiróhe.,Faire une tâche à contrecoeur conduit à la faire mal.,Doing a task unwillingly leads to doing it poorly.,proverbs,,,,,,,4,28
,"Uwânje afyītuye ishûrwe umugeni nōné arikó ararisāmbūra, atá kamwê kamwé.",Le mien vient de voler la fleur de la mariée et la déchire maintenant en morceaux,Mine just swiped the bride's flower and is now tearing it to shreds.,jokes,,,,,,,10,73
,Uwó bukubíye akubira umukúbi.,"Quand le chemin devient difficile, un voyageur mangera ce qui est à portée de main.","When the road gets tough, a traveler will eat what's at hand.",proverbs,,,,,,,4,29
,Uwó ivyâgo vyāgíye n'ívyătsi ntíbimubísa inzira.,"En période de grande difficulté, les obstacles semblent surgir de toutes parts.","In times of great difficulty, obstacles seem to appear from every direction.",proverbs,,,,,,,6,48
,Uwó izá guhá ntímugeréraniriza.,"À celui à qui Dieu veut donner, Il ouvre les mains.","To the one whom God wants to give, He opens the hands.",proverbs,,,,,,,4,31
,Uwó utabōnyé ku rupfú rwā só ntúmubóna ibigôri vyêze.,Ceux qui sont absents pendant vos luttes ne méritent pas d'être présents lors de vos triomphes.,The ones absent during your struggles don't deserve to be present during your triumphs.,proverbs,,,,,,,9,53
,Uwó wakíjije ní we akwĭca.,La main que vous sauvez peut se retourner contre vous.,The hand you rescue may turn against you.,proverbs,,,,,,,5,26
,Uwúca umugáni ntátarámura umwâna.,Les paroles de sagesse devraient aussi parvenir aux oreilles des jeunes.,Words of wisdom should reach the ears of the young as well.,proverbs,,,,,,,4,33
,Uwúca urubănza rw'ábavândímwe ararárama.,Le médiateur ne doit pas prendre parti entre les frères et sœurs.,The mediator should not take sides between siblings.,proverbs,,,,,,,4,40
,Uwămbuwe n'ûwâzí ntâtá ingáta.,"Lorsqu'un vol vient de quelqu'un que vous connaissez, restez résilient.","When theft comes from someone you know, remain resilient.",proverbs,,,,,,,4,30
,Uwămye akúruta akurusha n'îmvá.,Un grand arbre tombe avec un grand fracas.,A great tree falls with a mighty crash.,proverbs,,,,,,,4,31
,Uwănka (Uwutâzí) agakúra abāga (aniga) umutavu.,Celui qui a un cœur mauvais écrase le jeune arbre avant qu'il ne grandisse.,The one with an evil heart crushes the sapling before it grows tall.,proverbs,,,,,,,6,47
,Uwănka abagabo asiga bágabura.,La tâche du médiateur n'est pas terminée tant que la paix ne prévaut pas.,The mediator's task isn't done until peace prevails.,proverbs,,,,,,,4,30
,Uwănka amazímwe abāndwa hábona.,"En quête de tranquillité, on accomplit des actions suspectes ouvertement.","Seeking tranquility, one performs suspicious actions openly.",proverbs,,,,,,,4,31
,Uwănka isāzi ata akanûka.,"Chasse ce qui est gâté, et les nuisibles suivront.","Shoo away what's spoiled, and the pests will follow.",proverbs,,,,,,,4,25
,Uwănse kwŭmva ntíyănse kubóna.,On ne peut pas discuter avec les preuves.,You can't argue with the evidence.,proverbs,,,,,,,4,30
,Uwěnyegeza ntávuná zöse.,La main du commerçant est prudente dans ses dépenses.,The storekeeper's hand is careful with spending.,proverbs,,,,,,,3,24
,Uwěrekeye iryá aba ahénye.,Faire face à une direction différente révèle votre dos.,Facing a different direction reveals your back.,proverbs,,,,,,,4,26
,Uwĭcaye nêzá yōta nêzá.,La fortune favorise ceux qui sont bien placés.,Fortune favors those in a good position.,proverbs,,,,,,,4,23
,Uwĭgize igikútso bamuyōza amasé.,Tolérer le manque de respect invite à plus d'abus.,Tolerating disrespect invites more abuse.,proverbs,,,,,,,4,32
,Uwĭhoreye ahōnga biké.,"Celui qui parle moins, fait face à moins de problèmes.","The one who speaks less, faces fewer troubles.",proverbs,,,,,,,3,22
,Uwĭshwe n'ûwîwé ntárirírwa.,L'épée d'une famille ne laisse pas de larmes.,A family's sword leaves no tears.,proverbs,,,,,,,3,27
,Uwĭtara kubá igihuna ahunikira búkēye.,"Pour être semblable, agis de la même manière.","To be alike, act alike.",proverbs,,,,,,,5,38
,Uwĭtumiye yītwāza intébe.,"Si vous n'êtes pas invité au festin, apportez votre propre chaise.","If you're not invited to the feast, bring your own chair.",proverbs,,,,,,,3,25
,Uwĭtēra umwôro amwēreka mu kigega.,"Montrez à un homme misérable ce que vous avez, et il ne vous quittera jamais.","Show a miserable man what you have, and he will never leave your side.",proverbs,,,,,,,5,34
,Uwĭtōnze akama ishâshi.,Celui qui a de la patience obtient ce qu'il veut.,"He who has patience, gets what he wants.",proverbs,,,,,,,3,23
,Uwĭtōnze amira ibinóze.,Les meilleures choses dans la vie valent la peine d'attendre.,The best things in life are worth waiting for.,proverbs,,,,,,,3,23
,Uwĭyimye asa n'úwĭyahuye.,Celui qui se prive pour la richesse meurt deux fois.,He who starves himself for wealth dies twice.,proverbs,,,,,,,3,25
,Uwŏhōra imbwá gusútama yōzimara zöse.,Essayer de punir les gens pour leurs traits ou leur nature est futile.,Trying to punish people for their inherent traits or nature is futile.,proverbs,,,,,,,5,37
,Uwŏsha umukéne aramusaba.,"Quand on désire quelque chose des moins fortunés, on utilise des tactiques subtiles.","When desiring something from the less fortunate, subtle tactics are used.",proverbs,,,,,,,3,25
,Uyo mukobwa ni mwiza,Cette fille est belle,This girl is beautiful,general,,,,,,,4,20
,Uyo ni umwana mwiza nyawe,C'est un très bon enfant,That is a very good child,grammar,,,,,,,5,25
,Uyo ni umwana nyawe,C'est un très bon enfant,That is a very good child,grammar,,,,,,,4,19
,Uyu musi ni mwiza.,Cette journée est belle.,This day is beautiful.,general,,,,,,,4,18
,Uyu musi ni ubwa mbere nshika mu Rutana,Aujourd'hui c'est la première fois que je viens à Rutana,Today is the first time I’ve come to Rutana,grammar,,,,,,,8,39
,Uyu musi n’umusi ugira kane turi mu rugendo,C'est le quatrième jour de notre voyage,This is the fourth day we are on the journey,grammar,,,,,,,8,43
,Uyu mwaka ni mwiza.,Cette année est belle.,This year is beautiful.,general,,,,,,,4,19
,Uyu mwanditsi akabona ko intambwe ikiri ndende.,Cet auteur estime qu’il reste encore un long chemin à parcourir.,This author believes that there is still a long way to go.,general,,,,,,,7,47
,Uyu ni umucungwe.,Ceci est un orange.,This is a orange.,vocabulary,,,,,,,3,17
,Uyu ni umugabo.,Ceci est un homme.,This is a man.,vocabulary,,,,,,,3,15
,Uyu ni umuhogo.,Ceci est un gorge.,This is a throat.,vocabulary,,,,,,,3,15
,Uyu ni umunara.,Ceci est un tour.,This is a tower.,vocabulary,,,,,,,3,15
,Uyu ni umusiba.,Ceci est un ver de terre.,This is a earthworm.,vocabulary,,,,,,,3,15
,Uyu ni umuswi.,Ceci est un poussin.,This is a chick.,vocabulary,,,,,,,3,14
,Uyu ni umutima.,Ceci est un coeur.,This is a heart.,vocabulary,,,,,,,3,15
,Uyāgira urupfú uwutărubōnye ukaba uménye ibānga.,"Révéler vos peurs les plus intimes à un étranger, c'est exposer un secret.",Revealing your innermost fears to a stranger is exposing a secret.,proverbs,,,,,,,6,48
,Uze ubikore ejo!,Faites-le demain !,Do it tomorrow!,grammar,,,,,,,3,16
,Uzobikore ejo!,Faites-le demain !,Do it tomorrow!,grammar,,,,,,,2,14
,Uzonzanire akajumbu niwagaruka.,Amènes moi une patate douce à ton retour,Bring me a sweet potato when you get back,general,,,,,,,3,31
,Uzovuge ukuri igihe cose,Dis toujours la vérité.,Always tell the truth.,general,,,,,,,4,24
,"Uzoza ejo ngo tuvugane, canke se uzoza mu iyinga riza?","Viendras-tu demain pour que nous puissions parler, ou viendres-tu la semaine prochaine ?","Will you come tomorrow so we can talk, or will you come next week?",grammar,,,,,,,10,54
,Vuga buhoro,Parlez plus lentement.,Speak more slowly.,general,,,,,,,2,11
,Vuga buhoro buhoro,Parlez plus lentement.,Speak more slowly.,general,,,,,,,3,18
,Vuga bukebuke.,Parlez plus lentement.,Speak more slowly.,general,,,,,,,2,14
,Vuga ukuri igihe cose.,Dis toujours la vérité.,Always tell the truth.,general,,,,,,,4,22
,Vuga ukuri imisi yose.,Dis toujours la vérité.,Always tell the truth.,general,,,,,,,4,22
,Vyasabwa tugende kare.,Nous devons partir tôt.,We have to leave early.,general,,,,,,,3,22
,Vyaza umusaruro buri kanya.,Il faut profiter de chaque instant.,You have to enjoy every moment.,general,,,,,,,4,27
,Vyiza guhura namwe.,Enchanté de vous rencontrer.,Nice to meet you.,general,,,,,,,3,19
,Vyose bizogenda neza.,Tout ira bien.,Everything will be fine.,general,,,,,,,3,21
,Vyose ni sawa?,Ça gaze ?,Does it gas?,general,,,,,,,3,14
,Vyoshobora kuba ivy'Akamaro.,C'est peut-être important.,Maybe it's important.,general,,,,,,,3,28
,Vyĭnshi bibí birutwa na bíke vyīzá.,Quelques belles choses surpassent beaucoup de médiocres.,A few beautiful things surpass many mediocre ones.,proverbs,,,,,,,6,35
,Vyōbîha ntívyōbura.,"Même amer, c'est toujours mieux que rien.","Even with a bitter taste, something is better than nothing.",proverbs,,,,,,,2,19
,"W'ámasafuriyá, amasáhàáni n'íbiráhurí."," J'ai des casseroles, des assiettes et des verres","I got pots, plates, and glasses",jokes,,,,,,,3,38
,Wakoze kwihangana.,Merci pour ta patience.,Thank you for your patience.,general,,,,,,,2,18
,Wame uvugisha ukuri.,Dis toujours la vérité.,Always tell the truth.,general,,,,,,,3,20
,Wampaye indya nyinshi cane,Tu m'as donné trop de nourriture,You gave me too much food,grammar,,,,,,,4,26
,Wamye he?,Où étais-tu?,Where have you been?,grammar,,,,,,,2,9
,Wari gukota iki mukibanza canje?,Que ferais-tu à ma place?,What would you do in my place?,general,,,,,,,5,32
,Wewe arateka neza cane,Elle cuisine très bien.,She cooks very well.,general,,,,,,,4,22
,"Wivye, uba ukoze icaha","Si tu voles, tu as commis un péché","If you steal, you have committed sin",grammar,,,,,,,4,22
,Wokor'iki mu kibanza canje?,Que ferais-tu à ma place?,What would you do in my place?,general,,,,,,,4,27
,Wokunda noshobora kugufasha,Si tu veux je pourrais t'aider.,If you would like I could help you.,grammar,,,,,,,3,27
,Woshobora kusigurira mu buryo bwagutse,Pouvez-vous expliquer cela en détail?,Can you explain this in detail?,general,,,,,,,5,38
,Woye kugenda muri iyo nzira,N'entre pas dans cette voie,Don’t go in that path,grammar,,,,,,,5,27
,Wānka bāngwé ntíwānká zana ndābé.,"Dans un combat, tu peux repousser les pacificateurs, mais en danger, tu accueilles leur aide.","In a fight, you may push away the peacemakers, but in danger, you welcome their aid.",proverbs,,,,,,,5,33
,Wānka kugaburira umushitsi ukaba ugôtse.,Recevoir un visiteur et ne pas offrir de repas est une honte.,To receive a visitor and not offer a meal is a disgrace.,proverbs,,,,,,,5,40
,Wānka kurimira kure ukahasumira.,"On peut refuser de voyager loin pour travailler, mais y aller quand même pour faire des achats.","One may refuse to travel far for work, but still go there to make purchases.",proverbs,,,,,,,4,32
,Wība uhêtse ukabwīriza uwúri mu mugôngo.,"En commettant des erreurs, on peut entraîner un innocent, et dans le danger, l'innocent peut être blâmé par peur.","In committing wrongs, one might drag along an innocent companion, when danger looms, the innocent may be blamed due to fear.",proverbs,,,,,,,6,40
