File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Ndabirŭnguruke yagûye mu myūgariro.,La curiosité qui franchit les limites peut entraîner des conséquences inattendues.,Curiosity that crosses boundaries can lead to unexpected consequences.,proverbs,,,,,,,4,35
,Ndacafise impungenge.,J'ai quelques doutes.,I have some doubts.,general,,,,,,,2,21
,Ndacâri mutó ní bwo butīndi.,Utiliser la jeunesse comme excuse pour ne rien faire de valable est un signe de honte.,Using youth as an excuse for not doing something valuable is a sign of shame.,proverbs,,,,,,,5,28
,Ndafise amakenga.,J'ai quelques doutes.,I have some doubts.,general,,,,,,,2,17
,Ndagendayo mvuye i muhira,"J'y vais, étant revenu de chez moi","I’ll go there, having come from home",grammar,,,,,,,4,25
,Ndagerageza gukorera ku masaha.,J'essaie d'être toujours à l'heure.,I try to always be on time.,general,,,,,,,4,31
,Ndagerageza kuba ku mwanya iminsi yose,J'essaie d'être toujours à l'heure.,I try to always be on time.,general,,,,,,,6,38
,Ndagerageza kwama ndi ku masaha,J'essaie d'être toujours à l'heure.,I try to always be on time.,general,,,,,,,5,31
,Ndagifise.,Je le tiens.,I have it.,general,,,,,,,1,10
,Ndagikosora ubu nyene,Je corrige cela immédiatement.,I'm fixing this immediately.,general,,,,,,,3,21
,Ndagukeje!,Félicitations!,Congratulations!,general,,,,,,,1,10
,Ndahakanye ko ntazogenda,J'ai nié que j'irais,I’ve denied that I’ll go,grammar,,,,,,,3,24
,"Ndahejeje ico gikorwa, Ni ko, vyiza","J'ai fini ce travail, très bien, c'est bien","I’ve finished that work, All right, that’s good",grammar,,,,,,,6,35
,Ndahimbawe,Je suis fière,I am proud,emotions,,,,,,,1,10
,Ndahimbawe no guhura namwe,Enchanté de vous rencontrer.,Nice to meet you.,general,,,,,,,4,26
,Ndahuje nawe.,Je suis d'accord.,I agree.,general,,,,,,,2,13
,Ndahurirwa iyo ndiye ibiyoba.,J'ai une allergie aux arachides.,I have a peanut allergy.,general,,,,,,,4,29
,Ndajengendagenda,Je suis venu en marchant,I came walking,grammar,,,,,,,1,16
,Ndakeneye imiti.,J'ai besoin de médicaments.,I need medicine.,general,,,,,,,2,16
,Ndakeneye impanuro,J'ai besoin d'un conseil.,I need advice.,general,,,,,,,2,18
,Ndakeneye inyabwonko nshasha.,J'ai besoin d'un nouvel ordinateur.,I need a new computer.,general,,,,,,,3,29
,Ndakeneye ko bantwara.,J'ai besoin qu'on m'emmène.,I need a ride.,general,,,,,,,3,22
,Ndakeneye kumenya ikīntu nakóreye amaherá kubêra ukūntu asigáye anyînūba ntibisānzwé nagáto.,"Je veux savoir ce que j'ai réellement fait à l'argent. Il continue de me fuir. En tout cas, ce n'est pas normal",I want to know what I really did to money. It keeps running away from me. It's not normal.,jokes,,,,,,,11,92
,Ndakeneye kuruhuka.,J'ai besoin de repos.,I need rest.,general,,,,,,,2,19
,Ndakeneye mudasobwa nshasha.,J'ai besoin d'un nouvel ordinateur.,I need a new computer.,general,,,,,,,3,28
,Ndakeneye uburuhuko.,J'ai besoin de vacances.,I need a vacation.,general,,,,,,,2,20
,"Ndakenye kuburyó nâhó ndōtá mfíse Amaherá, umutwé wānje ucá umbwîra ngo ""Ikāngure réka kubá wîgumūra.""","Je suis fauché au point que même si je rêve d'avoir de l'argent, mon esprit me dit simplement : 'Réveille-toi ! Pourquoi penses-tu à de telles absurdités ?'","I am broke to the point that even if I dream of having money, my mind just tells me, 'Wake up! Why are you thinking such nonsense?'",jokes,,,,,,,15,102
,Ndakubabariye.,Je te pardonne.,I forgive you.,general,,,,,,,1,14
,Ndakunda  imicungwe,J'aime les oranges.,I like oranges.,general,,,,,,,2,19
,Ndakunda ahakanye cane.,J'aime la neige.,I like snow.,general,,,,,,,3,23
,Ndakunda akamoto kumukate mushasha,J'aime l'odeur du pain frais.,I love the smell of fresh bread.,general,,,,,,,4,34
,Ndakunda gucapa no gusiga.,J'aime dessiner et peindre.,I like to draw and paint.,general,,,,,,,4,26
,Ndakunda gusoma Ibitabu.,J'aime lire des livres.,I like reading books.,general,,,,,,,3,24
,Ndakunda ibidukikije.,J'aime la nature.,I love nature.,general,,,,,,,2,21
,Ndakunda iki gihugu.,J'aime ce pays.,I love this country.,general,,,,,,,3,20
,Ndakunda impumuro y'Umukate mushasha.,J'aime l'odeur du pain frais.,I love the smell of fresh bread.,general,,,,,,,4,37
,Ndakunda inyambaro yawe.,J'aime ton style.,I like your style.,general,,,,,,,3,24
,Ndakunda kino gihugu.,J'aime ce pays.,I love this country.,general,,,,,,,3,21
,Ndakunda kwoga mu kiyaga.,J'aime nager dans le lac.,I like swimming in the lake.,general,,,,,,,4,25
,Ndakunda uko mwambara.,J'aime ton style.,I like your style.,general,,,,,,,3,22
,Ndakunda urubura,J'aime la grêle.,I like hail.,general,,,,,,,2,16
,Ndakuzi uwo uri we,Je sais qui tu es,I know who you are,grammar,,,,,,,4,18
,Ndakwânse ntîvámwo ndagúkūnze.,"Une fois que la haine est révélée, elle ne peut jamais se transformer en amour.","Once hatred is exposed, it can never transform into love.",proverbs,,,,,,,3,30
,Ndakûmbuye imyâka yó mu mashùúre yīsûmbuye.,"Les années de lycée me manquent.
","I miss those high school years.
",jokes,,,,,,,6,43
,"Ndakûmbuye vyâ bihe ufíse amajana atānu, abâna böse bó mu micûngararo bàáca bátāngura kukwîta ""Bòósi""","Le temps où, en tant qu'enfant, avoir seulement 10 centimes d'euros vous valait le titre de ""patron"" de la part de tous les autres enfants du quartier me manque.","I miss those childhood years when having just 10 cents would earn you the title of ""boss"" from every child in the neighborhood.",jokes,,,,,,,15,101
,"Ndakûnda ukūntu asá, ndakûnda ukūntu amōtá, ndakûnda ibitàángāza ankoréra, ndakûnda ingéne amará inzara n'înyôta
- Umugēnzi : Yītwa guté ?
- Jēwé : Amaherá","J'adore son énergie, son parfum est incroyable, tout ce qu'il fait pour moi est fantastique, et sa nature attentionnée est inégalée.
Mon ami : ""C'est qui ce chanceux ?""
Moi : ""Oh, juste mon bon vieux copain, l'argent.""","I love his vibes, his scent is amazing, everything he does for me is fantastic, and his caring nature is unmatched.
My friend: ""Who's that lucky guy?""
Me: ""Oh, just my good ol' friend, Money.""",jokes,,,,,,,24,155
,Ndamenetse umutwe.,J'ai mal à la tête.,I have a headache.,general,,,,,,,2,18
,Ndamukiza:Ukwezi kwa kane ni Ndamukiza,Avril : Le quatrième mois est avril.,April: The fourth month is April.,general,,,,,,,5,38
,Ndanakirondera,Je le cherche.,I am looking for it.,grammar,,,,,,,1,14
,Ndanyotewe.,J'ai soif.,I'm thirsty.,general,,,,,,,1,11
,Ndanywa umutobe w'umucungwe mugatondo.,Je bois un jus d'orange le matin.,I drink orange juice in the morning.,general,,,,,,,4,38
,Ndaryohewe,Je suis contente,I am happy,emotions,,,,,,,1,10
,Ndaryĭmare ní we ndaryĭtēre.,Ceux qui cherchent à s'adonner à l'excès par des actions pécheresses sont destinés à attirer le malheur sur eux.,Those who seek to indulge in excess through sinful actions are bound to attract misfortune upon themselve.,proverbs,,,,,,,4,28
,Ndashaka akabati kamwe.,Je veux un armoire.,I want one cupboard.,vocabulary,,,,,,,3,23
,Ndashaka amahera,Je veux de l' argent.,I want money.,vocabulary,,,,,,,2,16
,Ndashaka ibabi rimwe.,Je veux une feuille.,I want one leaf.,vocabulary,,,,,,,3,21
,Ndashaka ibitaro bimwe.,Je veux un hôpital.,I want one hospital.,vocabulary,,,,,,,3,23
,Ndashaka icari imwe.,Je veux un niz.,I want one nest.,vocabulary,,,,,,,3,20
,Ndashaka icupa rimwe.,Je veux un bouteille.,I want one bottle.,vocabulary,,,,,,,3,21
,Ndashaka ifuro imwe.,Je veux un mousse.,I want one foam.,vocabulary,,,,,,,3,20
,Ndashaka igikere kimwe.,Je veux un grenouille.,I want one frog.,vocabulary,,,,,,,3,23
,Ndashaka igitangurirwa kimwe.,Je veux un arraignée.,I want one spider.,vocabulary,,,,,,,3,29
,Ndashaka igitunguru sumu kimwe.,Je veux un ail.,I want one garlic.,vocabulary,,,,,,,4,31
,Ndashaka ijuru rimwe.,Je veux un ciel.,I want one sky.,vocabulary,,,,,,,3,21
,Ndashaka ikawa,Je voudrais un café.,I would like a coffee.,general,,,,,,,2,14
,Ndashaka ikaye imwe.,Je veux un cahier.,I want one notebook.,vocabulary,,,,,,,3,20
,Ndashaka ikinogo kimwe.,Je veux un trou.,I want one hole.,vocabulary,,,,,,,3,23
,Ndashaka ikiraya kimwe.,Je veux un pomme de terre.,I want one potato.,vocabulary,,,,,,,3,23
,Ndashaka ikivuruvu kimwe.,Je veux un caméléon.,I want one chameleon.,vocabulary,,,,,,,3,25
,Ndashaka imbata imwe.,Je veux un canard.,I want one duck.,vocabulary,,,,,,,3,21
,Ndashaka imbwebwe imwe.,Je veux un renard.,I want one fox.,vocabulary,,,,,,,3,23
,Ndashaka imfyisi imwe.,Je veux un hyène.,I want one hyena.,vocabulary,,,,,,,3,22
,Ndashaka impene imwe.,Je veux un chèvre.,I want one goat.,vocabulary,,,,,,,3,21
,Ndashaka indimu imwe.,Je veux un citron.,I want one lemon.,vocabulary,,,,,,,3,21
,Ndashaka ingeregere imwe.,Je veux un gazelle.,I want one gazelle.,vocabulary,,,,,,,3,25
,Ndashaka inkende imwe.,Je veux un singe.,I want one monkey.,vocabulary,,,,,,,3,22
,Ndashaka intama imwe.,Je veux un mouton.,I want one sheep.,vocabulary,,,,,,,3,21
,Ndashaka inuma imwe.,Je veux un pigeon.,I want one pigeon.,vocabulary,,,,,,,3,20
,Ndashaka inzoka imwe.,Je veux un serpent.,I want one snake.,vocabulary,,,,,,,3,21
