File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Ntā wúgwa mu bânsi ngo agēndé amahóro.,Celui qui rencontre des ennemis sur la route ne peut pas revenir sans cicatrices.,He who meets foes on the road cannot return without scars.,proverbs,,,,,,,7,38
,Ntā wúrya inzóka ngo ananírwe n'úmurīzo.,Celui qui commence quelque chose devrait le terminer complètement.,He who starts something should finish it completely.,proverbs,,,,,,,6,40
,Ntā wúrya vyöse nk'úwurága.,Celui qui mange le plus lors du festin est souvent celui qui a le moins de temps devant lui.,The one who eats the most at the feast is often the one with the shortest time left.,proverbs,,,,,,,4,27
,Ntā wúrya wênyéne nk'ígisebe.,Rompre le pain ensemble crée des liens durables.,Breaking bread together creates lasting connections.,proverbs,,,,,,,4,29
,Ntā wăma ahîriwe.,La route de la vie est pavée de joie et de chagrin.,Life's road is paved with both joy and sorrow.,proverbs,,,,,,,3,17
,Ntā wĭcīra urubănza.,Une personne ne peut pas être son propre juge.,A person cannot be their own judge.,proverbs,,,,,,,3,20
,Ntā wĭkūra kurí nyina ngo yaráshāje.,Personne ne peut se détourner de l'étreinte de sa mère âgée.,No one can turn away from the embrace of their aged mother.,proverbs,,,,,,,6,36
,Ntā wĭyerekera kū mānga.,On ne danse pas près d'une falaise.,One does not dance near a cliff.,proverbs,,,,,,,4,24
,Ntā wŭbaka zibiri.,Un homme qui poursuit deux lapins n'en attrape aucun.,A man who chases two rabbits catches neither.,proverbs,,,,,,,3,18
,Ntā yígwa mu zîko ikūráyo inkóba zöse.,Se précipiter dans les ennuis apporte souvent plus de mal que de bien.,Rushing into trouble often brings more harm than good.,proverbs,,,,,,,7,38
,Ntā yĭruka itábūndá.,Celui qui fuit devrait garder un œil derrière lui.,He who flees should keep an eye behind.,proverbs,,,,,,,3,20
,Ntā zibâna zítagerána amahěmbe.,Vivre ensemble apporte à la fois harmonie et désaccords.,Living together brings both harmony and diagreements.,proverbs,,,,,,,4,31
,Nubaka inzu yumusenyi.,Je construis un château de sable.,I'm building a sandcastle.,general,,,,,,,3,22
,Nuguha gasopo abakoresha nabi ururimi,Il faut prévenir ceux qui abusent de la langue,We must warn those who abuse the language,general,,,,,,,5,37
,Nuko wandike ivyo ubonye,Écrivez donc les choses que vous venez de voir,Therefore write the things you have just seen,grammar,,,,,,,4,24
,"Nuko wewe wigisha abandi, mbega ntiwiyigisha?","Alors vous qui enseignez aux autres, n’apprenez-vous pas vous-même ?","So you who teach others, don’t you teach yourself?",grammar,,,,,,,6,45
,"Nukuvuga, nzokwigisha vyose nzi.","Et alors, je t'apprendrai tout ce que je sais.",And then I'll teach you everything I know.,general,,,,,,,4,32
,Numugenzi wa kera. Inarunyonga?,C'est une vieille amie. Inarunyonga ?,She's an old friend. Inarunyonga?,general,,,,,,,4,31
,Numva bigendeka aka gatondo,Je me sens mieux ce matin.,I feel better this morning.,general,,,,,,,4,27
,Numva isoni,Je suis gênée,I am embarrassed,emotions,,,,,,,2,11
,Numva mbabara umutwe.,J'ai mal à la tête.,I have a headache.,general,,,,,,,3,21
,Numva mfise umunabi muke.,Je suis un peu stressé.,I'm a little stressed.,general,,,,,,,4,25
,Numva nshaka gusinzira.,J'ai sommeil.,I'm sleepy.,general,,,,,,,3,23
,Numva umengo ndabona iyo nja.,J'ai l'impression de voir ou je vais.,I feel like I can see where I'm going.,general,,,,,,,5,29
,Nururimi rugoye.,C'est une langue difficile.,It's a difficult language.,general,,,,,,,2,16
clips/sound_proverb/prov047.mp3,Nyamwigendako ntarimira impeshi,De nombreuses mains facilitent le travail,Many hands make work easier,proverbs,,,,,,,3,31
,Nyamwānka iyó bivá yatútse umwămi w'înká.,La sottise d'une personne est évidente lorsqu'elle insulte son sauveur.,A person's foolishness is evident when they insult their savior.,proverbs,,,,,,,6,41
,Nyamwīgēndáko ntárimíra impěshi.,Une main ne peut pas applaudir seule.,One hand cannot clap alone.,proverbs,,,,,,,3,32
,Nyené Imâna avūmbikīsha irěnga.,La chance a souvent besoin d'un simple coup de pouce.,Good luck often requires only a gentle nudge.,proverbs,,,,,,,4,31
,Nyené amâso yērekwa biké ibĭndi akîrābira.,"À celui qui a des yeux perspicaces, peu de choses doivent être montrées.","To the one with discerning eyes, little needs to be shown.",proverbs,,,,,,,6,42
,Nyené ibīntu ní we nyené ubúsa.,L'abondance d'aujourd'hui pourrait être la perte de demain.,Today's abundance could be tomorrow's loss.,proverbs,,,,,,,6,31
,Nyené imbúgitá ní uwuyífashe ikirĭndi.,La possession est la marque de la véritable propriété.,Possession is the mark of genuine ownership.,proverbs,,,,,,,5,38
,Nyené imbúgitá ní we nyené inyama.,La main avec la clé est le véritable propriétaire de la voiture.,The hand with the key is the true owner of the car.,proverbs,,,,,,,6,34
,Nyené umupfú ní we amujá ahanûka.,"Lorsque vous cherchez de l'aide, prenez le fardeau lourd, laissez les autres porter la charge légère.","When seeking help, take on the heavy burden, let others carry the light load.",proverbs,,,,,,,6,33
,"Nyimba koko utobakubita , niwihuze nabo.","Si tu ne peux pas les battre, joins-toi à eux.","If you can't beat them, join them.",general,,,,,,,6,40
,Nyina w'úmukŭngu ntávyiná nâbí.,Ceux qui sont en position élevée se sentent estimés lorsque les moins privilégiés les implorent.,Those in lofty positions feel esteemed when the less privileged beseech them.,proverbs,,,,,,,4,31
,Nyina w'úmūntu ní gasâto gahishá amahere.,Le cœur d'une mère est un abri éternel pour les défauts de son enfant.,A mother's heart is an eternal shelter for her child's flaws.,proverbs,,,,,,,6,41
,Nyina wîwé: N'uwahé ?,Sa maman : D'où vient-il ? ,Her mom: Where does he hail from?,jokes,,,,,,,4,21
,Nyina yafashije umwana ngo yoye kugwa,La mère a aidé l'enfant à éviter qu'il ne tombe,The mother helped the child lest he fall,grammar,,,,,,,6,37
,"Nyogokuru ati: «Kibondo, uzoba ukoze, mugabo ntuzoze batakurekuye.»","L'arrière grand-mère dit :""Mon enfant je te remercierai mais ne vient pas sans leur accord. ""","The great-grandmother said: My child, I will thank you but do not come without their agreement.",general,,,,,,,8,67
,Nywa jus y'imicungwe mugitondo.,Je bois un jus d'orange le matin.,I drink orange juice in the morning.,general,,,,,,,4,31
,Nzi aka arakábazwa.,Celui qui se vante doit aussi prouver.,He who boasts must also prove.,proverbs,,,,,,,3,19
,Nzigira kuzobaraba nciye iyo,J'espère que je te verrai quand je passerai par là,I trust that I shall see you when I go through there,grammar,,,,,,,4,28
,Nzoba naragiye,je serai parti,I will have gone,grammar,,,,,,,2,14
,Nzoba ndi ngaha isaha cumi.,Je serai là à dix heures.,I'll be there at ten.,general,,,,,,,5,27
,Nzoba ndiko ndakora,je travaillerai,I will be working,grammar,,,,,,,3,19
,Nzoba ngiye,je serai parti,I will have gone,grammar,,,,,,,2,11
,Nzoba nkora,je travaillerai,I will be working,grammar,,,,,,,2,11
,Nzoba nkwiye guhanura uwo mwana,Je devrai réprimander cet enfant,I shall have to admonish that child,grammar,,,,,,,5,31
,Nzoba nāgiye,je serai parti,I will have gone,grammar,,,,,,,2,12
,Nzobarungikira ubutumwa.,Je vous enverrai un e-mail.,I will send you an email.,general,,,,,,,2,24
,Nzobikora uko nshobora kwose,Je le ferai du mieux que je peux,I’ll do it the very best I can,grammar,,,,,,,4,28
,Nzofata umutobe wivyamwa.,Je prendrai un jus de fruit.,I'll have some fruit juice.,general,,,,,,,3,25
,"Nzokubita umwungere, intama zisanzare",Je frapperai le berger et les brebis se disperseront,I will strike the shepherd and the sheep will scatter,grammar,,,,,,,4,37
,Nzokwitaho abana.,Je m'occuperai des enfants.,I will take care of the children.,general,,,,,,,2,17
,Nzomuhamagara ejo.,Je vais l'appeler demain.,I'll call him tomorrow.,general,,,,,,,2,18
,Nzoza ncerewe.,J'arriverai en retard.,I will arrive late.,general,,,,,,,2,14
,Nzōbirya ngárutse yagûye inyuma y'íkibira.,Les promesses de manger à son retour restent souvent non tenues.,Promises of eating upon return often remain unfulfilled.,proverbs,,,,,,,5,42
,Nàánje mu gatôndo yantīye igikoropēsho nca ndamubwīra azé akorópere iwânje kubêra kó igikoropēsho kidasohóka.,"La dernière fois, il est venu me demander de lui prêter un torchon, alors je lui ai dit de venir nettoyer étant chez moi car je ne peux pas permettre à mon torchon de sortir de chez moi.","The last time, he came to ask me to lend him a dishcloth, so I told him to come and clean while in my house because I can't allow my dishcloth to leave my house.",jokes,,,,,,,14,109
,"Nìímba wîbaza kó amaherá atā munêzēro atāngá, yāmpe.","Si tu penses que ""l'argent ne fait pas le bonheur"", donne-le-moi.","If you believe that money doesn't bring happiness, give it all to me.",jokes,,,,,,,8,52
,"Nìízo zisigáye nūko Jēwé iyó nkorêsheje ncá ndáyisubizayó.""","Même les cure-dents qui restent, c'est parce que, pour ma part, après l'avoir utilisé, je le remets simplement à l'intérieur.","Even the toothpicks that are left, it's because, for me, after using it, I just put it back inside.'",jokes,,,,,,,8,59
,"Níwajāná na nyoko wāwe mu kaguriro, ukabona ahūye n'úwùúndi mukényezi, uzôcé ubá urarōndera ikiràáka ubé urakóra mu kumurīndīra.","Chaque fois que tu vas au marché avec ta maman, prie fort pour qu'elle ne croise pas une autre amie. Sinon, autant trouver un travail, commencer à travailler et attendre qu'elles terminent leurs histoires.","Whenever you go to the market with your mom, pray hard that she doesn't bump into another friend. Otherwise, you might as well find a job, start working, and wait for her to finish their stories.",jokes,,,,,,,18,128
,Nōné aríko arawūrōndera abáza kó atā mbeba irâpfá,"Maintenant, elle demande si quelqu'un n'a pas vu une souris morte.",Now she is asking if anyone has seen a dead mouse.,jokes,,,,,,,8,49
,"Nōné ga yèémwe, ntā mukiriya mwōndòónkera?","Maintenant, est-ce que quelqu'un sait qui serait prêt à acheter ces trucs ?","Now, please, does anyone know someone willing to buy these items?",jokes,,,,,,,6,42
,Nūmva nshâka gushávura.,Je veux être triste.,I want to be sad.,jokes,,,,,,,3,23
,N’abana babana na ba se ni nkuko nyene,Même les enfants qui vivent avec leur père sont comme ça.,Even children who live with their fathers are like this.,general,,,,,,,8,38
,N’iki catumye ugenda i Gitega? Ndakagenda!,Pourquoi es-tu allé à Gitega ? Parce que je voulais y aller !,Why did you go to Gitega? Because I wanted to go!,grammar,,,,,,,6,42
,"N’ingene inyama zayo ziryoha kandi zoroshe! Woyankira kimwe gusa: batayiteguye neza, imota nabi.","Leur viande est bon et douce ! La seule chose qui pourrait te faire détester ça c'est : le fait qu'on l'a mal préparé,il sent mauvais.","Their meat is good and sweet! The only thing that could make you hate it is: the fact that we prepared it poorly, it smells bad.",general,,,,,,,13,96
,N’utabikora uzohanwa,"Si vous ne le faites pas, vous serez puni",If you do not do it you will be punished,grammar,,,,,,,2,20
,"N’utagira urtyo, nzoza kuri wewe..","Si tu ne le fais pas, je viendrai vers toi","If you don’t do thus, I will come to you",grammar,,,,,,,5,34
,Oya Data sinshaka Inazi.,"Non, papa, je ne veux pas de cacao.","No, dad, I don't want cocoa.",general,,,,,,,4,24
,"Oya, ndetse ni we yabanje kuvyanka","Non, par contre il a été le premier à refuser.","No, on the other hand he was the first one to refuse it.",grammar,,,,,,,6,34
,Paulo arakora uhereye mu gitondo ugashitsa ku mugoroba,Paul travaille du matin au soir,Paul works from morning till night,grammar,,,,,,,8,54
,"Paulo ntari hano, aragiye","Paul n'est pas là, il est juste parti","Paul isn’t here, he’s just gone away",grammar,,,,,,,4,25
,Pfa kugenda ngo urabe,Allez quand même et voyez,Go anyhow and see,grammar,,,,,,,4,21
,"Pfuma undekura, nje kukuronderera abana bawe.","Libérez moi , je vais chercher tes enfants pour toi.","Free me, I'll get your children for you.",general,,,,,,,6,45
,Plastike ziracafuza inyanza.,Le plastique pollue les océans.,Plastic pollutes the oceans.,general,,,,,,,3,28
,Pome ziratukura kandi zifise umutobe.,Les pommes sont rouges et juteuses.,The apples are red and juicy.,general,,,,,,,5,37
,Raba aho ubutumwa butari bwiza bubikwa.,Vérifiez votre dossier de spam.,Check your spam folder.,general,,,,,,,6,39
,Raba ko yoca hano,Regarde s'il passe par ici,See if he comes by here,grammar,,,,,,,4,17
,"Raba, vyari ibi.","Voilà, c'était tout.",That was it.,general,,,,,,,3,16
,Reka mbe ndakora gatoya,"Arrête, laisse-moi travailler un peu","Stop, let me work a little while",grammar,,,,,,,4,23
,Reka shàá...Aka niko gashàámbara kazimbutse mperutse kugura,Oh non... Ce sont juste les vêtements moins chers que j'ai récemment achetés.,"Oh no... These are just some of the cheapest clothes that I recently bought.""",jokes,,,,,,,7,59
,Rime mu biharage!,Cultivez dans les haricots !,Cultivate in the beans!,grammar,,,,,,,3,17
clips/sound_humour/h16.mp3,"Ruheshahesha-rwa-Mashiga, umushinguzi w'ikinyoma, yaratetse amabuye, amabuye ngo yanke gusha arayanywa umufa ati inkwi zanje n'amazi navomye ntivyoza gupfa ubusa!","""Il ne faut pas perdre mon combustible ni l'eau que j'ai puisée"", a déclaré Ventre-Creux-fils-de-la-maison, le fumeur patenté qui avait fait bouillir des cailloux, mais, comme ces cailloux n'étaient pas devenus plus tendres, il avait bu le bouillon !","""My fuel must not be lost nor the water I have drawn"", declared Hollow-Belly-son-of-the-household, the patent smoker who had boiled pebbles, but, as these pebbles had not become more tender, he had drunk the broth!",jokes,,,,,,,19,162
