File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Mu Burùúndi nihó hônyené nyoko wāwe ashobóra kugúkubita ikòófe kubêra uríko urizwa n'íkòófe yaguhàáye.,C'est seulement au Burundi où ta maman pourrait te gifler parce que tu pleures à cause de la gifle qu'elle vient de te donner.,"Only in Burundi, where your mom might slap you for crying because of the slap she just gave you.",jokes,,,,,,,14,102
,"Mu Burùúndi nihó hāntu hônyené ushobóra gusânga sówàányu cânké nyokwàányu, umúsūmvya imyâka.",C'est une situation unique au Burundi de découvrir que vous êtes plus âgé que votre oncle ou votre tante.,It's a unique Burundian scenario to discover that you are older than your uncle or aunt.,jokes,,,,,,,12,92
,Mu bisanzwe amashure yisumbuye agizwe n'ibice bibiri,Les écoles secondaires sont généralement divisées en deux parties,Secondary schools are generally divided into two parts,general,,,,,,,7,52
,Mu buzima ni ukwitonda,Dans le vie il faut rester humble,In life you have to stay humble,general,,,,,,,4,22
,"Mu bìíndi bihúgu
- mukûnzi nātāshe
Mu Burùúndi rēró
- Hewée...","dans d'autres pays.
- Mon amour, je suis à la maison.
Au Burundi
- Heyy...","in other countries.
- My love, I am home.
In Burundi
- Heyy... ",jokes,,,,,,,11,62
,Mu ci ni ho ikawa bayamura bakayijana ku masoko abegereye.,Pendant l'été c'est là où on cueille le café et l'amenant à des marchés près,During the summer this is where coffee is picked and taken to nearby markets,general,,,,,,,10,58
,Mu gice ca mbere abana bamara imyaka ine ku ntebe y'ishure,"Dans la première partie, les enfants passent quatre ans à l'école","In the first part, the children spend four years at school",general,,,,,,,11,58
,"Mu gihe c’intambara, abana bategerezwa gukingirwa.","En temps de guerre, les enfants doivent être protégés.","In times of war, children must be protected.",general,,,,,,,6,50
,"Mu kiringo gito cane, twoba twabonye ihinduka.","En très peu de temps, nous aurions constaté un changement.","In a very short time, we would have seen a change.",general,,,,,,,7,46
,Mu kwezi kwa kane azoba yarasubiye i wabo,"En avril, il sera rentré chez lui",In April he will have gone home,grammar,,,,,,,8,41
,Mu mwaka ugira icumi na gatanu Kayisari ari ku ngoma,année où César était sur le trône,year Caesar was on the throne,grammar,,,,,,,10,52
,"Mu vy’úkurí  ntā wùúndi kíretse,

Abarùúndi : Ico gitûmburá cā 200 nāngâhé ??","Personne.
Les Burundais : ""Ce pain de 200 francs burundais, coûte combien ?""","Absolutely no one.
Burundians: ""How much does that BIF 200 bread cost?""",jokes,,,,,,,13,77
,"Mu vy’úkurí ntāwùúndi kíretse : umumàáma w'úmurùúndi avûye kugura iterémūsi kubêra iya kêra, umwâna yayimenyé
""Ehe tôra musubîre mumené.""","Seule une maman burundaise : Qui revient à la maison avec un nouveau thermos juste parce que l'ancien a été cassé par son enfant.
""Voici un autre et casse-le.""","Only a Burundian mom: Coming home with a new thermos just because the old one got broken by her child.
""Here is another one, break it.""",jokes,,,,,,,19,137
,Muba hehe?,Où habitez-vous?,Where do you live?,general,,,,,,,2,10
,Mubikoze neza nzobashima,"Si tu le fais bien, je te féliciterai","If you do it well, I’ll praise you",grammar,,,,,,,3,24
,"Muco, habaye iki?","Muco, que se passe-t-il ?","Muco, what is happening?",general,,,,,,,3,17
,"Muco, hariko haba iki?","Muco, que se passe-t-il ?","Muco, what is happening?",general,,,,,,,4,22
,Mufise imyaka ingahe?,Quel âge avez-vous?,How old are you?,general,,,,,,,3,21
,Mufise umutima mwiza.,Vous êtes très gentil.,You are very kind.,general,,,,,,,3,21
,Mukúru w'íjāmbo ní irĭndi.,Un rassemblement devient captivant à mesure que les discours s'enchaînent.,A gathering becomes captivating as speeches flow in succession.,proverbs,,,,,,,4,26
,Mumbabarire ko nacerewe.,Veuillez m'excuser pour le retard.,Please forgive me for the delay.,general,,,,,,,3,24
,Mumbarire kuba nacerewe,Veuillez m'excuser pour le retard.,Please forgive me for the delay.,general,,,,,,,3,23
,"Mumpe fagitire, nyabuneka.","L'addition, s'il vous plaît.","The check, please.",general,,,,,,,3,26
,Mumufashe ku co azogomba cose,Aide-la dans tout ce qu'elle veut,Help her in whatever she wants,grammar,,,,,,,5,29
,Mupfa iki?,Sur quoi êtes-vous en désaccord ?,What are you disagreeing about?,grammar,,,,,,,2,10
,Murafise bashikanyu ?,Avez-vous des sœurs?,Do you have sisters?,general,,,,,,,3,21
,Murafise ikintu kizimbutse?,Avez-vous quelque chose de moins cher?,Do you have something cheaper?,general,,,,,,,3,27
,Murafise indero cane.,Vous êtes très gentil.,You are very kind.,general,,,,,,,3,21
,Murakoze cane,Merci beaucoup.,Thank you so much.,general,,,,,,,2,13
,Murakoze kwiri murikwa.,Merci pour cette présentation.,Thank you for this presentation.,general,,,,,,,3,23
,Murantunga.,Je suis désolé.,I'm sorry.,general,,,,,,,1,11
,Muranyinganira ku gucerwa.,Veuillez m'excuser pour le retard.,Please forgive me for the delay.,general,,,,,,,3,26
,Murashaka icayi?,Vous voulez du thé ?,Do you want some tea?,general,,,,,,,2,16
,Murashobora gukora kino kintu.,Pouvez-vous réparer cela?,Can you fix this?,general,,,,,,,4,30
,Murashobora gusubiza ku ntango ijambo kabanga?,Pouvez-vous réinitialiser le mot de passe?,Can you reset the password?,general,,,,,,,6,46
,Murashobora gusubiza kuntango igiharuro kabanga canje.,Pouvez-vous réinitialiser le mot de passe?,Can you reset the password?,general,,,,,,,6,54
,Murashobora kuduharurira ivyo twihereje duheze turihe.,"L'addition, s'il vous plaît.","The check, please.",general,,,,,,,6,54
,Murashobora kugabanya ijwi?,Pouvez-vous baisser le volume?,Can you turn down the volume?,general,,,,,,,3,27
,"Murashobora kumfasha, ndabasavye?","Pouvez-vous m'aider, s'il vous plaît?","Can you help me, please?",general,,,,,,,3,33
,Muravuga Icongereza?,Parlez-vous anglais?,Do you speak English?,general,,,,,,,2,20
,Murazogenda i Gitega!,Allez à Gitega !,Go to Gitega!,grammar,,,,,,,3,21
,Mureha gute?,Quelle taille faites-vous?,What size are you?,general,,,,,,,2,12
,Murehe gute ?,Quelle taille faites-vous?,What size are you?,general,,,,,,,3,13
,Muri Butoyi?,Vous êtes Butoyi ?,Are you Butoyi?,general,,,,,,,2,12
,Muri abo bagabo twahora tugendana utanguriye ku kubatiza kwa Yohana ukageza ku musi yadukuriwemwo,Parmi ces hommes avec qui nous étions toujours depuis le baptême de Jean jusqu'au jour où il nous a été enlevé,Among those men we were always with from the baptism of John until the day he was taken away from us,grammar,,,,,,,14,97
,Muri ico gihe sinari nkirima,A cette époque je ne binais plus,At that time I was no longer hoeing,grammar,,,,,,,5,28
,"Muri vyose, hagiyemwo agahaze mu biganiro vyabo","Dans l'ensemble, il y a une satisfaction dans leurs discussions","Overall, there is satisfaction in their discussions",general,,,,,,,7,47
,Murihangana,Je suis désolé.,I'm sorry.,general,,,,,,,1,11
,Murumunanje n'umuririmvyi.,Mon frère est musicien.,My brother is a musician.,general,,,,,,,2,26
,"Murí afriká iyó urí mw'īkosá, Só wāwe akagukānkamira, uca wîtōra ikosá, aríko nyoko wāwe akúrāvye gusa, uca wîkosōra.","En Afrique, si tu commets une erreur à la maison, dès que ton père te réprimande, tu prends conscience de ton erreur. Cependant, si ta mère te lance simplement un regard sévère, tu t'infliges toi-même ta propre punition.","In Africa, if you make a mistake at home, the moment your dad scolds you, you instantly realize your error. However, if your mom merely gives you a stern look, you start doling out your own punishment.",jokes,,,,,,,18,117
,"Murí iyi mìísi, umushitsi yajé iwâwé arīndīra kó afūngúra kugíra agēndé, nàáwe ukarīndīra kó agēndá kugíra ufūngúre.","De nos jours, quand un visiteur vient chez vous, il attend que vous commenciez à manger pour pouvoir partir, et vous, vous attendez qu'il parte pour enfin commencer à manger.","Nowadays, when a guest arrives at your home, they wait for you to begin eating so they can make their exit. Meanwhile, you're waiting for them to leave so you can finally start enjoying your meal",jokes,,,,,,,17,116
,Musanzanje n'umuririmvyi,Mon frère est musicien.,My brother is a musician.,general,,,,,,,2,24
,Musaza wanje ni Umunyamuziki.,Mon frère est musicien.,My brother is a musician.,general,,,,,,,4,29
,Musazanje n'umuvuza umuziki.,Mon frère est musicien.,My brother is a musician.,general,,,,,,,3,28
,Musazanje ni Umunyamuziki.,Mon frère est musicien.,My brother is a musician.,general,,,,,,,3,26
,Musazanje ni incabwenge,Mon frère est intelligent.,My brother is smart.,general,,,,,,,3,23
,Mushikanje ariga cane,Ma sœur étudie beaucoup.,My sister studies a lot.,general,,,,,,,3,21
,Mushiki wanje ariga cane.,Ma sœur étudie beaucoup.,My sister studies a lot.,general,,,,,,,4,25
,Mushiki wanje numushikiriza manza.,Ma sœur est avocate.,My sister is a lawyer.,general,,,,,,,4,34
,"Musore, nyumviriza.","Mec, écoute-moi.","Dude, listen to me.",general,,,,,,,2,19
,"Muti none yoba ikomoka hehe,  isigura iki?","D'où vient-il, qu'est-ce que cela signifie ?","Where does it come from, what does it mean?",general,,,,,,,7,42
,"Muzohabwa ubushobozi, Mpwemu Mweranda ni yabazako",Vous recevrez de la puissance lorsque (si) le Saint-Esprit viendra sur vous,You will receive power when (if) the Holy Spirit comes on you,grammar,,,,,,,6,49
,Mw ishuli ry’abana twasohoka isaha sita,A l'école primaire on sortait toujours à midi,In the elementary school we always went out at noon,grammar,,,,,,,6,39
,Mwa bagore ni mwumvirize!,"Vous les femmes, écoutez !","You women, listen!",grammar,,,,,,,4,25
,"Mwa bana b’inzoka mwe, ni nde yababuriye ngo muhunge uburake buzoza?","Vous, enfants de serpents, qui vous a averti de fuir la colère à venir ?","You children of snakes, who warned you to flee from the wrath to come?",grammar,,,,,,,11,68
,Mwa bana mukora iki?,"Vous les enfants, que faites-vous ?","You children, what are you doing?",grammar,,,,,,,4,20
,"Mwananje, ni iki gituma ukora urtyo?","Mon enfant, pourquoi fais-tu ça ?","My child, why are you doing that?",grammar,,,,,,,6,36
,Mwaramutse!,Bonjour!,Good morning!,general,,,,,,,1,11
,"Mwaramutse, amakuru yanyu??","Bonjour, comment allez-vous?","Good morning, how are you doing?",general,,,,,,,3,27
,Mwaramutse? Murakomeye? Twebwe tumeze neza.,Bonjour? Vous allez bien? Nous nous allons bien,Good morning? Are you doing well? We are fine,general,,,,,,,5,43
,Mwaronse ubutumwa bwanje?,Avez-vous reçu mon message?,Did you receive my message?,general,,,,,,,3,25
,Mwaronse ubutumwa?,Avez-vous reçu mon message?,Did you receive my message?,general,,,,,,,2,18
,Mwenewacu ni Incabwenge.,Mon frère est intelligent.,My brother is smart.,general,,,,,,,3,24
,Mwobisigura neza ataco musimvye?,Pouvez-vous expliquer cela en détail?,Can you explain this in detail?,general,,,,,,,4,32
,Mwokugara iryodirisha,Veuillez fermer la fenêtre.,Please close the window.,general,,,,,,,2,21
,Mwokwugara idirisha.,Veuillez fermer la fenêtre.,Please close the window.,general,,,,,,,2,20
