File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Iyaba waraje aho naguhamagariye tuba twarahejeje ubu,"Si tu étais venu quand je t'ai appelé, nous aurions déjà fini","If you had come when I called you, we would have finished by now",grammar,,,,,,,7,52
,Iyahe genekerezo ?,Quelle est la date?,What is the date?,general,,,,,,,3,18
,Iyakáremye ní yo ikaména.,Celui qui crée peut aussi détruire.,He who creates can also destroy.,proverbs,,,,,,,4,25
,Iyakúrīye ntúyigéra inkoni.,On ne peut pas combattre le mal par le mal.,You cannot fight evil with evil.,proverbs,,,,,,,3,27
,Iyarâye ubúsa ntívugá.,Un estomac vide laisse la bouche silencieuse le matin.,An empty stomach leaves the mouth silent in the morning.,proverbs,,,,,,,3,22
,Iyi mpuzu ni ntoya cane,Cette robe est trop petite,This dress is too small,grammar,,,,,,,5,23
,Iyi ni ifi.,Ceci est un poisson.,This is a fish.,vocabulary,,,,,,,3,11
,Iyi ni ikawa.,Ceci est un café.,This is a coffee.,vocabulary,,,,,,,3,13
,Iyi ni ikoti.,Ceci est un manteau.,This is a coat.,vocabulary,,,,,,,3,13
,Iyi ni imbwa.,Ceci est un chien.,This is a dog.,vocabulary,,,,,,,3,13
,Iyi ni imfuku.,Ceci est un taupe.,This is a mole.,vocabulary,,,,,,,3,14
,Iyi ni imparage.,Ceci est un zèbre.,This is a zebra.,vocabulary,,,,,,,3,16
,Iyi ni inanasi.,Ceci est un ananas.,This is a pineapple.,vocabulary,,,,,,,3,15
,Iyi ni inka.,Ceci est un vache.,This is a cow.,vocabulary,,,,,,,3,12
,Iyi ni inoti.,Ceci est un billet.,This is a banknote.,vocabulary,,,,,,,3,13
,Iyi ni intumbaswa.,Ceci est un physalis.,This is a physalis.,vocabulary,,,,,,,3,18
,Iyi ni inzige.,Ceci est un criquet.,This is a cricket.,vocabulary,,,,,,,3,14
,Iyi ni isahani.,Ceci est un assiette.,This is a plate.,vocabulary,,,,,,,3,15
,Iyi ni isekuro.,Ceci est un mortier.,This is a mortar.,vocabulary,,,,,,,3,15
,Iyi ni isuka.,Ceci est un houe.,This is a hoe.,vocabulary,,,,,,,3,13
,Iyi ni iyihe ndirimbo?,Quelle est cette chanson?,What is this song?,general,,,,,,,4,22
,Iyi ntebe ni ngufi inyuma y’iyo,Cette chaise est plus courte que celle-là,This chair is shorter than that one,grammar,,,,,,,6,31
,Iyi nzu ni iya nde?,A qui est cette maison ?,Whose is this house?,grammar,,,,,,,5,19
,Iyi reresi yari imeze neza.,Ce film était très bon.,This movie was very good.,general,,,,,,,5,27
,Iyi saha igurwa amafaranga y'Amarundi igihumbi n'Ijana.,Cette montre coûte plus de mille cent francs burundais.,This watch costs more than one thousand one hundred Burundian francs.,general,,,,,,,6,43
,Iyibíze nâbí uyīma ifu.,"Si cela commence mal, il vaut mieux abandonner.","If it starts on the wrong foot, it's best to walk away.",proverbs,,,,,,,4,23
,Iyigéze kure ntâ yitáyigéra ihěmbe.,"De loin, le lion ressemble à un chien.","In the distance, the lion appears like a dog.",proverbs,,,,,,,5,35
,Iyihôngotse arí imwé ntíbuzá izĭndi kurîsha.,"Si un maillon de la chaîne est cassé, les autres tiennent bon.","If one link in the chain is broken, the others hold strong.",proverbs,,,,,,,6,44
,Iyijá kurîsha ihēra kū nâma.,La vache nourrie au pâturage commence à manger dès la porte.,The pasture-fed cow starts eating from the gate.,proverbs,,,,,,,5,28
,Iyikîtse ntâ wutáyikóra mū nda.,Un chien qui ne bouge pas attire les pierres.,A dog that doesn't move attracts stones.,proverbs,,,,,,,5,31
clips/sound_proverb/prov022.mp3,Iyikúbūriye ntíkuryá.,Vous ne risquez pas de tomber dans le piège de l'ennemi lorsque ce dernier vous aura prévenu.,You are not likely to fall into the trap of the enemy when the latter has warned you.,proverbs,,,,,,,2,21
,Iyinízwe n'amáta ntâ wŭndi mwērēra.,Certains problèmes n'ont pas de remède.,Certain problems have no remedy.,proverbs,,,,,,,5,35
,Iyirí ubwôba irahwêza.,Ceux qui laissent la peur les contrôler sont vulnérables en temps de conflit.,Those who let fear control them are vulnerable in times of conflic.,proverbs,,,,,,,3,22
,Iyisîzwe umûnyu n'Îmâna irigatwa ná zöse.,Celui qui est béni avec du sel attire le goût de tous.,He who is blessed with salt attracts the taste of all.,proverbs,,,,,,,6,41
,Iyivyâgiye kěra ivyāgurukana irāgo.,"Quand le bétail reste inactif trop longtemps, la suspicion naît et il devient un repas.","When livestock remains idle for too long, suspicion arises and it becomes a meal.",proverbs,,,,,,,4,35
,Iyivyâriye ku macúniro ntîbá ikíbāzwe.,"Une fois qu'une vache a donné naissance à l'abattoir, elle échappe au couteau du boucher.","Once a cow gives birth at the slaughterhouse, she escapes the butcher's knife.",proverbs,,,,,,,5,38
,Iyivyâye ikibóze irakírigata.,Prenez l'amer avec le doux.,Take the bitter with the sweet.,proverbs,,,,,,,3,29
,"Niyaza, ngomba kumubona","Quand il vient, je veux le voir",When he comes I want to see him,grammar,,,,,,,4,24
,Iyo badutsweko ni amarushwa be n’akadenderezo,Quand ils sont confrontés à des troubles et à des persécutions,When they are come upon by troubles and persecution,grammar,,,,,,,6,45
,Iyo bahejeje kwumva,Quand ils ont entendu,When they have heard,grammar,,,,,,,3,19
,"Iyo biba  birtyo, aba yari akwiye kubabazwa kenshi","S'il en était ainsi, il aurait dû souffrir plusieurs fois","If it were that way, he would have had to suffer many times",grammar,,,,,,,8,50
,"Iyo biba birtyo, Imana yociriye abari mw isi urubanza ite?","S’il en était ainsi, comment Dieu aurait-il jugé ceux qui sont dans le monde ?","If it were like that, how would God have judged those that are in the world?”",grammar,,,,,,,10,59
,"Iyo haba umuntu, yari gupfa","S'il y avait eu quelqu'un, il serait mort",If there had been a person he would have died,grammar,,,,,,,5,27
,Iyo komine ifise imitumba mirongo itatu n'umunani,La commune compte trente-huit villages,The commune has thirty-eight villages.,general,,,,,,,7,49
,Iyo mba i wacu muri iki gihe mba ndiko warakize,"Si j'étais à la maison maintenant, je travaillerais",If I were at home now I would be working,grammar,,,,,,,10,47
,"Iyo mba menye, nari kuza","Si j'avais su, je serais venu",If I had known I would have come,grammar,,,,,,,5,24
,Iyo mba mfise imodoka nokujana,"Si j'avais une voiture, je t'emmènerais",If I had a car I would take you,grammar,,,,,,,5,30
,"Iyo mba menye, mba nje","Si j'avais su, je serais venu",If I had known I would have come,grammar,,,,,,,5,23
,Iyo mba ngiye noba mbonye Paulo,"Si j'étais parti, j'aurais vu Paul",If I had gone I would have seen Paul,grammar,,,,,,,6,31
,"Iyo mba we, sinari kuza","Si j'étais lui, je ne serais pas venu","If I were he, I would not have come",grammar,,,,,,,5,23
,Iyo mbona impuzu mba mpiriwe,"Si j'avais vu les vêtements, j'aurais eu de la chance",If I had seen the clothes I would have been lucky,grammar,,,,,,,5,28
,"Iyo mbona uburyo, mba nkora ivyo",Si j'avais le temps je ferai ça,If I had time I will do that,grammar,,,,,,,6,32
,"Iyo mbonye uburyo, nogufahsa","Si j'ai le temps, je t'aiderai",If I have time I’ll help you,grammar,,,,,,,4,28
,"Iyo menya, nari kuza","Si j'avais su, je serais venu",If I had known I would have come,grammar,,,,,,,4,20
,Iyo ndakibutse ndababara cane,"Quand je m'en souviens, je me sens mal","When I remember it, I feel bad",general,,,,,,,4,29
,Iyo nkoko urayigura angahe? Ine n’atanu,Combien vendez-vous ces poulets ? Quarante-cinq,How much are you selling that chickens for? Forty-five,grammar,,,,,,,6,39
,Iyo ntagenda sinoba namubonye,"Si je n'étais pas parti, je ne l'aurais pas vu",If I had not gone I would not have seen him,grammar,,,,,,,4,29
,"Iyo ukoze neza, uhindura abantu neza","Quand c'est bien fait, on change bien les gens","When it's done well, we change people well",general,,,,,,,6,36
,Iyo woba wagiye kumubwira yobayaje,"Si tu étais allé lui dire, il serait venu","If you had gone to tell him, he would have come",grammar,,,,,,,5,34
,Iyonkuru ni nkenegwa,L'histoire est intéressante.,The story is interesting.,general,,,,,,,3,20
,Iyítăkōye nyoko uyihonyora mu mayêzi.,"Si quelque chose manque d'importance pour quelqu'un, il peut le traiter avec indifférence.","If something lacks importance to an individual, they may treat it with disregard.",proverbs,,,,,,,5,37
,"Iyó abó mūnganá batāngúye kurōngorwa, Mbèéga ntâ mugēnzi w’úmuhùúngu ufisé?","Pourtant, lorsque tes pairs commencent à se marier, elle demande tranquillement:
- Tu n'as pas d'amis garçons ??","Yet, as your peers start getting married, she casually inquires:
- Don't you have any male friends?",jokes,,,,,,,11,76
,"Iyó imbwá iríko irakwîrukakó, uca wûmva bā nyéne yo ngo: «Reka kwìíruka, ntā nakímwe ikugirá»
Nkâhó umèénga iyo mbwá irikó ikwīrukakó kugíra ikuramútse.","Quand un chien court après vous, apparemment pour vous mordre, vous pouvez toujours compter sur son propriétaire qui crie : ""Ne courez pas, il ne vous fera pas de mal"".
Comme si le chien était simplement en mission amicale pour vous saluer.","When a dog is sprinting after you, seemingly aiming for a bite, you can always count on its owner yelling, ""Don't run, it won't hurt you,"". 
As if the dog is just on a friendly mission to greet you.",jokes,,,,,,,23,152
,Iyó indûrú ivuzé umushūmba atānga shêbuja gupfá.,"Quand les loups hurlent, c'est le chien du berger qui périt.","When the wolves howl, it is the shepherd's dog that perishes.",proverbs,,,,,,,7,48
,"Iyó natētsé nikó mbá méze, Twàárabaménye.","À chaque fois que je cuisine, c'est toujours comme ça.'
Un gros mensonge ! On se connaît déjà.","Whenever I cook, I am always like this.'Such a big lie! We already know each other.",jokes,,,,,,,7,42
,"Iyó nshavúye nárōnse amanotá maké kw’īshùúre, Māwé: Oya réka gushávura ni ibisânzwe, fūngura!!","Quand je suis triste à cause de mauvaises notes à l'école, Maman : ""Arrête d'être triste, c'est normal. Mange, ne t'en fais pas ."" ","When I feel down because of poor grades at school, Mom: ""Stop being sad, it's normal. Just eat.""",jokes,,,,,,,14,95
,Iyó ntafisé amaherá nguma nîyumvīra imigàámbi nzôkóra ního nayaròónka.,"Quand je n'ai pas d'argent, je pense constamment à mon plan d'investissement pour quand j'en aurai.","When I don't have money, I constantly think about my investment plan for when I get some. ",jokes,,,,,,,9,70
,"Iyó terekomânde iríko ikora nâbí
Umufaràánsa :Gēndâ muhùúngu wānje uguré ayàándi mapìíre.","Cette télécommande ne fonctionne pas."", Un Français : ""Va acheter d'autres piles, mon fils.""
","This remote control is not working, A French person: ""Go and buy other batteries, my son.""
",jokes,,,,,,,12,89
,Iyó umugoré avūyé ku kazi.,"Lorsqu'une femme rentre du travail ",When a woman is returning from work,jokes,,,,,,,5,26
,"Iyó umuhùúngu ajé kuramutsa Umukòóbwa iwàábo, atāshé.","Quand le garçon qui est venu rendre visite à la fille chez elle s'en va.
","When the guy who visited the girl at her home is leaving.
",jokes,,,,,,,7,53
,"Iyó uríko usaba Amaherá yó gusohoka nyoko wāwe, Jēwé : Màá, nshāka Amaherá yó kuja mw'īsábukurú ry'úmugēnzi, Māwé : Mbèé wībaza ko Jēwé Amaherá ndayàámūra ku gití?","Chaque fois que je demande de l'argent à ma mère pour sortir, Moi : Maman, j'ai besoin de sous pour aller à l'anniversaire de mon ami,  Ma maman : Tu crois que l'argent pousse sur les arbres ?","Every time I ask my mom for money to go out, Me: Mom, I need some cash to attend my friend's birthday, My mom: Do you believe money sprouts from trees?",jokes,,,,,,,29,166
,"Iyó uríko usaba amaherá wagúrānye nyoko wāwe, Jēwé : Hèé màá, nshāka yâ maherá nagúha, Māmá : ûhuwaaa ngwikí?...ubu imyâka mazé ndákugaburira kó ntarâkwīshuza","Quand tu rassembles enfin le courage de demander à ta mère l'argent que tu lui as récemment prêté.
Moi : Maman, puis-je récupérer l'argent que je t'ai donné ?
Maman : Quoi ?... T'ai-je déjà envoyé une facture pour toutes ces années de service gastronomique que j'ai assuré ?","When you finally muster the courage to ask your mom for the money you recently lent her.
Me: Mom, can I get back the money I gave you?
Mom: What?... Did I ever send you an invoice for all those years of gourmet service I've provided?",jokes,,,,,,,26,161
,"Iyó utāshé utévye utâri wâvúze iyó wagīyé abavyêyi b’ábarùúndi, baca bágira bati: ""Subīra iyó uvūyé shàáaa!""","Chaque fois que tu rentres tard à la maison sans avoir préalablement informé quelqu'un de l'endroit où tu étais, les mamans burundaises disent : ""Retourne d'où tu viens.""","Whenever you come back home late without previously informing anyone of your whereabouts, Burundian moms are like, ""Go back to where you're coming from.""",jokes,,,,,,,16,108
,Iyó utēyé ibuye mū mbwá nyĭnshi iyimótse ní yo ubá ugémye.,"Quand une pierre est lancée parmi un groupe de chiens, celui qui crie est celui qui a été touché.","When a stone is thrown among a group of dogs, the one that yelps is the one that got hit.",proverbs,,,,,,,11,58
,Iyó uvá ntíhakuvá inyuma.,"Votre maison reste enracinée, peu importe la distance parcourue.","Your home stays rooted, no matter how far you travel.",proverbs,,,,,,,4,25
,Iyănka kuzímira irâbira.,Un fardeau partagé est un fardeau diminué de moitié.,A burden shared is a burden halved.,proverbs,,,,,,,3,24
,Iyŭbutse ntíhishwá Indûrú.,"Au milieu de la chasse, lorsque la proie apparaît, les chasseurs élèvent facilement leurs voix pour signaler ceux de l'autre côté.","In the midst of the hunt, when the quarry shows up, hunters readily raise their voices to signal those on the other side.",proverbs,,,,,,,3,26
,"Iyo aba ari jewe, nobikora ntya","Si c'était moi, je le ferais comme ça","If it were I, I would do it like this",grammar,,,,,,,6,31
,"Iy’ aza kuronka umuti, ntiyari gupfa","S’il était venu chercher des médicaments, il ne serait pas mort","If he had come to get medicine, he wouldn’t have died",grammar,,,,,,,6,36
,"Iy’ uba ubimbwiye kare, nari kugenda","Si tu me l'avais dit plus tôt, je serais parti","If you had told me earlier, I would have gone",grammar,,,,,,,6,36
,"Iy’ uba wararetse kunywa inzoga, uba warakize","Si tu avais arrêté de boire de la bière, tu irais mieux","If you had stopped drinking beer, you would have gotten better",grammar,,,,,,,7,45
clips/sound_proverb/prov045.mp3,Iy’ubwoba irahweza,La peur augmente la conscience,Fear increases consciousness,proverbs,,,,,,,2,18
