File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Ikirúta ikĭndi ní ijāmbo ry'úmusâza.,La sagesse des anciens est un phare dans l'obscurité de l'ignorance.,The wisdom of the aged is a beacon in the darkness of ignorance.,proverbs,,,,,,,5,36
,Ikitábuzé ní ibihŭnda mu bitōke.,L'herbe ne manque jamais dans la forêt.,Grass is never lacking in the forest.,proverbs,,,,,,,5,32
,Ikitâzí cāmbarira urunega mu bakínegura.,Tenter d'impressionner l'indifférent est un effort futile.,Attempting to impress the disinterested is a futile endeavor.,proverbs,,,,,,,5,40
,Ikitâzí cīgānzira agahîye.,Les ignorants pensent souvent que toutes les bénédictions leur sont réservées.,The ignorant often assume that all the blessings are reserved for them.,proverbs,,,,,,,3,26
,Ikivi ní icā kare.,Mieux vaut commencer à travailler très tôt.,Better start working very early.,proverbs,,,,,,,4,18
clips/sound_humour/h15.mp3,Ikivumbura bagisekuye urubando mu rutwariro hanyuma naco kiravuga kiti imyaka itaha ukundi! Ako kabi jewe kuva aho nakavukiye sinari bwakabone!,"""Ah, les temps ont changé ! Jamais de ma vie je n'ai vu quelque chose de pareil."" dit le Varan après avoir été frappé avec un bâton sur le crâne !","""Ah times have changed! Never in my whole life have I seen anything like this."" said the Varan after being hit with a stick on the skull!",jokes,,,,,,,20,143
,Ikiyaga Tanganyika ni kinini cane.,Le lac Tanganyika est immense.,Lake Tanganyika is immense.,general,,,,,,,5,34
,Ikiyaga Tanganyika ni kinini.,Le lac Tanganyika est immense.,Lake Tanganyika is immense.,general,,,,,,,4,29
,Ikiyaga gitanga amahoro.,La plage est relaxante.,The beach is relaxing.,general,,,,,,,3,24
,Ikiyāgo gisūmba ikivi.,Les commérages: le raccourci secret vers le succès.,Gossiping: the secret shortcut to success.,proverbs,,,,,,,3,22
,"Ikizôkwèéreka kó nyoko wāwe atākūnze umuhùúngu mukūndána
Ni : ""Nōné nk'ùúrya wamúkūndiye ikí ?"" Cânké : ""Nōné asūmbije ikí koròóde wó kwā máriko ?""","Le signe révélateur que ta maman n'approuve pas l'homme avec lequel tu es en relation, c'est quand elle demande :
'Honnêtement, qu'est-ce que tu aimes chez lui ?' ou 'Qu'est-ce qu'il a de spécial par rapport à Claude, le fils de Mark ?'","The telltale sign that your mom doesn't approve of the man you're in a relationship with is when she asks:
'Honestly speaking, what did you like about him?' or 'What does he have that's so special compared to Claude, Mark's son?'",jokes,,,,,,,24,147
,Ikīza ntíkīzíra umwé.,"Quand une personne fait face à des problèmes, d'autres peuvent également être affectés.","When one person faces troubles, others may be affected as well.",proverbs,,,,,,,3,21
,Il se leve trop.,yikangura  kare cane.,yikangura kare cane.,general,,,,,,,4,16
,Imana abe ari yo usenga,Que ce soit Dieu que tu adores,Let it be God whom you worship,grammar,,,,,,,5,23
,Imana ni nkuru,Dieu est grand,God is great,general,,,,,,,3,14
,Imana ni nziza,Dieu est bon,God is good,general,,,,,,,3,14
,Imana twizeye irahambaye,Le Dieu en qui on croit est Puissant,The God we believe in is Powerful,general,,,,,,,3,24
,Imana yabigabiye ... ibimenye bitaribwabe,Dieu l'a déterminé... le sachant avant que cela n'arrive,God determined it ... knowing it before it ever happened,grammar,,,,,,,5,41
clips/sound_humour/h44.mp3,Imarankoni iraye ku giti iti iyo buca nubaka kare!,"""Quand vient la lumière du jour, je commence immédiatement à construire"", comme disait l'oiseau perché dans un arbre pour la nuit !","""When it comes to daylight, I will immediately start building"", as the bird perched in a tree for the night used to say!",jokes,,,,,,,9,50
clips/sound_humour/h22.mp3,Imbaragasa yimye mu gitondo hanyuma ibarira umugabo iti nunshakire ingovyi y'umwana ngira ngo mvyare!,"""Je crois que je vais accoucher ; tu veux me chercher une peau pour porter mon enfant ?"", comme disait la puce à son mari qui l'avait fécondée le matin même !","""I believe that I will give birth; do you want to look for me a skin to carry my child?"", as the flea said to her husband who had fertilized her the same morning!",jokes,,,,,,,14,101
,Imbeba ikurya igúhūha.,"En savourant le succès, des défis peuvent surgir.","While savoring success, challenges may arise.",proverbs,,,,,,,3,22
,Imbeba irāríye umwôro iguguna urūgi.,"Dans la maison d'un pauvre, la souris mange la porte.","In a poor man's home, the mouse eats the door.",proverbs,,,,,,,5,36
clips/sound_humour/h40.mp3,Imbeba isekuye umutwe kw'ishiga iti nahandi ivyaha vyama mu nzira!,"""Il y a toujours quelque chose qui gêne ici"", dit le rat après s'être cogné la tête contre une pierre dans l'âtre !","""There is always something here in the way,"" said the rat after banging his head against a stone in the hearth!",jokes,,,,,,,10,66
,Imbeba ntísāzíra mu kigega.,La richesse du peuple n'est pas une possession permanente pour un leader.,The wealth of the people isn't a permanent possession for a leader.,proverbs,,,,,,,4,27
,Imbere yo kuduga ku buriri mbanza gukura ibirato.,Avant de monter sur le lit j'enlève les chaussures,Before getting on the bed I take off my shoes,general,,,,,,,8,49
clips/sound_humour/h29.mp3,"Imbwa bayiteye igishirira ku cavu iti ncanira bagenzi, impinga igendwa n'abagenzi!","""Donnez-moi de la lumière, les amis, car on ne va loin qu'avec des amis"", comme disait sur le fumier le chien à qui on avait jeté un brandon !","""Give me light, friends, because we only go far with friends"", as the dog said on manure at whom a brandon had been thrown!",jokes,,,,,,,11,82
,Imbwa irakuga cane.,Le chien aboie fort.,The dog barks loudly.,general,,,,,,,3,19
,Imbwa irakuga gose.,Le chien aboie fort.,The dog barks loudly.,general,,,,,,,3,19
,Imbwá ibura sé ntíburá shêbuja.,"Un chien peut perdre son père, mais pas un maître.","A dog may lose its father, but not a master.",proverbs,,,,,,,5,31
,Imbwá ifise amaguru ané igaca mū nzira imwé.,"Même si un chien a quatre pattes, il ne prend qu'une route.","Even though a dog has four legs, it takes only one road.",proverbs,,,,,,,8,44
,Imbwá ikugá ntíryāná.,Celui qui aboie le plus fort est souvent le moins dangereux.,The loudest barker is often the least dangerous.,proverbs,,,,,,,3,21
,Imbwá itwāwé ku rutúgu ntíhīgá.,Un chien porté ne peut pas attraper sa proie.,A carried dog cannot catch its prey.,proverbs,,,,,,,5,31
,Imbwá itūbáha indăva ikeburwa n'înyágutwí.,Négliger vos responsabilités peut entraîner une punition.,Disregarding your responsibilities may result in punishment.,proverbs,,,,,,,5,42
,Imbwá ntígutwěngera iba ishâka kukúrya.,"Quand tu vois un chien montrer ses dents, méfie-toi de sa morsure.","When you see a dog baring its teeth, beware of its bite.",proverbs,,,,,,,5,39
,Imbwá ntísumá n'îyó isumyé ntíshikána.,"Un chien peut faire des folies, mais son appétit le ramènera toujours les mains vides.","A dog may go on a shopping spree, but its appetite will always bring it back empty-handed.",proverbs,,,,,,,5,38
,Imbwá y'úmukwé ní yo mukwé.,"Voir les affaires de quelqu'un, c'est comme voir la personne elle-même.",Seeing someone's belongings is like seeing the person themselves.,proverbs,,,,,,,5,27
,Imbwá y'úmusega ihīgira mu bíti vy'úrugó.,Le chien d'un simple d'esprit n'est jamais loin de chez lui.,A simpleton's dog is never far from home.,proverbs,,,,,,,6,41
,Imbwá y'ûmwôro yība irwâye.,"Pendant la misère de son maître, un chien malade devient voleur.","During its owner's misery, a sick dog becomes a thief.",proverbs,,,,,,,4,27
,Imbwá yahîye ku murīzo ngo buracá tuharăbe.,"Un homme insensé, face à un grave problème, procrastine plutôt que de le régler rapidement.","A foolish man, when met with a grave issue, procrastinates rather than addressing it promptly.",proverbs,,,,,,,7,43
,Imbwá yarîhūse ivyāra ibihúme.,Se précipiter apporte des résultats médiocres.,Rushing brings mediocre results.,proverbs,,,,,,,4,30
,Imbwá yīnwa na nyéne yó.,Celui qui possède le défi est celui qui peut le conquérir.,The one who owns the challenge is the one who can conquer it.,proverbs,,,,,,,5,24
,Imbwá yīséma irya shêbuja.,Un chien insensé mord son propre maître.,A foolish dog bites its own master.,proverbs,,,,,,,4,26
,Imbîtsi ya cāne ibīkira mukēbá.,"Si vous êtes trop attaché à vos possessions et refusez d'en profiter, vous pourriez finir par les perdre, peut-être même à ceux qui vous veulent du mal. Alors, ne soyez pas trop économe.","If you are too attached to possessions and refuse to enjoy them, you might end up losing them, perhaps even to those who wish you harm. So, don't be too frugal.",proverbs,,,,,,,5,31
,Imbóga mbí ntízivá mū nkóno.,Le pot ne produit pas de légumes gâtés.,The pot does not produce spoiled vegetables.,proverbs,,,,,,,5,28
,Imbúrabâna yūgūmbira irekwe.,Celui qui n'a pas connu l'accouchement trouve du réconfort dans le malaise des femmes enceintes.,One who has not experienced childbirth finds solace in the discomfort of pregnant women.,proverbs,,,,,,,3,28
,Imbúrabúgiríre ihūnga ijāmbo.,Un homme de peu de valeur craint d'élever la voix.,A man of little worth fears to raise his voice.,proverbs,,,,,,,3,29
,Imbúramaboko ibagara umushatsi.,La personne paresseuse remplit son temps de tâches inutiles.,The lazy person fills their time with pointless tasks.,proverbs,,,,,,,3,31
,Imbúto itēwé ní yo imerá.,"Ce que l'on sème, on le récolte.","As you sow, so shall you reap.",proverbs,,,,,,,5,25
,Imbúto nzīzá itâwe mū nyēnga icīka izĭnga.,"Le phénix renaît de ses cendres, renouvelé et plus fort.","The phoenix rises from the ashes, reborn and stronger.",proverbs,,,,,,,7,42
,Imfyísi itōra mu rwāngara.,Une maison désordonnée attire les voleurs.,A disordered house attracts thieves.,proverbs,,,,,,,4,26
,Imfyísi y'íwănyu ikurya ikúrūndarūnda.,"Un adversaire masqué en compagnon rassemble discrètement les outils pour votre destruction, complotant dans l'ombre.","An adversary masked as a companion discreetly compiles the tools for your destruction, plotting in the shadows.",proverbs,,,,,,,4,38
,Imfúra igwa mū mfúruká.,Le champ de bataille appelle des hommes valeureux.,The field of battle calls for valuable men.,proverbs,,,,,,,4,23
,Imigambwe myinshi iremewe muri Republika y’Uburundi.,Plusieurs partis politiques sont autorisés en République du Burundi.,Several political parties are authorized in the Republic of Burundi.,general,,,,,,,6,52
,Imigisha myiza!,Bonne chance!,Good luck!,general,,,,,,,2,15
,Imigére ibiri ntítēréka.,On ne peut pas monter deux chevaux à la fois.,One cannot ride two horses at the same time.,proverbs,,,,,,,3,24
,Imihora ngurukanabumenyi ntiriko irakora.,Internet ne fonctionne pas.,Internet does not work.,general,,,,,,,4,41
,Imihwi isa n'Umuhondo.,Les bananes sont jaunes.,Bananas are yellow.,general,,,,,,,3,22
,Iminwe iryōha inyúrana.,La vraie humanité brille quand les gens s'entraident.,True humanity shines when people lend a helping hand to one another.,proverbs,,,,,,,3,23
,Imirázi isūmba guhuma.,Mieux vaut regarder de travers que d'être complètement aveugle.,Better to look askance than to be completely blind.,proverbs,,,,,,,3,22
clips/sound_proverb/prov035.mp3,Imisega ibiri ntinanirwa umugunza.,Deux chiens maigres et faibles ne peuvent manquer de vaincre un animal féroce.,Two skinny and weak dogs cannot fail to overcome a fierce animal.,proverbs,,,,,,,4,34
,Imisega ibiri ntínanírwa igúfa.,La coopération conduit à de grandes réalisations.,Cooperation leads to great achievements.,proverbs,,,,,,,4,31
,Imisi yose aba ahimbawe.,Elle est toujours heureuse.,She is always happy.,general,,,,,,,4,24
,Imisibo ntírerá.,Insulter un enfant n'est pas la bonne façon d'éduquer.,Insulting a child isn't the right way to educate.,proverbs,,,,,,,2,16
,Imiswi itāzí agaheza yūgamika agáca.,Les jeunes agneaux tombent souvent dans la gueule du loup à cause de leur innocence.,Young lambs often fall into the mouth of the wolf because of their innocence.,proverbs,,,,,,,5,36
,Imisózi iyó ikūmbúranye abató barahagwa.,"Dans les batailles des puissants, ce sont les vulnérables qui ressentent la douleur.","In the battles of the mighty, the vulnerable are the ones who feel the pain.",proverbs,,,,,,,5,40
,Imitămbire y'ímpōngo ní yo migĭrīre.,La façon dont un taureau danse vous en dit long sur ses manières.,The way a bull dances tells you all about his manners.,proverbs,,,,,,,5,36
,Impararo ijāna n'ûmwâka.,La mode d'aujourd'hui sera démodée demain.,The hottest trend today will be old news tomorrow.,proverbs,,,,,,,3,24
clips/sound_proverb/prov009.mp3,Impene mbi ntuyizirikako iyawe.,Il est conseillé de ne pas développer de relation avec une personne au comportement douteux de peur d’être influencé négativement.,It is advised not to develop a relationship with a person of questionable behavior for fear of being negatively influenced.,proverbs,,,,,,,4,31
,Impfîzi y'íntāma itēndera nka sé.,"Tel père, tel fils.","Like father, like son.",proverbs,,,,,,,5,33
,Impfûvyi irīra kw'īshano.,"Face aux difficultés, l'orphelin reste résolu, comme s'il était protégé par une puissance surnaturelle.","In the face of difficulties, the orphan remains resolute, as if protected by an otherworldly power.",proverbs,,,,,,,3,25
,Impfûvyi iseka rimwé.,Le sourire d'un orphelin est un trésor rare.,An orphan's smile is a rare treasure.,proverbs,,,,,,,3,21
,"Impuzu yanje iri hehe? Sinzi, sindayifise","Où est ton vêtement ? Je ne sais pas, je ne l'ai pas","Where iy your garment? I don’t know, I don’t have it",grammar,,,,,,,6,41
,Impwemu ni nziza.,L'air est pur.,The air is pure.,general,,,,,,,3,17
,Impwemu ziratosoye,L'air est pur.,The air is pure.,general,,,,,,,2,18
,Impêmbo y'ûmwâna ipfa mu magodoka.,La récompense d'un enfant vient avec l'obéissance.,A child's reward comes with obedienc.,proverbs,,,,,,,5,34
,Impĭnga imarwa n'úkuyāga.,Une bonne conversation peut rendre le voyage le plus long agréable.,A good conversation can make the longest journey.,proverbs,,,,,,,3,25
,Impŭndu ntíbūngwá.,Mieux vaut tard que jamais pour adresser ses félicitations.,Better late than never to extend congratulations.,proverbs,,,,,,,2,18
,Imvugirakuyamara y'úmugabo ikūndwa na báke.,Ceux qui parlent beaucoup ne sont pas très estimés.,Those who talk a lot are not highly regarded.,proverbs,,,,,,,5,43
,"Imvura ihise, ahava agenda","Dès que la pluie sera passée, il s'en ira",As soon as the rain is past he will go,grammar,,,,,,,4,26
,Imvura iriko iragwa cane,Il pleut très fort.,It's raining very hard.,general,,,,,,,4,24
,Imvura izogwa ejo.,Il va pleuvoir demain.,It's going to rain tomorrow.,general,,,,,,,3,18
,Imvúra inyāgira icó isānzé.,La pluie n'arrose que ceux qui sont exposés au ciel ouvert.,Rain showers only those who are exposed to the open sky.,proverbs,,,,,,,4,27
,Imyěnge y'ínzu imenywa na nyéne yó.,Seul celui qui porte la chaussure sait où elle serre.,Only the wearer knows where the shoe pinches.,proverbs,,,,,,,6,35
,Imâna ifasha uwĭfashije.,L'aide divine suit l'effort humain.,Divine assistance follows human effort.,proverbs,,,,,,,3,24
,Imâna igira ahó imāníye.,Dieu œuvre de manière mystérieuse.,God works in mysterious ways.,proverbs,,,,,,,4,24
,Imâna igira amabóko marēmare.,La main de Dieu est longue et touche tous les coins de la terre.,God's hand is long and touches all corners of the eart.,proverbs,,,,,,,4,29
,Imâna iguhăye ní yo ikwăka.,Ce qui monte doit redescendre.,What goes up must come down.,proverbs,,,,,,,5,27
,Imâna ihōra ihόze.,La vengeance de Dieu est lente mais sûre.,God's vengeance is slow but sure.,proverbs,,,,,,,3,18
,Imâna ikurăbira umwânsi muba múri kumwé.,Dieu surveille vos ennemis de votre angle mort.,God keeps an eye on your enemies from your blind side.,proverbs,,,,,,,6,40
