File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,"Bā mâwé bâcu bônyené nibó bashobóra kukurūngikira ubutumwá bw'ámajwí  kugíra bakubwìíre ""Sawá""",Seules nos mamans peuvent envoyer un message audio juste pour dire 'Ok.',Only our moms can send an audio message just to say 'Ok.',jokes,,,,,,,12,94
,Běne Imâna baruta běne imâri.,La richesse de la foi est plus grande que les possessions matérielles.,The wealth of faith is greater than material possessions.,proverbs,,,,,,,5,29
,Běne vyó ni bó běne inămbu.,L'abondance engendre les désirs les plus vifs.,Abundance breeds the keenest cravings.,proverbs,,,,,,,6,27
,Ca ngaha !,Par ici !,This way!,general,,,,,,,3,10
,Cankuzo ni igisagara kimwe mubisagara bigize Uburundi,Cankuzo est l'une des villes du Burundi.,Cankuzo is one of the cities of Burundi.,general,,,,,,,7,53
,"Data na mama bagiye gukora, Bayaga aherekeje keza","Papa et Maman vont travailler, Bayaga accompagne Keza","Mom and Dad go to work, Bayaga accompanies Keza",general,,,,,,,8,49
,Data ni umurimyi.,Mon père est agriculteur.,My father is a farmer.,general,,,,,,,3,17
,Data wanje ni umurimyi.,Mon père est agriculteur.,My father is a farmer.,general,,,,,,,4,23
,Dawe wanje ni Umurimyi.,Mon père est agriculteur.,My father is a farmer.,general,,,,,,,4,23
,Duhuriye hehe ga Yesu Munyanazareti?,"Qu’avons-nous en commun, toi Jésus de Nazareth ?","What have we in common, you Jesus of Nazareth?",grammar,,,,,,,5,36
,Dukwiye gutangura ubu nyene.,Nous devons agir maintenant.,We must act now.,general,,,,,,,4,28
,Dusabwa gufata ingingo.,Nous devons prendre une décision.,We have to make a decision.,general,,,,,,,3,23
,Dusubiye kwemeza ko twemera gushira imbere amahoro.,Nous réaffirmons notre engagement en faveur de la paix.,We reaffirm our commitment to peace.,general,,,,,,,7,51
,Dutambuka buhorobuhoro.,Nous marchons lentement.,We walk slowly.,general,,,,,,,2,23
,Dutambuka bukebuke.,Nous marchons lentement.,We walk slowly.,general,,,,,,,2,19
,Dutangure Inama.,Commençons la réunion.,Let's start the meeting.,general,,,,,,,2,16
,Dutegerezwa gukingira ibidukikije,Nous devons protéger l'environnement.,We must protect the environment.,general,,,,,,,3,33
,Dutegerezwa gutezimbere igisata cacu,Nous devons améliorer notre service.,We need to improve our service.,general,,,,,,,4,36
,Dutegerezwa kubishitsa ubunyene.,Nous devons agir maintenant.,We must act now.,general,,,,,,,3,32
,Dutegerezwa kugenda kare,Nous devons partir tôt.,We have to leave early.,general,,,,,,,3,24
,Ejo nzozanana ni abakozi babatu,Demain je me retrouverai avec trois ouvriers,Tomorrow I’ll come together with three workmen,grammar,,,,,,,5,31
,Ejo uzorima? Sinkarime!,Tu vas biner demain ? Je ne le ferai certainement pas !,Will you hoe tomorrow? I certainly will not!,grammar,,,,,,,3,23
,Ejó mu gatôndo tuzōzīnduka twôngereza amaherá y'ínzu.,"Demain matin, nous prévoyons une augmentation de loyer.","Tomorrow morning, we're planning a rent increase.",jokes,,,,,,,7,53
,"Ejó muzôzīndúke múja kurōndera ahàándi mujá kubá, umukûnzi wānje yambwīye kó isí yöse arí iy'íwàácu túri babiri gusa.","Demain, vous devez trouver un autre endroit où vivre. Mon petit ami vient de m'informer que la terre est enfin pour nous.","Tomorrow, you guys need to find another planet to live on. My boyfriend just promised me that the earth is finally ours.",jokes,,,,,,,18,117
,"Ejó nabwîye māwé kó ndíko nūmva inzara, aca ambwīra ngo nzibíre amatwí nca ndéka kuyûmva.","J'ai raconté à mon chat que je pouvais entendre son ronronnement trop fort. Il m'a regardé avec dédain, comme pour dire : 'Gère tes oreilles, humain.","I told my cat that I could hear her purring too loudly. He looked at me with disdain, as if to say, 'Manage your ears, human.",jokes,,,,,,,15,89
,Ejó twàári mu mùúsi mukurú n'úmugēnzi wānje twâborewe.,"Hier, mon ami et moi avons bien bu à une fête. 
","Yesterday, my friend and I got quite drunk at a party. ",jokes,,,,,,,8,54
,Eka na mba!,pas du tout!,not a bit!,grammar,,,,,,,3,11
,Erega iyo tuba twapfumye tuguma hakurya!,Si seulement nous avions accepté de rester de l’autre côté !,If only we had been willing to stay on the other side!,grammar,,,,,,,6,41
,"Ese Gisanumwavu ngo aratwenze! Amenyo umengo ni yo atonoza ibitoke. Aguhumekeyeko, wota ukiruka.",Eeh quand Gisanumwavu souris! On dirait que ses dents épluchent les bananes. Et tu pourrais t'enfuir quand tu sens son haleine,Eeh when Gisanumwavu smiles! His teeth look like they're peeling bananas. And you might run away when you smell his breath,general,,,,,,,13,96
,Ewe Bayaga urabazagiza,"Ô Bayaga, tu aimé posé des questions","O Bayaga, you liked to ask questions",general,,,,,,,3,22
,"Ewe, Ntega ugutwi.","Mec, écoute-moi.","Dude, listen to me.",general,,,,,,,3,18
,Fata iyi ngendeshwa rusangi.,Prenez ce bus.,Take this bus.,general,,,,,,,4,28
,Fata iyo ngendeshwa.,Prenez ce bus.,Take this bus.,general,,,,,,,3,20
,Fata umwanya ugomba.,Prends ton temps.,Take your time.,general,,,,,,,3,20
,Fata umwanya wawe.,Prends ton temps.,Take your time.,general,,,,,,,3,18
,Gatό karakúra.,Même le plus petit poisson peut devenir un géant dans l'océan.,Even the smallest fish can grow into a giant in the ocean.,proverbs,,,,,,,2,14
,Genda kuryama,Va dormir,Go to sleep,general,,,,,,,2,13
,"Genda ubibwire Yohana, kibuze umuhamagare aze ino","Va en parler à John, ou bien appelle-le pour qu'il vienne ici","Go tell John about it, or else call him to come here",grammar,,,,,,,7,49
,Gerageza kudasesagura.,Essaient de ne pas le gaspiller.,Try not to waste it.,general,,,,,,,2,22
,Gitega ni intara iri hagati mu gihugu c’Uburundi,Gitega est une province au milieu du Burundi,Gitega is a province in the middle of Burundi,general,,,,,,,8,48
,Gucá bugúfi bica inzira ntíbicá umugôngo.,"L'humilité ouvre les portes à de plus grandes opportunités, pas l'humiliation.","Humility opens doors to greater opportunities, not humiliation.",proverbs,,,,,,,6,41
,Gucá mu zîko ní ukunyáruka.,"Face à un défi, agissez rapidement pour éviter d'autres complications.","When facing a challenge, act swiftly to avoid further complications.",proverbs,,,,,,,5,27
,Gusa iyó ndōnsé amaherá nsubīra kwībuka yâ migàámbi arí ukó ahezé.," Cependant, lorsque l'argent arrive, je ne me souviens de ce plan qu'une fois qu'il est épuisé.","However, when the money comes, I only seem to recall that plan once it's all finished.",jokes,,,,,,,11,66
,Gushika kugihe ni nkenerwa.,La ponctualité est importante.,Punctuality is important.,general,,,,,,,4,27
,Gusubiramwo ivyapfuye ni nkenerwa.,Recycler est important.,Recycling is important.,general,,,,,,,4,34
,Gute ushobora gukora ibi?,Comment oses- tu?,How dare you?,general,,,,,,,4,25
,Gutāha gutūnga umugabo.,Revenir dans l'étreinte de la maison ravive l'esprit d'un homme.,Coming back to the embrace of home revives a man's spirit.,proverbs,,,,,,,3,23
,Ha kunigwa n'ijambo wonigwa n'uwo uribwiye.,"Soyez assez courageux pour partager vos opinions, même si cela conduit à la confrontation.","Be brave enough to share your opinions, even if it leads to confrontation.",proverbs,,,,,,,6,43
,Haba harimwo n’imiburiburi ibice mirongo itatu ku Ijana vy’abagore.,Il y en a environ trente pour cent de femmes.,There are around thirty percent women.,general,,,,,,,7,49
,Habaye iki?,ce qui s'est passé?,what happened?,grammar,,,,,,,2,11
,Habaye isanganya.,Il y a eu un accident.,There has been an accident.,general,,,,,,,2,17
,Haguma umwămi ingoma irabāzwa.,"La véritable défense d'un royaume réside dans la force de son roi, non dans les boucliers fabriqués à la main.","A kingdom's true defense lies in the strength of its king, not in shields crafted by hands.",proverbs,,,,,,,4,30
,"Hagumyeho ukwizera n’ivyizigiro n’urukundo, ivyo uko ari bitatu","Restent la foi, l'espérance et l'amour, ceux-là étant trois","There remain faith, hope and love, those being three",grammar,,,,,,,8,63
,Haguye imvura nyinshi.,Il pleut très fort.,It's raining very hard.,general,,,,,,,3,22
,"Haheze imisi mikeya, twagiye i Bugande",Après quelques jours nous sommes allés en Ouganda,After a few days we went to Uganda,grammar,,,,,,,6,38
,Haheze umwaka tuzogaruka,"Après un an, nous reviendrons",After a year we will return,grammar,,,,,,,3,24
,Haje abantu bangahe? Ibiri na babiri,Combien de personnes sont venues ? Vingt-deux,How many people came? Twenty-two,grammar,,,,,,,6,36
,Haje abantu batari bamwe,Il y avait pas mal de monde,There came quite a few people,grammar,,,,,,,4,24
,Hakosha umuntu.,L'erreur est humaine.,To err is human.,general,,,,,,,2,15
,"Hamagara abakobwa, be n’abahungu na bo","Appelle les filles, et les garçons aussi","Call the girls, and the boys as well",grammar,,,,,,,6,38
,Hamagara ubutabazi.,Appelez la police!,Call the police!,general,,,,,,,2,19
,"Hamwe twakubona, wari uja hehe?","Quand on t'a vu, où allais-tu ?","When we saw you, where wereyou going?",grammar,,,,,,,5,31
,Hamwe wamubona ejo yari agiye i Gitega,Quand tu l'as vu hier il venait de partir à Gitega,When you saw him yesterday he had just gone to Gitega,grammar,,,,,,,7,38
,Hangwe umuriro,Au feu!,Fire!,general,,,,,,,2,14
,Hano hari Indogoba nyinshi.,Il y a beaucoup de cheval ici.,There are many horse here.,vocabulary,,,,,,,4,27
,Hano hari Ingo nyinshi.,Il y a beaucoup de foyer ici.,There are many fireplace here.,vocabulary,,,,,,,4,23
,Hano hari ibifyera vyinshi.,Il y a beaucoup de escargot ici.,There are many snail here.,vocabulary,,,,,,,4,27
,Hano hari imbogo nyinshi.,Il y a beaucoup de buffle ici.,There are many buffalo here.,vocabulary,,,,,,,4,25
,Hano hari imikate myinshi.,Il y a beaucoup de pain ici.,There are many bread here.,vocabulary,,,,,,,4,26
,Hano hari imisumbarembe myinshi.,Il y a beaucoup de girafe ici.,There are many giraffe here.,vocabulary,,,,,,,4,32
,Hano hari imodoka nyinshi.,Il y a beaucoup de voiture ici.,There are many car here.,vocabulary,,,,,,,4,26
,Hano hari imvubu nyinshi.,Il y a beaucoup de hippopotame ici.,There are many hipopotamus here.,vocabulary,,,,,,,4,25
,Hano hari ingamiya nyinshi.,Il y a beaucoup de chameau ici.,There are many camel here.,vocabulary,,,,,,,4,27
,Hano hari ingurube nyinshi.,Il y a beaucoup de cochon ici.,There are many pig here.,vocabulary,,,,,,,4,27
,Hano hari intore nyinshi.,Il y a beaucoup de aubergine ici.,There are many eggplant here.,vocabulary,,,,,,,4,25
,Hano hari inyoni nyinshi.,Il y a beaucoup d'oiseaux par ici.,There are many birds here.,vocabulary,,,,,,,4,25
,Hano hari isaha nyinshi.,Il y a beaucoup de horloge ici.,There are many clock here.,vocabulary,,,,,,,4,24
,Hano hari isazi nyinshi.,Il y a beaucoup de mouche ici.,There are many fly here.,vocabulary,,,,,,,4,24
,Hano hariho ibizinu vyinshi.,Il y a beaucoup de champignon ici.,There are many mushroom here.,vocabulary,,,,,,,4,28
,Hano hariho ikaroti nyinshi.,Il y a beaucoup de carotte ici.,There are many carrot here.,vocabulary,,,,,,,4,28
,"Hano iwacu mu Burundi, twarahiriwe","Ici au Burundi, nous avons la chance","Here in Burundi, we are lucky",general,,,,,,,5,34
,Hapfa uwavûtse.,Tout le monde mourra.,Everyone will die.,proverbs,,,,,,,2,15
,Hari abana bavuka bakabura ba Se.,Il y a des enfants qui naissent et perdent leur pères.,There are children who are born and lose their fathers.,general,,,,,,,5,32
