File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Ingóro y'úmwămi iraguma itûgáye.,"Dans un royaume puissant, la porte reste ferme et ouverte.","In a powerful kingdom, the gate stands firm and open.",proverbs,,,,,,,4,32
,Ingēndo y'úwŭndi iravúna.,Copier les autres aveuglément peut conduire à des problèmes.,Copying others blindly can lead to trouble.,proverbs,,,,,,,3,25
,Ingēnzi irabόna.,Les yeux d'un voyageur contemplent de nombreuses merveilles.,A traveler's eyes behold many wonders.,proverbs,,,,,,,2,16
,Ingēnzi ntígirá ihěmbe.,Les visiteurs n'ont généralement pas de mauvaises intentions.,Visitors typically have no harmful intentions.,proverbs,,,,,,,3,23
,Ingēnzi y'ímihana ní yo nzanyi y'ámazímwe.,L'enfant qui erre porte souvent des histoires de malheur.,The child who wanders often carries tales of woe.,proverbs,,,,,,,6,42
,Ingīngo y'íjāmbo iva mw'ījigo.,Les sentiments profonds sont exprimés sincèrement lorsque nous parlons.,Deep-seated feelings are expressed genuinely when we speak.,proverbs,,,,,,,6,42
clips/sound_proverb/prov027.mp3,Ingōna iva mu rûzi ikarigata urume.,Les biens des autres semblent plus importants ou meilleurs que ceux des autres.,Other people's possessions appear to be more important or better than what one has.,proverbs,,,,,,,6,35
,Ingūmba itāzí ikíbi irigata ishênyo.,L'ignorant fréquente souvent le danger.,The ignorant often befriends danger.,proverbs,,,,,,,5,36
,Injiza irindi ryungane rishasha,Entrez une nouvelle phrase,Enter a new sentence,general,,,,,,,4,31
clips/sound_humour/h8.mp3,Inka ivyaye mu ci iti kubwanje ndahejeje hasigaye ah'umuragizi!,"""En ce qui me concerne, c'est fini, le reste c'est au berger de s'occuper"", comme disait la vache qui vêlait pendant la saison sèche !","""As far as I'm concerned, I'm done, the rest is for the shepherd to look after"", as the cow who calved during the dry season said!",jokes,,,,,,,9,63
,Inkezi ikera urwó birēhá.,Connais tes capacités et fixe-toi des objectifs réalistes.,Know your capabilities and set realistic goals.,proverbs,,,,,,,4,25
clips/sound_humour/h37.mp3,"Inkoko yaneye ku butsima hanyuma Midugiro abwira umuhungu wiwe ati buhanagure mwananje, iryo nararibonye!","""Mange-le, mon enfant, je l'ai déjà vu"", comme dit Midugiro à son fils lorsqu'il remarqua qu'une poule avait laissé tomber ses crottes dans la pâte !","""Just eat it, my child, I have seen it before"", as Midugiro said to his son when he noticed that a hen had dropped her droppings in the dough!",jokes,,,,,,,14,105
,Inkokókazi irapfá amagí akabora.,L'absence de bouclier expose le protégé au mal.,The shield's absence exposes the protected to harm.,proverbs,,,,,,,4,32
,Inkombe zikiyaga ziraruhura,La plage est relaxante.,The beach is relaxing.,general,,,,,,,3,27
,Inkoni ikubíse mukēbá uyirēnza urugό.,Observez les malheurs de votre ennemi et apprenez à naviguer dans les mêmes eaux avec prudence.,"Observe your enemy's misfortunes, and learn to navigate the same waters with caution.",proverbs,,,,,,,5,37
,Inkoni ishikīra igúfa ntíshikîra ingeso.,Les mots peuvent piquer plus qu'un fouet.,Words can sting more than a whip.,proverbs,,,,,,,5,40
,Inkoni nzīzá imerera ahăga.,Les épreuves sont le terrain fertile d'où jaillissent les bénédictions.,Hardships are the fertile ground from which blessings sprout.,proverbs,,,,,,,4,27
,Inkoro iri gusa,Le panier est vide,The basket is empty,grammar,,,,,,,3,15
,Inkuru irasamaje.,L'histoire est intéressante.,The story is interesting.,general,,,,,,,2,17
clips/sound_proverb/prov042.mp3,Inkuru mbarirano irutwa niyo wiboneye,"Quand vous voyagez, vous apprenez.","When you travel, you learn.",proverbs,,,,,,,5,37
,Inkwăre irāmvyé itōra mw'ītōngo ry'úwayíhīga.,Même l'animal le plus rusé finit par chercher refuge là où il était autrefois chassé.,Even the most cunning animal ends up seeking refuge where it was once hunted.,proverbs,,,,,,,5,45
,Inkwăre ivunítse ihūra n'ûmwâna.,La chance frappe souvent à la porte de ceux qui ne s'y attendent pas.,Luck often knocks on the door of those who don't expect it.,proverbs,,,,,,,4,32
,Inkwăre yīcwa n'índeretsi.,La constance mène le chasseur à capturer sa proie.,Consistency leads the hunter to capture his prey.,proverbs,,,,,,,3,26
,Inkwăre zisēzerana mu masesa.,Les paroles prononcées avec conviction autour de la table restent gravées dans le cœur.,Words spoken with conviction around the table remain imprinted in the heart.,proverbs,,,,,,,4,29
,Inká ikamwa icó yarīyé.,On ne peut pas traire une vache qui n'a pas été nourrie.,You can't milk a cow that hasn't been fed.,proverbs,,,,,,,4,23
,Inká irasâza ikīcwa n'úmwŭzukuru.,La vieille vache finit par être tuée par le veau.,The old cow ends up being killed by the calf.,proverbs,,,,,,,4,33
,Inká irāra ahó iyĭndi yarāyé.,"Des remplacements sont possibles pour n'importe qui, n'importe quand.","Replacements are possible for anyone, anytime.",proverbs,,,,,,,5,29
,Inkêká ntíbēshá.,"L'intuition est un guide fiable, elle ne trompe jamais.","Intuition is a reliable guide, it never misleads.",proverbs,,,,,,,2,16
,Inkíre ntíkirá kabiri.,"Éviter un piège une fois est un exploit, deux fois est une rare réalisation.","Avoiding a snare once is a feat, twice is a rare accomplishment.",proverbs,,,,,,,3,22
,Inkóko irāra mw'īshāmba igacīka inkwăre.,Une nuit dans la forêt transforme un animal domestique en créature sauvage.,A night in the forest turns a pet into a wild creature.,proverbs,,,,,,,5,40
,Inkóko yērá itāha kare.,La poule blanche avisée retourne dans son poulailler avant le coucher du soleil.,The wise white chicken returns to its coop before the sun sets.,proverbs,,,,,,,4,23
,Inkóno isha ukó ishāká.,"Quand cela doit arriver, cela arrivera.","When it's meant to be, it will be.",proverbs,,,,,,,4,23
,Inkúmi ikura iyĭndi igîye.,Le plus jeune grandit lorsque les plus âgés quittent la maison.,The youngest grows up when the older ones leave home.,proverbs,,,,,,,4,26
,Inkúru mbárirano irutwa n'îyό wībόneye.,Il vaut mieux voir de ses propres yeux que d'entendre des autres.,It's better to see with your own eyes than to hear it from others.,proverbs,,,,,,,5,39
,Inkēnde ishājé inyāgirirwa mūsí y'igíti yŭriye.,"Avec l'âge, un vieil homme peut avoir du mal à faire ce qu'il faisait sans effort dans sa jeunesse.","With age, an old man may struggle to perform activities he effortlessly did in his youth.",proverbs,,,,,,,8,67
,Inkĭngi imwé ntígirá inzu.,Un seul pilier ne peut pas soutenir une maison.,A single pillar cannot support a house.,proverbs,,,,,,,4,26
,Inkūnda nkúbōnye irutwa n'ínkūnda nkúzirikanye.,L'amour qui persiste même en l'absence est l'amour qui vaut la peine d'être chéri.,The love that lingers even in absence is the love worth treasuring.,proverbs,,,,,,,5,47
,Inkόno ihīra igihe ntíhīrá inzara.,"Ce n'est pas ta faim qui détermine quand la nourriture est prête, mais le temps de cuisson.","It's not your hunger that determines when food is ready, but the cooking time.",proverbs,,,,,,,5,34
,Inkόno mu kwănka irava.,Le premier pas annonce le voyage.,The first step foretells the journey.,proverbs,,,,,,,4,23
,Inkόrakozi ntíburá gushá.,Un voleur habituel connaîtra son jour de jugement.,A habitual thief will meet their day of reckoning.,proverbs,,,,,,,3,25
