File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,"Bahimbaza Imana, bati Ntitwaribwabone bene ibi",Ils louèrent Dieu en disant : Nous n'avons encore jamais vu de pareils,"They praised God, saying, We have never yet seen like these",grammar,,,,,,,5,45
,"Bakame, kubera iki utagisoma?","Bakame, pourquoi ne le lis-tu pas ?","Bakame, why don't you read it?",general,,,,,,,4,29
,Bakamushira ku irembo uko bukeye,Ils le mettaient quotidiennement près de la porte,They put him by the gate daily,grammar,,,,,,,5,32
,"Bakunda gushika bacerewe, Ni co gituma umengo ni ibijuju.","Ils arrivent souvent en retard, c’est pourquoi on dirait qu’ils sont stupides.","They often arrive late, which is why they seem stupid.",general,,,,,,,9,57
,"Bakòóbwa za muragēnda bukêbuké, múrikó muratêmbēra mu gisagára, kukó abahùúngu baca bîbaza kó muríko mwīhūtira imyîtegūro y'úbukwé.","Chères dames, lorsque vous vous promenez dans les rues, prenez votre temps, marchez lentement et gracieusement. Sinon, les hommes potentiels de votre vie pourraient penser que vous êtes déjà en train de préparer votre mariage.","Dear ladies, whenever you stroll down the streets, take your time, walk slowly and gracefully. Otherwise, potential men of your lives might assume you're already preparing for your wedding.",jokes,,,,,,,17,131
,Bapfa iyo mpuzu,Ils se disputent à propos de ces vêtements.,They are arguing about those clothes.,grammar,,,,,,,3,15
,Bapfāna ikí barutwa na bamariraniye ikí.,"La force de la famille réside dans leur soutien, pas seulement dans leur lignée.","The strength of family lies in their support, not just in their bloodline.",proverbs,,,,,,,6,40
,Barabábwīra mwīgé indími mukânka.,"Ils ont dit que nous devrions tous connaître les langues. ","They said we should all focus on languages. ",jokes,,,,,,,4,33
,Baramugenza ngo barabe ko amukiza kw isabato,Ils l'observèrent pour voir s'il le guérirait le jour même.,They watched him that they might see whether he would heal him on the,grammar,,,,,,,7,44
,"Barayogora, bamwe ukwabo abandi ukwabo","Ils criaient, certains seuls et d'autres seuls","They were shouting, some by themselves and others by themselves",grammar,,,,,,,5,38
,Bareke bāzé ní kwo kunēshwa.,Être trop confiant et laisser les ennemis s'approcher sans vérification est une erreur fatale.,Being overconfident and letting enemies approach unchecked is a fatal mistake.,proverbs,,,,,,,5,28
,Bariko bararima,Ils binent,They are hoeing,grammar,,,,,,,2,15
,Bariko bararirimba,Ils chantaient.,They were singing.,grammar,,,,,,,2,18
,Barimwótubíri ní isí ikugabúrira ikakuzīka.,La terre est à la fois un berceau et une tombe.,The earth is both a cradle and a grave.,proverbs,,,,,,,5,43
,Barukwěge yŭgururiye ingwe imutwāra nyina.,Une langue joueuse peut inviter à une leçon douloureuse.,A playful tongue may invite a painful lesson.,proverbs,,,,,,,5,42
,Batānga inká ntíbatāngá Imâna.,"Les gens partagent avec quelques-uns, mais les bénédictions de Dieu sont pour tous.","People share with a few, but God's blessings are for everyone.",proverbs,,,,,,,4,30
,Bazogira ubugeni mu mwaka uza.,Ils vont se marier l'année prochaine.,They are going to get married next year.,general,,,,,,,5,30
,Bazokora ubukwe mu mwaka uza,Ils vont se marier l'année prochaine.,They are going to get married next year.,general,,,,,,,5,28
,Bazokora ubukwe umwaka uza.,Ils vont se marier l'année prochaine.,They are going to get married next year.,general,,,,,,,4,27
clips/sound_proverb/prov029.mp3,Bene vyo nibo bene inambu,"Les riches veulent acquérir de plus en plus de biens, même si cela signifie être injuste envers les pauvres.",Rich people want to get more and more possessions even when it means being unfair to the poor.,proverbs,,,,,,,5,25
,Bigurwa angahe,Combien ça coûte?,How much does it cost?,general,,,,,,,2,14
,Biké bikēhanira abănkana.,"En période de pénurie, les liens de haine se renforcent pour ceux qui ne s'aiment pas.","In times of scarcity, the bonds of hate become stronger, for those who don't like each other.",proverbs,,,,,,,3,25
,Birabujijwe ko umwana uwo ariwe wese ajanwa ku rugamba.,Il est interdit d’amener des enfants au combat.,It is forbidden to bring children into combat.,general,,,,,,,9,55
,Biragahera!,Que ça finisse ! »,May it end!”,grammar,,,,,,,1,12
,"Biragoye cane, rimwe rimwe.","C'est trop dur, parfois.",It's too hard sometimes.,general,,,,,,,4,27
,Biraruhura cane.,C'est très relaxant.,It's very relaxing.,general,,,,,,,2,16
,Biraryoshe,C'est délicieux.,It's delicious.,general,,,,,,,1,10
,Birazimvye cane.,C'est trop cher.,It's too expensive.,general,,,,,,,2,16
,Birazimvye.,C'est trop cher.,It's too expensive.,general,,,,,,,1,11
,Biri n'akanovera.,C'est délicieux.,It's delicious.,general,,,,,,,2,17
,Birihutirwa.,C'est une urgence.,It's an emergency.,general,,,,,,,1,12
,Bisaba tugire ico dukoze ubu nyene.,Nous devons agir maintenant.,We must act now.,general,,,,,,,6,35
,Bisanzwe atariho ari ukwiye kugaruka,S'il n'est pas là tu devrais revenir,If he isn’t there you should come back,grammar,,,,,,,5,36
,"Bontuma i Gitega, nohava ngenda","S'ils m'envoyaient à Gitega, j'irais.","If they would send me to Gitega, I would go.",grammar,,,,,,,5,31
,"Bontuma i Gitega, nohava nkazogenda","S'ils m'envoyaient à Gitega, je commencerais tout de suite",If they would send me to Gitega I would start at once,grammar,,,,,,,5,35
,"Bontuma i Gitega, sinohava ngenda","S'ils m'envoyaient à Gitega, je n'irais pas.","If they would send me to Gitega, I would not go.",grammar,,,,,,,5,33
,Bose bararinzwe.,Tout le monde est en sécurité.,Everyone is safe.,general,,,,,,,2,16
,"Bose baratangara,bituma babazanya",Ils étaient tous étonnés au point de se demander mutuellement”,They were all amazed so that they asked each other”,grammar,,,,,,,3,34
