File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Akabônye umwé gapfa ubúsa.,Un seul témoin donne peu de poids à l'histoire.,A lone witness lends little weight to the tale.,proverbs,,,,,,,4,26
,Akabúra ntikáboneke ní nyina w'úmūntu.,Le départ d'une mère laisse un vide qui ne peut jamais être comblé.,A mother's departure leaves a void that can never be filled.,proverbs,,,,,,,5,38
,Akabāndo k'úbusâza gacībwa kare kakabīkwa kure.,Investissez dans votre santé et votre bien-être pour une vie paisible et heureuse à la vieillesse.,Invest in your health and well-being for a peaceful and happy life in old age.,proverbs,,,,,,,6,47
,Akadátētswé karōtswa.,"Si vous ne pouvez pas passer par la porte, passez par la fenêtre.","If you can't go through the door, go through the window.",proverbs,,,,,,,2,21
clips/sound_proverb/prov011.mp3,Akagabo karaje ukuguru hanze kitwa Imbura mutima.,Un homme qui passe la nuit avec allusion à l'adultère n'a aucun honneur.,A man who spends the night away with allusion to adultery has no honor.,proverbs,,,,,,,7,49
clips/sound_humour/h35.mp3,"Akagomba kaneye mu cibo kati urantunga, mugabo wa mama, ishikanwa ry'umworo n'iryo!","""Ô vénérable, acceptez-moi parmi vos protégés. et mon pauvre don d'allégeance, le voici"", comme disait le chat sauvage en offrant ses crottes déféquées dans un panier !","""O venerable, please accept me among your protégés. and my poor gift of allegiance, here it is"", as the wild cat used to say when offering his droppings defecated in a basket!",jokes,,,,,,,12,83
,Akagôye kōkerezwa akagôri.,"En cas de doute, parlez-en.","When in doubt, talk it out.",proverbs,,,,,,,3,26
,Akamenyēro kăyirāje mu mutégo.,"Se croyant malin, il est tombé dans le piège qu'il avait creusé.","Thinking himself sly, he fell into the pit he dug.",proverbs,,,,,,,4,30
,Akamása kazôcá inká kazivūkámwo.,"Les éléments qui peuvent nuire à un groupe proviennent souvent de l'intérieur, et non de forces externes.","The elements that can harm a group often arise from within, not from external forces.",proverbs,,,,,,,4,32
,Akaméze ku murīzo w'îmbwá gashirwa káwucīye.,Une petite blessure peut devenir une grave infection si elle n'est pas traitée.,A small wound can become a serious infection if not treated.,proverbs,,,,,,,6,44
clips/sound_humour/h34.mp3,Akanyegeri kakorokeye mu mpange kati abenga ni benge jeho ndenguye!,"""J'ai plus que mon compte, mais ça ne t'empêche pas de faire de la bière"", comme disait la fourmi tombée dans le pot !","""I have more than my account, but that does not prevent you to make beer"", as said the ant who had fallen into the jar!",jokes,,,,,,,10,67
clips/sound_humour/h14.mp3,Akanyegeri kanyereye ku manga ngo tweho imisozi yaduhindutse!,"""En ce qui nous concerne, les collines nous tournent le dos"", comme disait la petite fourmi tombée dans un ravin !","""As far as we are concerned, the hills turn their backs on us"", as the little ant who tumbled into a ravine said!",jokes,,,,,,,8,61
clips/sound_humour/h3.mp3,Akanyegeri katwawe n'umuvo kati reka ngende nta wanka iry'abarongozi!,"""Allez, je vous suis, personne ne s'oppose aux ordres de la police"", comme disait la petite fourmi emportée par l'eau d'un ravin !","""Come on, I follow you, no one opposes the orders of the police"", as the little ant said carried away by the water of a gully!",jokes,,,,,,,9,69
clips/sound_proverb/prov007.mp3,Akanyoni katagurutse ntikamenya iyo bweze.,Une personne paresseuse n’est pas consciente des opportunités.,A lazy person is not aware of opportunities.,proverbs,,,,,,,5,42
clips/sound_humour/h43.mp3,Akanyugunyugu gatwawe n'umuyaga kati nsara narirya ntararonka inkorerezi!,"""Sans aucune excitation, j'agissais déjà à la folie"", comme disait le papillon emporté par le vent !","""Without any excitement I was already acting madly"", as the butterfly carried away by the wind said!",jokes,,,,,,,8,73
,Akanyâro mū nyama ní iháha.,L'oppression place quelqu'un là où il ne convient pas.,Oppression places one where they don't fit.,proverbs,,,,,,,5,27
,Akanániye umugabo kananira n'úyŭndi.,Ce qui a échoué pour un homme pourrait échouer pour un autre également.,What failed for one man might fail for another as well.,proverbs,,,,,,,4,36
,Akarago karyāná kamenya nyené ko.,"Là où d'autres trébuchent, les expérimentés marchent avec aisance.","Where others stumble, the experienced walk with ease.",proverbs,,,,,,,5,33
,Akarorero: Uyu mugabo ni munini.,Exemple : Cet homme est grand,Example: This man is tall,general,,,,,,,7,51
,Akaryâna ntíkaryāmánwa.,Ne te repose pas tant que le trouble n'est pas apaisé.,Don't rest until the disturbance is put to rest.,proverbs,,,,,,,2,23
,Akaryôshe ntígahorá mw'ītáma.,Toutes les bonnes choses ont une fin.,All good things must come to an end.,proverbs,,,,,,,3,29
,Akaryôshe ntíkaryá umwé.,"Rien de délicieux n'est mangé par un seul, car la joie est mieux partagée et multipliée en compagnie.","No delicious thing is eaten by only one, for joy is best shared and multiplied in company.",proverbs,,,,,,,3,24
,Akarênganyo sí ak'ŭbu.,L'injustice a toujours existé.,Injustice has always been.,proverbs,,,,,,,3,22
,Akarí kure karya nyené amaguru.,Les courageux s'aventurent vers l'inatteignable et trouvent des récompenses.,The brave venture towards the unreachable and find rewards.,proverbs,,,,,,,5,31
,Akarí kure ntíkabá indâro.,Une maison éloignée n'est pas un vrai foyer.,A distant house isn't a true home.,proverbs,,,,,,,4,26
,Akarí mu rugό ní ko karuvúna.,Un défaut ignoré au sein du groupe finira par le dévaster.,A flaw ignored within the group will eventually devastate it.,proverbs,,,,,,,6,29
,Akarí mū nda y'íngoma kamenywa n'úwayíkanye.,Celui qui a fait le tambour sait ce qu'il y a à l'intérieur.,The one who made the drum knows what is inside.,proverbs,,,,,,,6,44
,Akarí mū nda y'úmugabo gaserurwa n'ákarí mū nda y'úmubĭndi.,"Quand le vin est dedans, les secrets sortent.","When the wine is in, the secrets come out.",proverbs,,,,,,,9,59
,Akarí mū ndyá ní yo ndyá.,L'estomac vide n'a pas de choix.,The empty stomach has no choice.,proverbs,,,,,,,6,25
,Akarími kakurésha sí ko kakurŏngora.,Tous les prétendants ne sont pas destinés à être des époux.,Not every suitor is destined to be a spouse.,proverbs,,,,,,,5,36
,Akarúta akăndi karakamira.,"Dans la cour de la force, les puissants ont le pouvoir.","In the court of strength, the powerful hold sway.",proverbs,,,,,,,3,26
,Akarēnge kajá iyó kavūká ntígahāndwá.,"En rentrant chez soi après un long voyage, les difficultés rencontrées semblent insignifiantes.","When returning home after a long trip, the hardships faced seem insignificant.",proverbs,,,,,,,5,37
,Akarēnge mu gusēzera kānka gukānda isí.,Les adieux ne sont jamais faciles.,Farewells are never easy.,proverbs,,,,,,,6,39
clips/sound_proverb/prov024.mp3,Akataretse kaba gasema.,"Si un événement étrange continue de se produire, c’est de mauvais augure.","If a strange happening keeps occurring, it is a bad omen.",proverbs,,,,,,,3,23
,Akatári nk'ákăndi aba arí ishano.,Le mouton noir du troupeau est souvent vu comme le fauteur de troubles.,The black sheep in the flock is often seen as the troublemaker.,proverbs,,,,,,,5,33
,Akatávugá ntígahēndá akavúga.,"Une pierre peut être ancienne, mais elle n'a pas la sagesse d'un esprit vivant.","A stone may be ancient, but it holds no wisdom compared to a living mind.",proverbs,,,,,,,3,29
,Akayabu gahiga imbeba.,Le chat chasse une souris.,The cat chases a mouse.,general,,,,,,,3,22
,Akayabu karahiga imbeba.,Le chat chasse une souris.,The cat chases a mouse.,general,,,,,,,3,24
,Akayabu karyamye ku ntebe.,Le chat dort sur le canapé.,The cat is sleeping on the sofa.,general,,,,,,,4,26
