File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
clips/sound_humour/h47.mp3,Ifundi bayikubise inkoni umunani iti reka izo niko ndeha!,"""Assez ! Vos longueurs de baguette sont à ma taille"", comme disait le rouge-gorge fustigé à huit coups !","""Enough! Your baguette lengths are just my size"", as the robin who had been castigated eight blows said!",jokes,,,,,,,9,57
clips/sound_humour/h24.mp3,Ifundi irwaye impanga iti nahora ndi muto narirya none naho ubu ntivyunyutse!,"""Ma taille est et a toujours été minuscule et mon grossissement actuel ne me rend pas plus imposant"", comme disait le rouge-gorge, accablé d'une hernie !","""My size is and has always been tiny and my current increase does not make me more imposing"", as the robin said, burdened with a hernia!",jokes,,,,,,,12,77
clips/sound_humour/h4.mp3,Ifundi itembanywe n'umuvo iti ndi ku mirimo y'ibwami iyo bandoresha sinanka!,"""Je ne refuse pas d'aller là où on m'envoie, ne suis-je pas au service de la royauté ?"", comme disait le rouge-gorge, entraîné par l'eau d'un ravin !","""I don't refuse to go where I'm being sent, Am I not in the service of royalty?"", as the robin said, driven by the water of a gully!",jokes,,,,,,,11,76
clips/sound_humour/h41.mp3,"Ifundi yugamye musi y'igitikatika amama y'imvura ngo pa pa pa, nayo iti nari bwabe umwami ntaravugirwa n'ingoma!","""Sans le tambour qui battait en mon honneur, je n'aurais pas été roi."", comme disait le rouge-gorge abrité sous une colocase de feuilles où tambourinaient les gouttes de pluie !","""Without the drum beating in my honor I would not have been king."", as said the robin sheltered under a leaf colocase where raindrops drummed!",jokes,,,,,,,17,112
,Ifí ntímenyá ikirâza ishîngá urusěnga.,La grenouille n'est pas consciente de l'approche du serpent.,The frog is not aware of the snake's approach.,proverbs,,,,,,,5,38
,Ifí yāma mu mâzi ikāmana inyôta.,"Même dans l'abondance, le cœur peut rester insatisfait.","Even with abundance, the heart can remain unsatisfied.",proverbs,,,,,,,6,32
,Ifúku itāzí agaheza ishōra agatwé ku mushíbuká.,Ceux qui ignorent les conséquences jouent avec leurs causes.,Those unaware of the consequences play with their causes.,proverbs,,,,,,,7,47
,Igabo rigira uwĭyubakiye.,La vraie fierté est réservée à ceux qui sont autosuffisants.,True pride is reserved for those who are self-sustaining.,proverbs,,,,,,,3,25
,Igera ntíritegá imvubú.,Un hameçon ne fait pas le poids face à la force d'un hippopotame.,A fish hook is no match for a hippo's strength.,proverbs,,,,,,,3,23
,Igice cambere kiraheze.,Fin de la première partie,End of the first part,general,,,,,,,3,23
,Igiharuro kabanga sico.,Le mot de passe est incorrect.,The password is incorrect.,general,,,,,,,3,23
,"Igihe abashitsi bazozira, tuzoba twiteguye","Quand les visiteurs viendront, nous serons prêts","When the visitors come, we will be ready",grammar,,,,,,,5,42
,Igihe caheze kiri inyuma yacu.,Le passé est derrière nous.,The past is behind us.,general,,,,,,,5,30
,Igihe cimbeho ni kirekire kandi kirakanye,L'hiver est long et froid.,Winter is long and cold.,general,,,,,,,6,41
,Igihe cöse ndāvyé mū ngodo yānje ntā na kímwe mboná.,"Chaque fois que je regarde dans mon portefeuille, je ne vois rien.","Every time I peer into my wallet, it seems like there's nothing to see.",jokes,,,,,,,10,52
,Igihe mutangura igikorane nzoba naje,"Quand tu commenceras la réunion, je serai venu","When you start the meeting, I will have come",grammar,,,,,,,5,36
,Igihe mwaje i wacu twakora mu murima,"Quand tu es venu chez nous, nous travaillions dans le jardin",When you came to our place we were working in the garden,grammar,,,,,,,7,36
,"Igihe mwasohotse mw'ishuri, mwari bangahe?","Quand vous avez terminé vos études, combien étiez-vous ?","When you graduated from school, how many were you?",grammar,,,,,,,5,42
,Igihere giheza umugabo mū nzu.,Même un petit problème peut pousser un homme à chercher la solitude pour éviter les questions.,Even a tiny problem can make a man seek solitude to avoid inquiries.,proverbs,,,,,,,5,30
clips/sound_humour/h48.mp3,Igihimbi bagiciye umurizo kiti ni ukuri ikitambabaje ni ico!,"""En vérité, je m'en fiche."", comme disait le serval dont la queue avait été coupée !","""In truth, I don't care."", as said the serval whose tail had been cut off!",jokes,,,,,,,7,58
clips/sound_humour/h30.mp3,"Igihimbi bagikubitiye mu bigori kiraheza kiraboroga kiti jewe Sagihimbi umwaka utaha ukuntu, sinari bwakubitirwe mu bigori!",""" Moi, maître Serval, c'est mon festin ; jamais auparavant je n'avais été frappé au milieu d'un champ de maïs "", gémit le serval après avoir reçu un dégel au milieu du maïs !","""I, Master Serval, this is my feast; never before had I been hit in the middle of a cornfield,"" groaned the serval after receiving a thaw among the corn!",jokes,,,,,,,16,123
,Igihugu batansaba urupapuro kugira ndekurirwe kuhaba,Le pays ou on me demande pas un document pour pouvoir rester,The country where I am not asked for a document to be able to stay,general,,,,,,,6,52
,Igihugu gitegerezwa kwitaho umuryango.,La nation doit prendre soin de la famille.,The nation must take care of the family.,general,,,,,,,4,38
,Igikanyisha kiragaragara.,Le frigo est vide.,The fridge is empty.,general,,,,,,,2,25
clips/sound_humour/h11.mp3,Igikembekembe gifashe rwungere mu nyo kiti i Nyamiyaga haratashwe!,"""Le pays des vents est bien fréquenté"", comme disait l'herbe acérée en blessant un oiseau berger dans le derrière !","""The land of the winds is well frequented"", as the sharp grass said by injuring a shepherd bird in the behind!",jokes,,,,,,,9,67
clips/sound_humour/h31.mp3,Igikere bakijuguniye inyuma y'urugo kiti injugujugu iy'iba itavuna umugongo yunguruza!,"""Si cette trajectoire ne risque pas de me casser le dos, c'est certainement un moyen rapide de se déplacer"", comme le disait le crapaud qui avait été projeté derrière le corral !","""If this trajectory did not risk breaking my back, it is certainly a fast way to get around"", as the toad that had been thrown behind the corral said!",jokes,,,,,,,10,86
clips/sound_humour/h32.mp3,Igikere bakirengeje urugo kiti ugusimba iyo kutaba kwaca umugongo kwaca intaho!,"""Si cette façon de sauter ne risquait pas de me casser les reins, ce serait une excellente façon de rentrer à la maison."" comme disait le crapaud qui avait été jeté sur le corral !","""If this way of jumping did not risk breaking my kidneys, that would be a great way to get home."" as the toad that had been thrown over the corral said!",jokes,,,,,,,11,79
clips/sound_humour/h28.mp3,"Igikere cambaye uruyonga kiti nzira ico mparaye, nzohava mvunika!","""Je risque de me casser un membre car la nouveauté ne me convient pas"", dit la grenouille après avoir enfilé sa jupe !","""I'm likely to break a limb for novelty does not suit me"", said the frog after putting on her skirt!",jokes,,,,,,,9,65
clips/sound_humour/h7.mp3,Igikobekobe cavuye hejuru cikubita hasi kiti nkambura umwana wanje nkaba ngisubira hejuru!,"""Malheur à moi si jamais je retourne là-haut"", comme disait la Feuille de ficus tombant du haut de l'arbre sur le sol !","""Woe to me if I ever go back up there"", as the ficus Leaf said falling from the top of the tree onto the ground!",jokes,,,,,,,12,90
,Igikomere giteba ikiza,un ulcère qui tarde à guérir,an ulcer that is slow to heal,grammar,,,,,,,3,22
,Igikéburwa nticûmve ní imbwá kw'īgúfa.,Un chien qui mange un os n'entend aucun appel.,"While eating a bone, a dog hears no call.",proverbs,,,,,,,5,38
,Igipapuro civyo gusuma kiri kumeza.,La liste de courses est sur la table.,The shopping list is on the table.,general,,,,,,,5,35
,Igisânīrá gica umwāno ishíga ryîkoreye.,Un parent peut parfois se comporter de manière désagréable.,A relative can occasionally behave in ways that are disagreeable.,proverbs,,,,,,,5,39
,Igisúma ní igifáshwe.,Le vrai voleur est démasqué lorsqu'il est pris la main dans le sac.,The true thief is exposed when caught red-handed.,proverbs,,,,,,,3,21
,Igitabu kiri ku meza,Le livre est sur la table.,The book is on the table.,general,,,,,,,4,20
clips/sound_proverb/prov003.mp3,Igiti umuntu aturira ntakirangamiza.,On n'est pas censé avoir des pensées lubriques pour ce à quoi on n'a pas droit.,One is not supposed to have lustful thoughts for what one has no right to.,proverbs,,,,,,,4,36
,Igitíka mu mapfá cīyita Bāndyabângaya.,"Pendant la famine, les gens consomment des choses qu'ils n'apprécient même pas.","During famine, people consume things they don't even enjoy.",proverbs,,,,,,,5,38
,Igitó gita uwagíkōye ntígitá uwakívyāye.,"Une femme insensée peut quitter son homme, mais jamais ses parents.","A foolish woman might part ways with her man, but never with her parents.",proverbs,,,,,,,5,40
,Igitúma s’íkìíndi nūkó dushāká kó abâna bâcu bazôsânga zârahéze.,la raison est simple : nous voulons que nos enfants naissent dans un monde où il n'y a plus d'alcool.,the reason is simple: we want our kids to be born into a world where there's no more alcohol.,jokes,,,,,,,9,64
,Igurwa angahe ?,Combien ça coûte?,How much does it cost?,general,,,,,,,3,15
,Igípfa câbúriwe ní impōngo.,Un idiot peut tomber dans un piège malgré l'avertissement.,A fool can stumble into a trap despite the warning.,proverbs,,,,,,,4,27
,Igíti căgukoze mu jîsho cāma gíhiritse.,"Après une erreur, restez vigilant, répéter les mêmes causes conduit aux mêmes conséquences.","After stumbling from a mistake, stay vigilant, repeating the same causes leads to the same outcomes.",proverbs,,,,,,,6,39
,Igíti cīkwîje amáhwa gitēra inkēnde amakēnga.,Un arbre plein d'épines rend les singes méfiants.,A tree full of thorns leaves monkeys suspicious.,proverbs,,,,,,,6,45
,Igíti cīswé ingoma ntikibāzwá.,"Un tambour reste toujours un tambour, il ne peut pas être transformé en autre chose.","A drum always remains a drum, it cannot be transformed into something else.",proverbs,,,,,,,4,30
,Igíti cīswé umwâna ntígicānwá.,"Pendant les conflits, assurez-vous que le bien-être des enfants est protégé.","During conflicts, ensure the well-being of children is safeguarded.",proverbs,,,,,,,4,30
,Igíti cūmyé cēgamira kibísi.,"À l'ombre de la jeunesse, la vieillesse trouve le repos.","In the shade of youth, old age finds rest.",proverbs,,,,,,,4,28
clips/sound_proverb/prov005.mp3,Igíti kigorōrwa kíkiri gitó.,Un arbre se redresse alors qu’il est encore jeune.,A tree is straightened while it is still young.,proverbs,,,,,,,4,28
,Igíti kigwa iyό gihēngámiye.,"Comme l'arbre penche, ainsi il tombera.","As the tree leans, so shall it fall.",proverbs,,,,,,,4,28
,Igíti kimwé ntíkibá ishāmba.,Un seul arbre ne peut créer une forêt.,A single tree cannot create a forest.,proverbs,,,,,,,4,28
,Igíti kirakúrira mu babāji.,"Tout comme un charpentier compétent peut transformer un simple morceau de bois en chef-d'œuvre, les conseils des experts peuvent nous aider à dépasser notre potentiel initial.","Just like a skilled carpenter can turn an ordinary piece of wood into a masterpiece, the guidance of experts can help us excel beyond our initial potential.",proverbs,,,,,,,4,27
clips/sound_proverb/prov025.mp3,Ijambo rigukunze riguma mu nda.,Il ne faut pas prononcer de gros mots.,Bad words should not be spoken.,proverbs,,,,,,,5,31
,Ijana ntíryānká mu rĭndi.,On ne peut jamais avoir trop d'une bonne chose.,You can't have too much of a good thing.,proverbs,,,,,,,4,25
,Ijoro ritanga impanuro.,La nuit porte conseil.,The night brings advice.,general,,,,,,,3,23
,Ijoro ryiza.,Bonne nuit.,Good night.,general,,,,,,,2,12
,Ijwi ry'Imikuba y'amazi riraruhura.,Le son des vagues est apaisant.,The sound of the waves is calming.,general,,,,,,,4,35
,Ijwi ry'imikuba riraruhura,Le son des vagues est apaisant.,The sound of the waves is calming.,general,,,,,,,3,26
,Ijîsho Nyawĭkwēgera riha abakwé ibinóko.,Rejeter tous ceux qui approchent peut laisser une femme seule à la fin.,Rejecting all who approach may leave a woman alone in the end.,proverbs,,,,,,,5,40
,Ijîsho riguséma n'írigúhēzagira ntákanurá kumwé.,"Un œil bénissant brille de gentillesse, tandis qu'un œil maudit lance des éclairs de malveillance.","A blessing eye shines with kindness, while a cursed eye glares with malice.",proverbs,,,,,,,5,48
,Ijîsho rigēnzwá n'ákăndi rigushīma akêmo.,"Dans la poursuite de leurs objectifs, les gens peuvent vous couvrir d'éloges, même mineurs, pour gagner vos faveurs.","In the pursuit of their objectives, people may shower you with praise, no matter how minor, to gain your favor.",proverbs,,,,,,,5,41
,Ijîsho ry'úwŭndi ntírigushĭmira umugeni.,Les yeux des autres ne peuvent apprécier la beauté de votre femme.,The eyes of others cannot appreciate the beauty of your wife.,proverbs,,,,,,,4,40
,Iki gikorwa kirarambira.,Ce travail est ennuyeux.,This job is boring.,general,,,,,,,3,24
,Iki gitabo ni rwanje,Ce livre est à moi,This book is mine,grammar,,,,,,,4,20
,Iki gitoke ni ic’iwanje,Ce bananier est à moi,This banana tree is mine,grammar,,,,,,,4,23
,"Iki gitōke n amafaranga íbihūmbi bibiri gusa bòósi, Dātá : Uwòóguha amajana atatu ntíwōyarya ??","Ceci ne coûte que deux mille francs, patron.""
Mon père : ""deux cent francs suffisent pour toi.""","These only cost two thousand francs, boss.

My dad: ""BIF two hundred is enough for you.""",jokes,,,,,,,14,81
,Iki ni igihere.,Ceci est un punaise de lit.,This is a bedbug.,vocabulary,,,,,,,3,15
,Iki ni igitabo.,Ceci est un livre.,This is a book.,vocabulary,,,,,,,3,15
,Iki ni igitunguru.,Ceci est un oignon.,This is a onion.,vocabulary,,,,,,,3,18
,Iki ni ikijumbu.,Ceci est un patate douce.,This is a sweet potato.,vocabulary,,,,,,,3,16
,Iki ni ikirahuri.,Ceci est un verre.,This is a glass.,vocabulary,,,,,,,3,17
,Ikibikamuriro kiragaragara.,La batterie est faible.,The battery is low.,general,,,,,,,2,27
,Ikibwîrwa ní icŭmva icěrekwa ní ikibóna.,"Quand les sages vous donnent des conseils, écoutez et suivez.","When the wise give you advice, listen and follow.",proverbs,,,,,,,6,40
,Ikigútwāye umutíma ní co kigutwăra agatwé.,Une préoccupation qui vous tient à cœur peut conduire à votre perte.,A preoccupation that holds your heart can lead to your demise.,proverbs,,,,,,,6,42
,Ikimúga gisūmba imvá.,Mieux vaut un moineau vivant qu'un aigle empaillé.,Better a live sparrow than a stuffed eagle.,proverbs,,,,,,,3,21
,Ikimúga gitāmba cânyôye.,Le pouvoir de l'alcool peut faire danser n'importe qui sans retenue.,The power of alcohol can make anyone dance with abandon.,proverbs,,,,,,,3,24
