File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Amajambo mashasha y’Ikirundi aravuka,les Nouveaux mots Kirundi naissent,New Kirundi words are born,general,,,,,,,4,36
,"Amakenga aba menshi, aca yiva inyuma ahenura urugi, arinjira.Asanga ibirago biriko birasha, urusenge narwo rugira rufatwe.","Les doutes prennent le dessus,puis il prend tout ces forces et poussant la porte, dès l'entrée il voit le tapis qui prenait feu et le toit etait sur le point de prendre le feu.","Doubts take over, then he takes all his strength and pushes the door, as soon as he enters he sees the carpet catching fire and the roof was about to catch fire.",general,,,,,,,16,122
,Amakúru atarímwo umukúru yāma arí amazímwe.,L'histoire est solide quand elle est confirmée par une voix officielle.,The story is solid when it echoes from the official voice.,proverbs,,,,,,,6,43
,Amanyáma arasara ntásabá.,L'arrogance disparaît face au besoin.,Arrogance disappears in the face of need.,proverbs,,,,,,,3,25
,Amanyáma atērwa n'ágashămbara.,L'arrogance est une ombre de prospérité qui disparaît avec l'adversité.,Arrogance is a shadow of prosperity that disappears with adversity.,proverbs,,,,,,,3,30
,Amarira ní umuheto w'úruhînja.,Les larmes sont le moyen pour un bébé d'exprimer ses besoins.,Tears are a baby's way of expressing needs.,proverbs,,,,,,,4,30
,Amarára ntágurá inyama.,Un désir excessif n'aboutit pas toujours à des résultats favorables.,Excess desire doesn't always lead to favorable outcomes.,proverbs,,,,,,,3,23
,Amaráso ava mu ruguma.,Une blessure libérera toujours du sang.,A wound will always release blood.,proverbs,,,,,,,4,22
,Amasabo aguma nk'ámabuye.,Demander de l'aide peut être une tâche redoutable.,Requesting assistance can be a daunting task.,proverbs,,,,,,,3,25
,Amasabo akwănkiye arāba imirázi.,Les signes d'échec apparaissent souvent dès le début.,The signs of failure often appear from the very beginning.,proverbs,,,,,,,4,32
,Amasabo arakíza.,Chercher de l'aide est la clé pour surmonter les défis.,Seeking help is the key to overcoming challenges.,proverbs,,,,,,,2,16
,Amasabo arîca.,Toujours s'appuyer sur les autres peut entraver la croissance personnelle.,Always leaning on others can hinder personal growth.,proverbs,,,,,,,2,14
,Amashure matoya atunganijwe mu myaka itandatu,L'école primaire est organisé  en six ans,Primary school is organized in six years,general,,,,,,,6,45
,Amashure yisumbuye,Écoles secondaires,Secondary schools,general,,,,,,,2,18
,Amashurwe ni meza.,Les fleurs sont belles.,The flowers are beautiful.,general,,,,,,,3,18
,Amasé ya kêra ntáhomá urutaro.,Les coutumes du passé ne correspondent plus aux comportements d'aujourd'hui.,The customs of the past no longer align with the behaviors of today.,proverbs,,,,,,,5,30
,Amasîndé y'înkúmi ntárārá.,Un champ dégagé d'une jeune fille ne reste pas inactif longtemps.,A cleared field of a young maiden doesn't stay idle for long.,proverbs,,,,,,,3,26
,Amasūnzu sí amasáka.,Ne tirez pas de conclusions basées sur l'apparence.,Don't jump to conclusions based on looks.,proverbs,,,,,,,3,20
,Amatwí yūmva icó umutíma ushasháye.,"Nous ne voyons pas les choses telles qu'elles sont, nous les voyons telles que nous sommes.","We don't see things as they are, we see things as we are.",proverbs,,,,,,,5,35
,Amaté mabí ní ayagîye gusa.,Même une petite portion vaut mieux que le vide complet.,Even a small portion is better than complete emptiness.,proverbs,,,,,,,5,27
,Amatégeko aremēra nk'ámabuye.,Les lois sont aussi rigides que les montagnes.,Laws are as rigid as mountains.,proverbs,,,,,,,3,29
,Amavuta ayamusuka ku mutwe,Elle lui a versé de l'huile sur la tête,She poured the oil on his head,grammar,,,,,,,4,26
,Amayira y'íshāmba amenywa n'îmêndé.,"Pour gagner en perspicacité, apprends de ceux qui ont vu la vue.","To gain insights, learn from those who have seen the view.",proverbs,,,,,,,4,35
,"Amaze gutaha, yabonye abashitsi","Lorsqu'il fut rentré chez lui, il vit les visiteurs.",When he had gone home he saw the visitors.,grammar,,,,,,,4,31
,"Amaze imisi mirongwine yisonzesheje, abona gusonza",Il a jeûné pendant 40 jours et puis il a eu faim,He fasted for 40 days and then he was hungry,grammar,,,,,,,6,50
,"Amaze kuvuga artyo, aduzwa babona","Après avoir parlé ainsi, il fut repris, ils le voyant",Having spoken thus he was taken up they seeing it,grammar,,,,,,,5,33
,Amazi arakanye.,L'eau est froide.,The water is cold.,general,,,,,,,2,15
,Amazi asa neza,L'eau est très propre.,The water is very clean.,general,,,,,,,3,14
clips/sound_proverb/prov016.mp3,Amazi masabano ntamara imvyiro.,Travailler dur est plus gratifiant que de dépendre de l’aumône.,Working hard is more rewarding than depending on handouts.,proverbs,,,,,,,4,31
,Amazi ni meza.,L'eau est très propre.,The water is very clean.,general,,,,,,,3,14
,Amazina yawe ni ayahe?,Quel est votre nom?,What is your name?,general,,,,,,,4,22
,Amenya neza adakekeranya yukw ico yasezeranye ishobora no kugikora,"Il savait bien, sans douter, que ce qu'il avait promis, il était également capable de le faire.",He knew well without doubting that that which he had promised he was able also to do,grammar,,,,,,,9,66
,Amáta y'ûmwôro ní umúfa.,"Dans le silence de la solitude, une voix douce est une musique pour les oreilles.","In the silence of loneliness, a soft voice is music to the ears.",proverbs,,,,,,,4,24
,Amâso arasuma arí kure.,"Même à distance, les yeux peuvent faire un achat.","Even from a distance, eyes can make a purchase.",proverbs,,,,,,,4,23
,Amâso y'íbikére ntábuzá abavôma.,"Vos actions vous appartiennent, indépendamment de l'opinion des autres.","Your actions are yours to choose, regardless of others' opinions.",proverbs,,,,,,,4,32
,Amâso y'ύwŭndi ntágushĭmira umugeni.,Personne ne peut pleinement saisir la beauté de ta femme comme toi.,No one can fully grasp the beauty of your wife like you do.,proverbs,,,,,,,4,36
,Amâzi arashûha ntíyībágira i bŭmbehó.,"Pendant que vous atteignez de grandes hauteurs, ne perdez pas de vue vos origines et ceux qui vous ont soutenu.","While you achieve great heights, don't lose sight of your origins and the ones who supported you.",proverbs,,,,,,,5,37
,Amâzi asūmira ku mabuye.,L'eau crée du bruit ou du son lorsqu'elle rencontre des obstacles comme des pierres sur son chemin.,Water creates noise or sound when it encounters obstacles like stones in its path.,proverbs,,,,,,,4,24
,Amâzi iyό abāyé maké aharirwa impfîzi.,"En période de pénurie, les plus forts s'accaparent tout.","In times of scarcity, the strongest claim it all.",proverbs,,,,,,,6,38
clips/sound_proverb/prov016.mp3,Amâzi masabano ntámará imvyíro.,Travailler dur est plus gratifiant que de dépendre de l’aumône.,Working hard is more rewarding than depending on handouts.,proverbs,,,,,,,4,31
,Amênyo aragutwēnga arí ayâwé.,"Dans certaines situations, on peut trouver de l'humour en examinant comment on a pris une certaine décision malheureuse.","In certain situations, you can find humor in examining how you made a certain unfortunate decision.",proverbs,,,,,,,4,29
,Amênyo araryâna kăndi yêra.,Des dents blanches peuvent cacher une douleur invisible.,White teeth may hold unseen pain.,proverbs,,,,,,,4,27
,Amênyo aratwēnga asíze intîmba mū nda.,Un visage joyeux peut cacher un cœur tourmenté.,A cheerful face may mask a troubled heart.,proverbs,,,,,,,6,38
,Amîshitso y'úmugeni yōza inkόno icūmbá.,Son comportement est particulièrement agréable lorsqu'elle vient de se marier.,Her behavior is especially pleasant when she's just married.,proverbs,,,,,,,5,39
,Amôsozi y'úmugabo atēmba ája mū nda.,Les larmes de l'homme tombent dans le puits de son cœur.,Man's tears fall into the well of his heart.,proverbs,,,,,,,6,36
,Amûnguranká ní yo mazíkēsha.,"Gardez les yeux ouverts, ce qui est bénéfique aujourd'hui peut devenir un fardeau demain.","Keep your eyes open, what's beneficial today can become a burden tomorrow.",proverbs,,,,,,,4,28
,Amēru y'úmukwé amara indŏngoranywa.,"Lorsque l'irresponsabilité et la cupidité se combinent, un homme peut épuiser ses ressources avant de remplir leur objectif initial.","When irresponsibility and greed combine, a man might exhaust his resources before fulfilling their original purpose.",proverbs,,,,,,,4,35
,Arabimenyesha mw’ijambo ashikiriza abanyagihugu.,Il va l'annoncer dans son discours au peuple.,He will announce it in his speech to the people.,general,,,,,,,4,48
,Araciye ubwenge gose.,Elle est très intelligente.,She is very intelligent.,general,,,,,,,3,21
,Araciye ubwenge.,Elle est très intelligente.,She is very intelligent.,general,,,,,,,2,16
,Arafata za Vitamini.,Elle prend des vitamines.,She takes vitamins.,general,,,,,,,3,20
,Aragapfa!,Laissez-le mourir,Let him die,grammar,,,,,,,1,9
,Arakora ikinga.,Il répare la bicyclette.,He repairs the bicycle.,general,,,,,,,2,15
,Arakora imyimenyerezo kenshi gashoboka,Il fait du sport régulièrement.,He exercises regularly.,general,,,,,,,4,38
,Arakora imyimenyerezo yo kwigorora.,Elle fait du yoga.,She does yoga.,general,,,,,,,4,35
,Arandika ibaruwa.,Elle écrit une lettre.,She writes a letter.,general,,,,,,,2,17
,Ararwaye,Il est malade,He is ill,grammar,,,,,,,1,8
,Aratwara imodoka,Il conduit une voiture.,He drives a car.,general,,,,,,,2,16
,Aratwara umuduga.,Il conduit une voiture.,He drives a car.,general,,,,,,,2,17
