File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,Mwìígīsha: Korēsha amaherá mu ryùúngāne.,Le professeur a dit : Utilisez argent dans une phrase.,The teacher: Use Money in a sentence.,jokes,,,,,,,7.0,45.0
,Māwé yambwîye ati: Kubêra ikí utāzí ubwênge nka bárya bâna bó kwā Mátayó?,Ma mère : Pourquoi n'es-tu pas aussi intelligent que les enfants de Mathieu ?,My mom: Why are you not smart like those kids of Mathew?,jokes,,,,,,,14.0,75.0
,Nawé ati : Ncīré umuceri?,Lui : Recracher le riz ?,Him: Spit out the rice?,jokes,,,,,,,6.0,27.0
,Nyina wa Bella : Urāmbwīra ncūmbé butó nìímba udáharí,Mère de Bella : Préviens-moi tôt pour que je puisse préparer moins de nourriture.,Bella's mom: Tell me early so I can prepare less food.,jokes,,,,,,,10.0,55.0
,Nàánje nca nsānga namwīshuye nti : Wehó kó utūgúrutse mu mutwé nka nyina wa Dylan?,Moi : Pourquoi n'es-tu pas aussi cool que la maman de Dylan ?,Me: Why are you not cool like Dylan's mom?,jokes,,,,,,,16.0,84.0
,Nàátwe tuti : Inywa amâzi bàási ! Nawé ati: Ndawuyòóngēshe ?,"Nous : Eh bien, alors, bois de l'eau ! Lui encore : Je veux pas le diluer ?","Us: Well, then, wash it down with water! Him again: Do you want me to dilute it?",jokes,,,,,,,12.0,63.0
,"Sé wîwé: Oyaa, ivyo ntívyōshoboka kukó uryá ní Māwé wānje.","Son père : Non, ce n'est pas possible, car c'est ma maman.","His Dad: No, that's not possible, because she is my mom.",jokes,,,,,,,11.0,60.0
,Turōngera tuti: Wumire bàási.,"Nous encore : D'accord, avale-le !","Us again: Alright, swallow it!",jokes,,,,,,,5.0,31.0
,Ubu tuvugána ndāye kwa bā Dylan.,Maintenant je crois que je vais passer la nuit chez Dylan.,Now I'm spending the night to Dylan's house.,jokes,,,,,,,7.0,33.0
,Umufaràánsa: Urakóze cāne.,Un Français : Merci bien.,A French person: Thank you very much.,jokes,,,,,,,4.0,27.0
,Umugēnzi: Do do do.,"Ami : Toc, toc, toc.","Friend: Knock, knock, knock.",jokes,,,,,,,5.0,22.0
,Umugēnzi: Ni jēwé kīntu cā mbere ukūndá mu buzima bwāwe.,"Ami : C'est moi, la chose que tu aimes le plus dans la vie.","Friend: It's me, the number one thing you mostly like in life.",jokes,,,,,,,11.0,57.0
,"Umukòóbwa: Oya núkurí, Jēwé nkorēsha vaseline gusa.","Une fille : Non, j'utilise seulement de la Vaseline.","A girl: No, I only use Vaseline.",jokes,,,,,,,8.0,52.0
,Umunyâmēriká: Urakóze.,Un Américain : Merci.,An American: Thank you.,jokes,,,,,,,3.0,23.0
,"Umunyêshùúre : Ntayo mfisé nōkorêsha, ndakenye.","L'élève a répondu : ""Je n'ai pas d'argent à utiliser je suis fauché.""",The student: I don't have any money to use I am broke,jokes,,,,,,,7.0,49.0
,Umunyêshùúre nawé arōngera ati: Nōné kubêra ikí wāmá udúhana iyó tutākozé devoir?,"L'élève répliqua : ""Alors pourquoi nous punissez-vous toujours chaque fois que nous n'avons pas fait nos devoirs ?""",The student: So why do you always punish us whenever we haven't done the homework?,jokes,,,,,,,13.0,83.0
,Umunyêshùúre yabájije umwìígīsha wîwé ati: Umūntu arashóbora guhanirwa icó atākozé?,"Un élève demanda à son professeur : ""Est-ce que quelqu'un peut être puni pour quelque chose qu'il n'a pas fait ?""",A student inquired of their teacher: Can someone be punished for something they haven't done?,jokes,,,,,,,11.0,85.0
,Umurùúndi: Indé ??,"Un Burundais : ""Qui ? Moi ?""",A Burundian: Who? Me?,jokes,,,,,,,4.0,20.0
,Umurùúndi: Ushāka uyàánsubize?,Réponse burundaise : Tu veux me rembourser ?,Burundians: Do you want to cash me back?,jokes,,,,,,,4.0,32.0
,"Umwâna : Hèé Dàá, nūmva nkûnda nyòókuru göse, niwé nshāká kó tuzôkóra ubukwé","Enfant : Hé Papa, j'aime vraiment beaucoup Mamie, je veux qu'elle soit ma femme.","Kid: Hey Dad, I really love grandma a lot, I want her to be my wife.",jokes,,,,,,,14.0,78.0
,Umwâna : Nōné wewé Kó watwâye Māwé wānje ?,"Enfant : Mais toi aussi, tu as épousé ma maman?",Kid: But you also married my mom?,jokes,,,,,,,10.0,45.0
,Umwìígīsha nawé ati: Oya.,Le professeur répondit : Non.,The teacher replied: No.,jokes,,,,,,,5.0,26.0
,"Veterinêri: Umūntu amvuníra umugeto, ntā yìíndi nyama nōmuhá.",Grilladin : Celui qui casse mes tiges n'aura plus de viande.,Griller: The one who breaks my skewers won't get any meat anymore.,jokes,,,,,,,9.0,63.0
,Aba màáma b’ábarùúndi baratāngāje núkurí.,Les mamans burundaises sont vraiment spéciales. ,Burundian moms are truly unique.,jokes,,,,,,,5.0,41.0
,"Aba màáma b’ábarùúndi nûbwó wōbabwìíra kó wīgá mu wa gátāndátu ufíse imyâka 18
bāma bágira bati :""Urayajānyē!"" cânké ngo ""Uyahejeje ukíri mutó""","Les mamans burundaises, imaginez avoir 18 ans et leur dire que vous êtes sur le point de terminer l'école primaire. Leur réponse ? 'Wow, tu es sur le point de terminer ton marathon académique,' ou 'Finir à un si jeune âge, n'es-tu pas un prodige ?","Burundian moms, imagine being 18 and telling them you're about to finish primary school. Their response? 'Wow, you're on the brink of completing your academic marathon,' or 'Finishing at such a tender age, aren't you a prodigy?",jokes,,,,,,,22.0,143.0
,"Aba màáma b’ábarùúndi ubábwīye uti : ""Ufise Umwâna mwīzáa.""
Nyina wîwé rēró : ""Yōooo asa na sé.""","Si tu dis aux mamans burundaises, 'Tu as un beau bébé.'
La grand-mère : 'Ohhh vraiment ? Il ressemble à son père.'","If you tell Burundian moms, 'You have a beautiful baby.'
The grandmother: 'Ohhh really? He looks like his father.'",jokes,,,,,,,17.0,96.0
,Ababwira ijambo ry’Imana mu migani myinshi imwe n’iyo,Il leur dit la parole de Dieu dans de nombreuses paraboles identiques à celles,He told them the word of God in many parables the same as those,grammar,,,,,,,8.0,53.0
clips/sound_proverb/prov048.mp3,Ababwiriza benshi barashisha mu jisho.,Vous ne pouvez pas suivre beaucoup de prédicateurs,You cannot follow many preachers,proverbs,,,,,,,5.0,38.0
,Abadápfūyé barabónana.,Les chemins des vivants finiront par se croiser à nouveau.,The paths of the living will eventually cross again.,proverbs,,,,,,,2.0,22.0
,Abagabo bahūrira mu cêro ntíbahūríra mu cîbo.,"Pour des conversations significatives, rassemblez-vous dans l'endroit ouvert désigné, pas autour du festin.","For meaningful conversations, gather in the designated open area, not around the feast.",proverbs,,,,,,,7.0,45.0
,Abagabo bararyá imbwá zikīshura.,"Parfois, ce sont les innocents qui paient pour les fautes des coupables.","Sometimes, it's the innocent who pay for the faults of the guilty.",proverbs,,,,,,,4.0,32.0
,Abagabo barāra kubiri bakarōta kumwé.,"Des lits séparés, des rêves partagés.","Separated beds, shared dreams.",proverbs,,,,,,,5.0,37.0
,Abagiriki bo n’abanyamahanga ndi n’umwenda wabo,"Grecs et étrangers, j'ai une dette envers eux",Greeks and foreigners I have a debt to them,grammar,,,,,,,6.0,47.0
,Abaherezi bazanana aho bari ni umukuru w’abashibamyi,Les prêtres sont venus là où ils étaient avec le chef des gardes,The priests came where they were with the chief of the guards,grammar,,,,,,,7.0,52.0
clips/sound_proverb/prov049.mp3,Abahigi benshi bayobeza imbwa.,De nombreux chasseurs en forêt confondent les chiens,Many hunters in the forest confuse the dogs,proverbs,,,,,,,4.0,30.0
,Abahinga babona ko Uburundi bufise kazoza keza,Les ingénieurs pensent que le Burundi a un meilleur avenir.,Engineers believe Burundi has a better future.,proverbs,,,,,,,7.0,46.0
,Abakobwa bicare ukwabo n’abahungu ukwabo,Demandez aux filles de s'asseoir seules et aux garçons seuls,Have the girls sit by themselves and the boys by themselves,grammar,,,,,,,5.0,40.0
,Abakobwa ni beza.,Les filles sont belles.,The girls are beautiful.,adjectives,,,,,,,3.0,17.0
clips/sound_proverb/prov050.mp3,Abakunzi ntibarangirira mu mubindi.,C'est impossible de satisfaire tous tes amis,Its impossible to satisfy all your friends,proverbs,,,,,,,4.0,35.0
,"Abakòóbwa bā rúguru: Uri mwīzá ,usa nêza ,ufise akabiri nk'âk'úruyoyá, katagirá agahōnzi.","Les filles du village.: Tu es tellement belle, ta peau est vraiment douce, on dirait un bébé, tu es pure.","Village girls: You are so beautiful, your skin is really soft, like a baby, you are pure.",jokes,,,,,,,15.0,106.0
,Abana bakinira hanze.,Les enfants jouent dehors.,The children are playing outside.,action-verbs,,,,,,,3.0,21.0
,Abana barakina umupira wamaguru.,Les enfants jouent au football.,The children play football.,action-verbs,,,,,,,4.0,32.0
,Abantu babona ugutandukanye imico n’imigenzo,Les gens voient différement les cultures et traditions,People see cultures and traditions differently,general,,,,,,,5.0,44.0
,Abantu bafise umutima mwiza,Les gens sont très gentils.,The people are very nice.,emotions,,,,,,,4.0,27.0
,Abantu n'Intungane cane.,Les gens sont très gentils.,The people are very nice.,emotions,,,,,,,3.0,24.0
,Abapfûye akarīmbi baragashīngirwa.,"Si les gens sont en conflit, aidez-les à établir des limites.","If people are in conflict, help them set boundaries.",proverbs,,,,,,,3.0,34.0
,Abapfûye urubíbe baragorōrerwa.,"Dans les litiges concernant les frontières, une division équitable apporte une paix durable.","In disputes over borders, fair division brings lasting peace.",proverbs,,,,,,,3.0,31.0
,Abari kumwe na we na bamwe cumi na babiri bamubaza iyo migani,Ceux qui étaient avec lui et les douze l'interrogeaient sur ces paraboles,Those who were with him and the twelve asked him about those parables,grammar,,,,,,,12.0,61.0
,Abarundi barayamaze bati:“hapfa uwavutse”,Les Burundais ont un dicton : ”c'est celui qui est né qui meurt ”.,The Burundians have a saying: “it is he who is born who dies”.,proverbs,,,,,,,4.0,41.0
,Abarundi barayamaze ngo: “agatakaye ntaho katabarizwa”.,Les Burundais ont un proverbe qui dit : “Ce qui est perdu n’a nulle part où être réclamé.”,The Burundians have a proverb that says: “What is lost has nowhere to be reclaimed.”,proverbs,,,,,,,6.0,55.0
,Abarŭndi basība kurima ntíbasībá kuvúga.,"Les Burundais pourraient délaisser leurs devoirs, mais ne ratent jamais une occasion de potins.","Burundians might skip their duties, but never miss a chance to gossip.",proverbs,,,,,,,5.0,40.0
,Abashingamateka bacirwa urubanza na Sentare ntahinyuzwa.,Les députés sont jugés par un tribunal susceptible de destitution.,The deputies are tried by a court subject to dismissal.,grammar,,,,,,,6.0,56.0
,Abasângira basīgana imvyíro.,Deux mains dans une marmite peuvent parfois se heurter.,Two hands in a pot may sometimes collide.,proverbs,,,,,,,3.0,28.0
,Abasângira umusa basāngira abânsi.,Des intérêts partagés font des ennemis communs.,Shared interests make common foes.,proverbs,,,,,,,4.0,34.0
,Abatângánya amatáko ntíbīsîgira hamwé.,Les gens ont tendance à rester avec leur propre genre.,People tend to stick with their own kind.,proverbs,,,,,,,4.0,38.0
,Abatúkanye bararwāna.,Ceux qui sèment la discorde entre eux peuvent finir par entrer en conflit.,Those who sow discord between themselves may eventually engage in conflict.,proverbs,,,,,,,2.0,21.0
,Abavyeyi bacu barishimiye intambwe tugezeko.,Mes parents sont fiers de nous.,My parents are proud of us.,proverbs,,,,,,,5.0,44.0
,Abavyeyi banje baratunezererewe.,Mes parents sont fiers de nous.,My parents are proud of us.,proverbs,,,,,,,3.0,32.0
,Abavyeyi banje baratwishimiye.,Mes parents sont fiers de nous.,My parents are proud of us.,proverbs,,,,,,,3.0,30.0
,Abavyeyi baratunezerererwa.,Mes parents sont fiers de nous.,My parents are proud of us.,proverbs,,,,,,,2.0,27.0
,Abavyeyi baratwirata,Mes parents sont fiers de nous.,My parents are proud of us.,proverbs,,,,,,,2.0,20.0
,"Abavyêyi b'ábarùúndi bavuga bati: ""Nimutubwîre ikosá mwākozé ntaco tubagirá""
Twëse turâzi ibicá bíkurikira uhéjeje kuríbabwîra.","La phrase classique d'une maman burundaise : ""S'il te plaît, dis-nous la faute que tu as commise, on ne te fera rien."" En réalité, nous savons tous ce qui suit sans le dire.","A Burundian mom be like: ""Please tell us the mistake you made, we won't do anything to you."" We all know the hard and unspoken truth that follows.",jokes,,,,,,,15.0,127.0
,"Abavyêyi b'ábarùúndi mu kukúbwīra ikīntu, bakubwīra igihushâne câco.",Les mamans burundaises ont une manière unique de communiquer en disant le contraire.,Burundian parents have a unique way of communicating by stating the opposite.,jokes,,,,,,,8.0,68.0
,Abayuda bati: Ehe ingene yamukunda,Les Juifs dirent : Voyez comme il l'aimait,The Jews said: See how he loved him,grammar,,,,,,,5.0,34.0
,Abigeme bo mu Burundi ni abigeme b'akaranga,Les femmes du Burundi sont des femmes de coutume,The women of Burundi are women of custom,proverbs,,,,,,,7.0,43.0
,"Abigishwa b’Abafarisayo bisonzesha, abigishwa bawe ntibisonzeshe","Les disciples des Pharisiens jeûnent, mais vos disciples ne jeûnent pas","The disciples of the Pharisees fast, but your disciples do not fast",grammar,,,,,,,6.0,64.0
,"Abâna bó mw'ìíyi mìísi nabó baragōrana núkurí, Nyina wa Clara : Clara wātôye ikibázo ??, Clara : Oyâye màá, ikibázo gitōra umwìígīsha","De nos jours, les enfants peuvent être débordants d'énergie, La maman de Clara : ""Clara, as-tu rangé ta chambre ?"", Clara : ""Non, Maman, j'attends que la chambre se nettoie toute seule. Après tout, c'est la chambre qui s'est salie, pas moi !""","Nowadays, kids can be a handful, Clara's mom: Clara, did you clean your room?, Clara: No, Mom, I'm waiting for the room to clean itself. After all, it's the room that got messy, not me!",jokes,,,,,,,24.0,136.0
,"Abâna bùúbu basigaye bágōye núkurí, Nyina wa junior : Nōné wewé vy’úkurí, kugíra uhebé gukúbagana nzôgukozé ikí ??, Junior : Umutsíma","De nos jours, gérer les enfants est un défi, La maman de Junior : ""Comment puis-je te faire te concentrer sur tes devoirs ?"", Junior : ""Peut-être si tu les transformes en jeu vidéo, je prêterai enfin attention.""","Nowadays, dealing with kids is a challenge, Junior's mom: How can I get you to focus on your homework?, Junior: Maybe if you turn it into a video game, I'll finally pay attention.",jokes,,,,,,,23.0,136.0
,"Abâna bùúbu nabó s’ukugōrana ngo basigáze, Nyina wa stecy : Stecy , kubêra ikí utārāvye mutôyá wāwe ??, Stecy : Wambwīye nzé ndarāba ibìíndāba , narīndīye kó andàába ndabúra","De nos jours, les enfants sont vraiment agaçant, La maman de Stecy : ""Stecy, pourquoi n'as-tu pas veillé sur ta petite sœur ?"", Stecy : ""Tu m'as dit de me concentrer uniquement sur ce qui me concerne, donc elle ne me concerne pas.""","Nowadays, kids are really annoying, Stecy's mom: ""Stecy, why didn't you watch out for your little sister?"", Stecy: ""You told me to only focus on my business, so she is not my business.""",jokes,,,,,,,31.0,176.0
,"Abâna bùúbu ní hatàári, Nyina wa Alain : Allo aho urakényeye turāré dúhagaze túkurīndiriye, Alain : Erega nàánje sínīcáye màá","De nos jours, les enfants peuvent être agaçants, La maman d'Alain : ""Allo Tu t'attends à ce qu'on organise une fête, à rester éveillés pour toi à cette heure ? Rentre vite à la maison !""
Alain : ""Moi aussi, je ne dors pas, maman.""","Kids these days can be annoying, Alain's mom: ""Hello Do you expect us to throw a party, staying up for you at this hour? Come back home quickly!""
Alain: ""I'm not sleeping either, mom.""",jokes,,,,,,,21.0,128.0
,Abôro babiri ntíbasāngíra umwērēra.,Les âmes misérables ont du mal à partager un verre.,Miserable souls find it hard to share a drink.,proverbs,,,,,,,4.0,35.0
,Abāntu bagumá bátubaza igitúma tunywá inzogá nyìínshi.,Pour ceux qui se demandent pourquoi nous consommons beaucoup d'alcool,For those who keep asking why we consume a lot of alcohol,jokes,,,,,,,7.0,54.0
,Abāntu batērá inkurú ziryōshé mu midúga rúsàángi turabasavye muzôzé muravúga múnyarutsa kugíra tuzôzé turūruruka twûmvīse ahó vyāheréye.,"À ceux qui racontent des histoires étant dans les transports en commun, une suggestion : Soyez s'il vous plaît brefs, afin que nous puissions descendre peu de temps après la fin de l'histoire.","To those who share stories on public transportations, a friendly suggestion: Keep it brief, so we can disembark shortly after the tale concludes.",jokes,,,,,,,17.0,136.0
,Abāntu mu midúga rúsàángi yó mu Burùúndi baratāngāje núkurí.,Les gens dans les transports en commun au Burundi sont un peu particuliers. ,The folks in Burundian public transportation are a bit peculiar.,jokes,,,,,,,9.0,60.0
,"Abāntu munyìípfūriza inâbí nimubihagárike, kubêra murí iyi mìísi, mbona umênga murikó murīshurwa.","À ceux qui me souhaitent du mal, je vous prie gentiment de cesser, car il semble que ces jours-ci, vos prières sont entrain d'être exaucées.","To those wishing me harm, I kindly request you to cease because it seems that nowadays, your prayers are getting answered.",jokes,,,,,,,12.0,97.0
,"Abāntu muvugá ngo Kubêngwa níco kīntu cā mbere kibabáza, mwèé ntímūzi ububabáre bwó gusāngira n'ábāntu bafisé ibiyîko nàáwe ufíse ifúrushèéti.","Pour ceux qui disent que se faire larguer est la chose la plus douloureuse, vous ne connaissez pas la douleur de manger dans la même assiette que des gens qui ont des cuillères, et vous avec une fourchette.","For those who say that being dumped is the most painful thing, you guys don't know the pain of eating from the same plate with people who have spoons, and you, only have a fork.",jokes,,,,,,,20.0,142.0
,Abāntu n'íbīntu ní magiríranire.,"Chaque personne est une pièce du puzzle, complétant l'image ensemble.","Each person is a piece of the puzzle, completing the picture together.",proverbs,,,,,,,4.0,32.0
,Abāntu ní magiríranire.,Les gens sont faits pour se soutenir mutuellement.,People are made to support each other.,proverbs,,,,,,,3.0,23.0
,Abăkūndanye barânkana.,"L'amour peut se transformer en haine, et les amoureux peuvent se séparer.","Love can turn to hatred, and lovers may part ways.",proverbs,,,,,,,2.0,22.0
,Abămi basāngira ingovyi ntíbasāngíra ingoma.,"Dans le palais, les lits peuvent être partagés, mais pas le trône.","In the palace, beds may be shared, but not the throne.",proverbs,,,,,,,5.0,44.0
,Abό umwămi yahâye amáta ní bo bămwīmye amatwí.,"Méfiez-vous de ceux que le roi favorise, car ils peuvent se retourner contre lui.","Beware of those whom the king favors, for they may turn against him.",proverbs,,,,,,,8.0,46.0
,"Aca arabahamagara, basiga se","Immédiatement, il les a appelés et ils ont quitté leur père",Immediately he called them and they left their father,grammar,,,,,,,4.0,28.0
,Aca atāngura kūnsaba akaruhūko k'ímìísi itatu.,Il m'a demandé trois jours de congé,They requested three days off,jokes,,,,,,,6.0,46.0
,"Aca aza kùúmbwīra kó yambuzé, hāma nca ndamufasha kūndōndera.","Il est venu me dire qu'il était entrain de me chercher , puis nous avons recommencé à me chercher.","He approached me to say he had been looking for me for a long time, only for us to start looking for me again.",jokes,,,,,,,9.0,61.0
,Afise imico myiza cane.,Il est très sympathique.,He is very friendly.,general,,,,,,,4.0,23.0
clips/sound_humour/h1.mp3,Agaca kacakiye agahori kano kati urandya neza ndahanda!,"""Faites attention quand vous me croquez car j'ai des épines"", comme disait le criquet attrapé par un épervier !","""Be careful when crunching me for I have thornes"", as the Locust said, caught by a sparrowhawk!",jokes,,,,,,,8.0,55.0
,Agacerere karamfasha gukora.,Le silence m'aide à travailler.,Silence helps me work.,proverbs,,,,,,,3.0,28.0
,Inyishú isānzwé: Oya sí jēwé!,"Réponse normale : Non, ce n'est pas moi","Normal people: No, it's not me",jokes,,,,,,,,
,Umurùúndi: Indé? Jēwé? Nayatōye hábona ndé?,Réponse burundaise : Qui ? Moi ? Qui m'a vu ?,Burundians: Who? Me? Who saw me?,jokes,,,,,,,,
,Agacerere karamfasha mugukora.,Le silence m'aide à travailler.,Silence helps me work.,proverbs,,,,,,,3.0,29.0
,Agacerere karampfasha gukora.,Le silence m'aide à travailler.,Silence helps me work.,proverbs,,,,,,,3.0,28.0
,Agacîwe karûma.,Une branche coupée devient sèche.,A cut branch becomes dry.,proverbs,,,,,,,2.0,15.0
,Agahemo gatēra ikijûjú ubwĭbone.,"Quand on se moque de lui, le sot pense qu'il est unique.","When people mock him, the fool thinks he's unique.",proverbs,,,,,,,4.0,32.0
clips/sound_humour/h2.mp3,Agahume kahwaniye n'akandi ku mwonga ngo rinda tubane waragowe ndagorwa!,"""Vous êtes malheureux et moi aussi, alors supportez ma compagnie"", comme disait le Fantôme rencontrant un compagnon au cœur d'un marais !","""You are unhappy and so will I be, so endure my company"", as the Phantom said meeting a companion in the heart of a swamp!",jokes,,,,,,,10.0,72.0
,Agahîmbo kībagiza kwūgara.,Un estomac satisfait peut oublier de fermer la porte.,A satisfied stomach may forget to secure the door.,proverbs,,,,,,,3.0,26.0
,Agahīnda sí uguhόra uríra.,La douleur ne pleure pas toujours.,Pain is not always crying.,proverbs,,,,,,,4.0,26.0
clips/sound_humour/h49.mp3,Agakecuru gashikuye igikoba kigaterera ku nkingi kati nakurya ntitwarwana!,"""Je n'ai que des sentiments paisibles envers toi et je voulais juste te manger"", comme dit la petite vieille femme en jetant de sa tête le pilier de la cabane dans son effort pour déchiqueter un morceau de cuir !","""I have only peaceful feelings towards you and I just wanted to eat you,"" as the little old woman said, throwing from her head the pillar of the hut in her efforts to shred a piece of leather!",jokes,,,,,,,9.0,74.0
clips/sound_humour/h27.mp3,Agakecuru karose gapfa kati maze simvyanka!,"""Bien sûr, je ne vais pas refuser ça"", s'exclame la petite vieille au réveil d'un cauchemar où elle s'est vue mourir !","""Of course, I'm not going to refuse that,"" exclaims the little old woman as she wakes up from a nightmare where she saw herself dying!",jokes,,,,,,,6.0,43.0
,Agakuku karimīsha mu rwĭri.,Celui qui ne suit que la marée peut se perdre en mer.,The one who only follows the tide may get lost at sea.,proverbs,,,,,,,4.0,27.0
,Agakúrikiwe n'índa ntígakurá.,Une succession rapide de grossesses entrave une croissance appropriée.,Rapid succession of pregnancies hinders proper growth.,proverbs,,,,,,,3.0,29.0
,Agakúru ntígakuríra ubúsa.,"Quand une histoire voyage loin, il y a souvent une vérité ou un but à l'intérieur.","When a story travels far and wide, there's often truth or purpose inside.",proverbs,,,,,,,3.0,28.0
,Agakûnze babiri karabânkanīsha.,"Quand deux cœurs battent pour la même passion, l'amour peut se transformer en rivalité.","When two hearts beat for the same passion, love can turn into rivalry.",proverbs,,,,,,,3.0,31.0
,Agapfûye kaba gáheze.,"Après la mort, les vivants continuent, et les disparus sont oubliés.","After death, the living move on, and the departed are forgotten.",proverbs,,,,,,,3.0,21.0
,Agapfûye kabazwa ivú.,La voix d'un mort est rarement entendue.,A dead man's voice is seldom heard.,proverbs,,,,,,,3.0,21.0
,"Agaruka ubugira gatatu, arababarira.",Il revint une troisième fois et leur dit,He came back the third time and said to them,grammar,,,,,,,4.0,35.0
,Agashâje gashira isóni.,"Avec les années, le filtre sur les mots s'affaiblit.","As years pass, the filter on words weakens.",proverbs,,,,,,,3.0,23.0
,Agashítsi kā kêra kavūmbika umuriro.,Un vieux bois peut allumer le feu.,An old wood can ignite the fire.,proverbs,,,,,,,5.0,36.0
,Agaswi katazôkúra ukērekwa n'úrwŭbi.,Les présages précoces offrent un aperçu du drame de l'adversité qui se déroule.,Early omens offer glimpses into the unfolding drama of adversity.,proverbs,,,,,,,4.0,36.0
,Agasózi k'întáhanûrwa kăhīye abagabo bábona.,Celui qui rejette les conseils se retrouve sans aide en temps de besoin.,One who rejects advice finds themselves without a helping hand in times of need.,proverbs,,,,,,,5.0,44.0
,Agatu gatēkéye amáhwa karîmena.,Une boule d'épines se piquera elle-même.,A ball of thorns will prick itself.,proverbs,,,,,,,4.0,31.0
,Agáti gaterétswe n'Îmâna ntígahenúrwa n'úmuyaga.,"Avec les bénédictions de Dieu, on reste inébranlable face à toutes les adversités.","With God's blessings, one stands unyielding against all odds.",proverbs,,,,,,,5.0,48.0
,Aha twotanga uturorero nko kubinyamakuru n’amaradiyo,Nous donnons ici des exemples tels que les journaux et les stations de radio,Here we give examples such as newspapers and radio stations,proverbs,,,,,,,6.0,52.0
,Ahakíze hītwa inkóvu.,Une blessure qui guérit est toujours appelée une cicatrice.,A wound that heals is always called a scar.,proverbs,,,,,,,3.0,21.0
,Ahantu imodoka rusange zihagarara ni he?,Où est l'arrêt de bus?,Where is the bus stop?,action-verbs,,,,,,,6.0,40.0
,Ahantu imodoka z'Umuyagankuba zihagarara ni he?,Où est la gare?,Where is the station?,action-verbs,,,,,,,6.0,47.0
,Aharí abagabo ntíhagwá ibára.,"Là où il y a des hommes intègres, les conflits cessent d'exister.","Where there are men of integrity, conflicts cease to exist.",proverbs,,,,,,,4.0,29.0
,Aharí abântu hāma urūnturūntu.,"Là où il y a une foule, il y a des discussions.","Where there's a crowd, there's talk.",proverbs,,,,,,,4.0,30.0
clips/sound_proverb/prov032.mp3,Aharí amahóro umuhoro uramwa.,La paix est un atout très important dont dépend tout succès.,Peace is a very important asset on which every success depends.,proverbs,,,,,,,4.0,29.0
,Aharí umwěnge haca umuyaga.,"Là où il y a un trou, le vent trouvera son chemin.","Where there's a hole, the wind will find its way in.",proverbs,,,,,,,4.0,27.0
,Ahinduka ukundi imbere yabo,Il a changé avant eux,He changed before them,grammar,,,,,,,4.0,27.0
clips/sound_proverb/prov019.mp3,Aho Uburundi butunze urutoke hubakwa inzu.,"En harmonie, tout réussit.","In harmony, everything succeeds.",proverbs,,,,,,,6.0,42.0
,Aho Yesu azozira abakijijwe bazojanwa na we mw'ijuru,"Quand Jésus reviendra, ceux qui seront sauvés seront emmenés au ciel avec lui","When Jesus comes, those who are saved will be taken into heaven with Him",grammar,,,,,,,9.0,52.0
clips/sound_proverb/prov018.mp3,Aho ishari ritari agashato ka Rukwavu gakwira bane.,"Là où il n’y a pas de jalousie, une petite peau de lièvre suffit à couvrir quatre personnes.","Where there is no jealousy, a small hare's leather is enough to cover four people.",proverbs,,,,,,,8.0,51.0
,Aho mubona hose nibuka ivya se,"Chaque fois que je le vois, je me souviens de son père",Whenever I see him I remember about his father,grammar,,,,,,,6.0,31.0
